"ref_date","geo","dguid","shelter_type","target","shelter","beds"
2023,"Coquitlam, British Columbia","5915034","Emergency shelter","Youth",0,0
2023,"Coquitlam, British Columbia","5915034","Transitional housing","Family",0,0
2023,"Coquitlam, British Columbia","5915034","Transitional housing","General (all)",1,30
2023,"Coquitlam, British Columbia","5915034","Transitional housing","General (men)",0,0
2023,"Coquitlam, British Columbia","5915034","Transitional housing","General (women)",0,0
2023,"Coquitlam, British Columbia","5915034","Transitional housing","Total",1,30
2023,"Coquitlam, British Columbia","5915034","Transitional housing","Youth",0,0
2023,"Corner Brook, Newfoundland and Labrador","1005018","Domestic violence shelter","Family",1,16
2023,"Corner Brook, Newfoundland and Labrador","1005018","Domestic violence shelter","General (all)",0,0
2023,"Corner Brook, Newfoundland and Labrador","1005018","Domestic violence shelter","General (men)",0,0
2023,"Corner Brook, Newfoundland and Labrador","1005018","Domestic violence shelter","General (women)",0,0
2023,"Corner Brook, Newfoundland and Labrador","1005018","Domestic violence shelter","Total",1,16
2023,"Corner Brook, Newfoundland and Labrador","1005018","Domestic violence shelter","Youth",0,0
2023,"Corner Brook, Newfoundland and Labrador","1005018","Emergency shelter","Family",0,0
2023,"Corner Brook, Newfoundland and Labrador","1005018","Emergency shelter","General (all)",1,3
2023,"Corner Brook, Newfoundland and Labrador","1005018","Emergency shelter","General (men)",0,0
2023,"Corner Brook, Newfoundland and Labrador","1005018","Emergency shelter","General (women)",0,0
2023,"Corner Brook, Newfoundland and Labrador","1005018","Emergency shelter","Total",1,3
2023,"Corner Brook, Newfoundland and Labrador","1005018","Emergency shelter","Youth",0,0
2023,"Corner Brook, Newfoundland and Labrador","1005018","Transitional housing","Family",0,0
2023,"Corner Brook, Newfoundland and Labrador","1005018","Transitional housing","General (all)",0,0
2023,"Corner Brook, Newfoundland and Labrador","1005018","Transitional housing","General (men)",0,0
2023,"Corner Brook, Newfoundland and Labrador","1005018","Transitional housing","General (women)",0,0
2023,"Corner Brook, Newfoundland and Labrador","1005018","Transitional housing","Total",0,0
2023,"Corner Brook, Newfoundland and Labrador","1005018","Transitional housing","Youth",0,0
2023,"Cornwall, Ontario","3501012","Domestic violence shelter","Family",1,10
2023,"Cornwall, Ontario","3501012","Domestic violence shelter","General (all)",0,0
2023,"Cornwall, Ontario","3501012","Domestic violence shelter","General (men)",0,0
2023,"Cornwall, Ontario","3501012","Domestic violence shelter","General (women)",0,0
2023,"Cornwall, Ontario","3501012","Domestic violence shelter","Total",1,10
2023,"Cornwall, Ontario","3501012","Domestic violence shelter","Youth",0,0
2023,"Cornwall, Ontario","3501012","Emergency shelter","Family",0,0
2023,"Cornwall, Ontario","3501012","Emergency shelter","General (all)",0,0
2023,"Cornwall, Ontario","3501012","Emergency shelter","General (men)",0,0
2023,"Cornwall, Ontario","3501012","Emergency shelter","General (women)",0,0
2023,"Cornwall, Ontario","3501012","Emergency shelter","Total",0,0
2023,"Cornwall, Ontario","3501012","Emergency shelter","Youth",0,0
2023,"Cornwall, Ontario","3501012","Transitional housing","Family",0,0
2023,"Cornwall, Ontario","3501012","Transitional housing","General (all)",0,0
2023,"Cornwall, Ontario","3501012","Transitional housing","General (men)",0,0
2023,"Cornwall, Ontario","3501012","Transitional housing","General (women)",0,0
2023,"Cornwall, Ontario","3501012","Transitional housing","Total",0,0
2023,"Cornwall, Ontario","3501012","Transitional housing","Youth",0,0
2023,"Courtenay, British Columbia","5926010","Domestic violence shelter","Family",2,54
2023,"Courtenay, British Columbia","5926010","Domestic violence shelter","General (all)",0,0
2023,"Courtenay, British Columbia","5926010","Domestic violence shelter","General (men)",0,0
2023,"Courtenay, British Columbia","5926010","Domestic violence shelter","General (women)",0,0
2023,"Courtenay, British Columbia","5926010","Domestic violence shelter","Total",2,54
2023,"Courtenay, British Columbia","5926010","Domestic violence shelter","Youth",0,0
2023,"Courtenay, British Columbia","5926010","Emergency shelter","Family",0,0
2023,"Courtenay, British Columbia","5926010","Emergency shelter","General (all)",2,52
2023,"Courtenay, British Columbia","5926010","Emergency shelter","General (men)",0,0
2023,"Courtenay, British Columbia","5926010","Emergency shelter","General (women)",0,0
2023,"Courtenay, British Columbia","5926010","Emergency shelter","Total",2,52
2023,"Courtenay, British Columbia","5926010","Emergency shelter","Youth",0,0
2023,"Courtenay, British Columbia","5926010","Transitional housing","Family",0,0
2023,"Courtenay, British Columbia","5926010","Transitional housing","General (all)",1,6
2023,"Courtenay, British Columbia","5926010","Transitional housing","General (men)",0,0
2023,"Courtenay, British Columbia","5926010","Transitional housing","General (women)",0,0
2023,"Courtenay, British Columbia","5926010","Transitional housing","Total",2,11
2023,"Courtenay, British Columbia","5926010","Transitional housing","Youth",1,5
2023,"Cowansville, Quebec","2446080","Domestic violence shelter","Family",1,17
2023,"Cowansville, Quebec","2446080","Domestic violence shelter","General (all)",0,0
2023,"Cowansville, Quebec","2446080","Domestic violence shelter","General (men)",0,0
2023,"Cowansville, Quebec","2446080","Domestic violence shelter","General (women)",0,0
2023,"Cowansville, Quebec","2446080","Domestic violence shelter","Total",1,17
2023,"Cowansville, Quebec","2446080","Domestic violence shelter","Youth",0,0
2023,"Cowansville, Quebec","2446080","Emergency shelter","Family",0,0
2023,"Cowansville, Quebec","2446080","Emergency shelter","General (all)",0,0
2023,"Cowansville, Quebec","2446080","Emergency shelter","General (men)",0,0
2023,"Cowansville, Quebec","2446080","Emergency shelter","General (women)",0,0
2023,"Cowansville, Quebec","2446080","Emergency shelter","Total",1,8
2023,"Cowansville, Quebec","2446080","Emergency shelter","Youth",1,8
2023,"Cowansville, Quebec","2446080","Transitional housing","Family",0,0
2023,"Cowansville, Quebec","2446080","Transitional housing","General (all)",1,3
2023,"Cowansville, Quebec","2446080","Transitional housing","General (men)",0,0
2023,"Cowansville, Quebec","2446080","Transitional housing","General (women)",0,0
2023,"Cowansville, Quebec","2446080","Transitional housing","Total",2,11
2023,"Cowansville, Quebec","2446080","Transitional housing","Youth",1,8
2023,"Cranbrook, British Columbia","5901022","Domestic violence shelter","Family",2,28
2023,"Cranbrook, British Columbia","5901022","Domestic violence shelter","General (all)",0,0
2023,"Cranbrook, British Columbia","5901022","Domestic violence shelter","General (men)",0,0
2023,"Cranbrook, British Columbia","5901022","Domestic violence shelter","General (women)",0,0
2023,"Cranbrook, British Columbia","5901022","Domestic violence shelter","Total",2,28
2023,"Cranbrook, British Columbia","5901022","Domestic violence shelter","Youth",0,0
2023,"Cranbrook, British Columbia","5901022","Emergency shelter","Family",0,0
2023,"Cranbrook, British Columbia","5901022","Emergency shelter","General (all)",0,0
2023,"Cranbrook, British Columbia","5901022","Emergency shelter","General (men)",0,0
2023,"Cranbrook, British Columbia","5901022","Emergency shelter","General (women)",0,0
2023,"Cranbrook, British Columbia","5901022","Emergency shelter","Total",0,0
2023,"Cranbrook, British Columbia","5901022","Emergency shelter","Youth",0,0
2023,"Cranbrook, British Columbia","5901022","Transitional housing","Family",0,0
2023,"Cranbrook, British Columbia","5901022","Transitional housing","General (all)",0,0
2023,"Cranbrook, British Columbia","5901022","Transitional housing","General (men)",0,0
2023,"Cranbrook, British Columbia","5901022","Transitional housing","General (women)",0,0
2023,"Cranbrook, British Columbia","5901022","Transitional housing","Total",0,0
2023,"Cranbrook, British Columbia","5901022","Transitional housing","Youth",0,0
2023,"Creston, British Columbia","5903004","Domestic violence shelter","Family",2,5
2023,"Creston, British Columbia","5903004","Domestic violence shelter","General (all)",0,0
2023,"Creston, British Columbia","5903004","Domestic violence shelter","General (men)",0,0
2023,"Creston, British Columbia","5903004","Domestic violence shelter","General (women)",0,0
2023,"Creston, British Columbia","5903004","Domestic violence shelter","Total",2,5
2023,"Creston, British Columbia","5903004","Domestic violence shelter","Youth",0,0
2023,"Creston, British Columbia","5903004","Emergency shelter","Family",0,0
2023,"Creston, British Columbia","5903004","Emergency shelter","General (all)",0,0
2023,"Creston, British Columbia","5903004","Emergency shelter","General (men)",0,0
2023,"Creston, British Columbia","5903004","Emergency shelter","General (women)",0,0
2023,"Creston, British Columbia","5903004","Emergency shelter","Total",0,0
2023,"Creston, British Columbia","5903004","Emergency shelter","Youth",0,0
2023,"Creston, British Columbia","5903004","Transitional housing","Family",0,0
2023,"Creston, British Columbia","5903004","Transitional housing","General (all)",0,0
2023,"Creston, British Columbia","5903004","Transitional housing","General (men)",0,0
2023,"Creston, British Columbia","5903004","Transitional housing","General (women)",0,0
2023,"Creston, British Columbia","5903004","Transitional housing","Total",0,0
2023,"Creston, British Columbia","5903004","Transitional housing","Youth",0,0
2023,"Dartmouth, Nova Scotia",NA,"Domestic violence shelter","Family",1,18
2023,"Dartmouth, Nova Scotia",NA,"Domestic violence shelter","General (all)",0,0
2023,"Dartmouth, Nova Scotia",NA,"Domestic violence shelter","General (men)",0,0
2023,"Dartmouth, Nova Scotia",NA,"Domestic violence shelter","General (women)",0,0
2023,"Dartmouth, Nova Scotia",NA,"Domestic violence shelter","Total",1,18
2023,"Dartmouth, Nova Scotia",NA,"Domestic violence shelter","Youth",0,0
2023,"Dartmouth, Nova Scotia",NA,"Emergency shelter","Family",0,0
2023,"Dartmouth, Nova Scotia",NA,"Emergency shelter","General (all)",2,404
2023,"Dartmouth, Nova Scotia",NA,"Emergency shelter","General (men)",0,0
2023,"Dartmouth, Nova Scotia",NA,"Emergency shelter","General (women)",0,0
2023,"Dartmouth, Nova Scotia",NA,"Emergency shelter","Total",2,404
2023,"Dartmouth, Nova Scotia",NA,"Emergency shelter","Youth",0,0
2023,"Dartmouth, Nova Scotia",NA,"Transitional housing","Family",0,0
2023,"Dartmouth, Nova Scotia",NA,"Transitional housing","General (all)",1,4
2023,"Dartmouth, Nova Scotia",NA,"Transitional housing","General (men)",0,0
2023,"Dartmouth, Nova Scotia",NA,"Transitional housing","General (women)",0,0
2023,"Dartmouth, Nova Scotia",NA,"Transitional housing","Total",1,4
2023,"Dartmouth, Nova Scotia",NA,"Transitional housing","Youth",0,0
2023,"Dauphin, Manitoba","4617050","Domestic violence shelter","Family",1,16
2023,"Dauphin, Manitoba","4617050","Domestic violence shelter","General (all)",0,0
2023,"Dauphin, Manitoba","4617050","Domestic violence shelter","General (men)",0,0
2023,"Dauphin, Manitoba","4617050","Domestic violence shelter","General (women)",0,0
2023,"Dauphin, Manitoba","4617050","Domestic violence shelter","Total",1,16
2023,"Dauphin, Manitoba","4617050","Domestic violence shelter","Youth",0,0
2023,"Dauphin, Manitoba","4617050","Emergency shelter","Family",0,0
2023,"Dauphin, Manitoba","4617050","Emergency shelter","General (all)",0,0
2023,"Dauphin, Manitoba","4617050","Emergency shelter","General (men)",0,0
2023,"Dauphin, Manitoba","4617050","Emergency shelter","General (women)",0,0
2023,"Dauphin, Manitoba","4617050","Emergency shelter","Total",0,0
2023,"Dauphin, Manitoba","4617050","Emergency shelter","Youth",0,0
2023,"Dauphin, Manitoba","4617050","Transitional housing","Family",0,0
2023,"Dauphin, Manitoba","4617050","Transitional housing","General (all)",2,17
2023,"Dauphin, Manitoba","4617050","Transitional housing","General (men)",0,0
2023,"Dauphin, Manitoba","4617050","Transitional housing","General (women)",0,0
2023,"Dauphin, Manitoba","4617050","Transitional housing","Total",2,17
2023,"Dauphin, Manitoba","4617050","Transitional housing","Youth",0,0
2023,"Dawson Creek, British Columbia","5955014","Domestic violence shelter","Family",2,10
2023,"Dawson Creek, British Columbia","5955014","Domestic violence shelter","General (all)",0,0
2023,"Dawson Creek, British Columbia","5955014","Domestic violence shelter","General (men)",0,0
2023,"Dawson Creek, British Columbia","5955014","Domestic violence shelter","General (women)",0,0
2023,"Dawson Creek, British Columbia","5955014","Domestic violence shelter","Total",2,10
2023,"Dawson Creek, British Columbia","5955014","Domestic violence shelter","Youth",0,0
2023,"Dawson Creek, British Columbia","5955014","Emergency shelter","Family",0,0
2023,"Dawson Creek, British Columbia","5955014","Emergency shelter","General (all)",1,17
2023,"Dawson Creek, British Columbia","5955014","Emergency shelter","General (men)",0,0
2023,"Dawson Creek, British Columbia","5955014","Emergency shelter","General (women)",0,0
2023,"Dawson Creek, British Columbia","5955014","Emergency shelter","Total",1,17
2023,"Dawson Creek, British Columbia","5955014","Emergency shelter","Youth",0,0
2023,"Dawson Creek, British Columbia","5955014","Transitional housing","Family",0,0
2023,"Dawson Creek, British Columbia","5955014","Transitional housing","General (all)",0,0
2023,"Dawson Creek, British Columbia","5955014","Transitional housing","General (men)",0,0
2023,"Dawson Creek, British Columbia","5955014","Transitional housing","General (women)",0,0
2023,"Dawson Creek, British Columbia","5955014","Transitional housing","Total",0,0
2023,"Dawson Creek, British Columbia","5955014","Transitional housing","Youth",0,0
2023,"Dawson, Yukon","6001029","Domestic violence shelter","Family",1,9
2023,"Dawson, Yukon","6001029","Domestic violence shelter","General (all)",0,0
2023,"Dawson, Yukon","6001029","Domestic violence shelter","General (men)",0,0
2023,"Dawson, Yukon","6001029","Domestic violence shelter","General (women)",0,0
2023,"Dawson, Yukon","6001029","Domestic violence shelter","Total",1,9
2023,"Dawson, Yukon","6001029","Domestic violence shelter","Youth",0,0
2023,"Dawson, Yukon","6001029","Emergency shelter","Family",0,0
2023,"Dawson, Yukon","6001029","Emergency shelter","General (all)",0,0
