"ref_date","geo","dguid","shelter_type","target","shelter","beds"
2021,"Mont-Laurier, Quebec","2479088","Domestic violence shelter","General (men)",0,0
2021,"Mont-Laurier, Quebec","2479088","Domestic violence shelter","General (women)",0,0
2021,"Mont-Laurier, Quebec","2479088","Domestic violence shelter","Total",1,13
2021,"Mont-Laurier, Quebec","2479088","Domestic violence shelter","Youth",0,0
2021,"Mont-Laurier, Quebec","2479088","Emergency shelter","Family",1,24
2021,"Mont-Laurier, Quebec","2479088","Emergency shelter","General (all)",1,4
2021,"Mont-Laurier, Quebec","2479088","Emergency shelter","General (men)",0,0
2021,"Mont-Laurier, Quebec","2479088","Emergency shelter","General (women)",0,0
2021,"Mont-Laurier, Quebec","2479088","Emergency shelter","Total",2,28
2021,"Mont-Laurier, Quebec","2479088","Emergency shelter","Youth",0,0
2021,"Mont-Laurier, Quebec","2479088","Transitional housing","Family",0,0
2021,"Mont-Laurier, Quebec","2479088","Transitional housing","General (all)",0,0
2021,"Mont-Laurier, Quebec","2479088","Transitional housing","General (men)",0,0
2021,"Mont-Laurier, Quebec","2479088","Transitional housing","General (women)",0,0
2021,"Mont-Laurier, Quebec","2479088","Transitional housing","Total",0,0
2021,"Mont-Laurier, Quebec","2479088","Transitional housing","Youth",0,0
2021,"Montmagny, Quebec","2418050","Domestic violence shelter","Family",0,0
2021,"Montmagny, Quebec","2418050","Domestic violence shelter","General (all)",0,0
2021,"Montmagny, Quebec","2418050","Domestic violence shelter","General (men)",0,0
2021,"Montmagny, Quebec","2418050","Domestic violence shelter","General (women)",0,0
2021,"Montmagny, Quebec","2418050","Domestic violence shelter","Total",0,0
2021,"Montmagny, Quebec","2418050","Domestic violence shelter","Youth",0,0
2021,"Montmagny, Quebec","2418050","Emergency shelter","Family",0,0
2021,"Montmagny, Quebec","2418050","Emergency shelter","General (all)",0,0
2021,"Montmagny, Quebec","2418050","Emergency shelter","General (men)",0,0
2021,"Montmagny, Quebec","2418050","Emergency shelter","General (women)",0,0
2021,"Montmagny, Quebec","2418050","Emergency shelter","Total",0,0
2021,"Montmagny, Quebec","2418050","Emergency shelter","Youth",0,0
2021,"Montmagny, Quebec","2418050","Transitional housing","Family",0,0
2021,"Montmagny, Quebec","2418050","Transitional housing","General (all)",1,30
2021,"Montmagny, Quebec","2418050","Transitional housing","General (men)",0,0
2021,"Montmagny, Quebec","2418050","Transitional housing","General (women)",0,0
2021,"Montmagny, Quebec","2418050","Transitional housing","Total",1,30
2021,"Montmagny, Quebec","2418050","Transitional housing","Youth",0,0
2021,"Montréal, Quebec","2466023","Domestic violence shelter","Family",23,385
2021,"Montréal, Quebec","2466023","Domestic violence shelter","General (all)",0,0
2021,"Montréal, Quebec","2466023","Domestic violence shelter","General (men)",0,0
2021,"Montréal, Quebec","2466023","Domestic violence shelter","General (women)",0,0
2021,"Montréal, Quebec","2466023","Domestic violence shelter","Total",23,385
2021,"Montréal, Quebec","2466023","Domestic violence shelter","Youth",0,0
2021,"Montréal, Quebec","2466023","Emergency shelter","Family",1,13
2021,"Montréal, Quebec","2466023","Emergency shelter","General (all)",7,391
2021,"Montréal, Quebec","2466023","Emergency shelter","General (men)",4,417
2021,"Montréal, Quebec","2466023","Emergency shelter","General (women)",9,205
2021,"Montréal, Quebec","2466023","Emergency shelter","Total",24,1097
2021,"Montréal, Quebec","2466023","Emergency shelter","Youth",3,71
2021,"Montréal, Quebec","2466023","Transitional housing","Family",23,435
2021,"Montréal, Quebec","2466023","Transitional housing","General (all)",18,251
2021,"Montréal, Quebec","2466023","Transitional housing","General (men)",15,673
2021,"Montréal, Quebec","2466023","Transitional housing","General (women)",4,50
2021,"Montréal, Quebec","2466023","Transitional housing","Total",69,1566
2021,"Montréal, Quebec","2466023","Transitional housing","Youth",9,157
2021,"Moose Jaw, Saskatchewan","4707039","Domestic violence shelter","Family",1,16
2021,"Moose Jaw, Saskatchewan","4707039","Domestic violence shelter","General (all)",0,0
2021,"Moose Jaw, Saskatchewan","4707039","Domestic violence shelter","General (men)",0,0
2021,"Moose Jaw, Saskatchewan","4707039","Domestic violence shelter","General (women)",0,0
2021,"Moose Jaw, Saskatchewan","4707039","Domestic violence shelter","Total",1,16
2021,"Moose Jaw, Saskatchewan","4707039","Domestic violence shelter","Youth",0,0
2021,"Moose Jaw, Saskatchewan","4707039","Emergency shelter","Family",0,0
2021,"Moose Jaw, Saskatchewan","4707039","Emergency shelter","General (all)",0,0
2021,"Moose Jaw, Saskatchewan","4707039","Emergency shelter","General (men)",1,10
2021,"Moose Jaw, Saskatchewan","4707039","Emergency shelter","General (women)",0,0
2021,"Moose Jaw, Saskatchewan","4707039","Emergency shelter","Total",1,10
2021,"Moose Jaw, Saskatchewan","4707039","Emergency shelter","Youth",0,0
2021,"Moose Jaw, Saskatchewan","4707039","Transitional housing","Family",0,0
2021,"Moose Jaw, Saskatchewan","4707039","Transitional housing","General (all)",0,0
2021,"Moose Jaw, Saskatchewan","4707039","Transitional housing","General (men)",0,0
2021,"Moose Jaw, Saskatchewan","4707039","Transitional housing","General (women)",0,0
2021,"Moose Jaw, Saskatchewan","4707039","Transitional housing","Total",0,0
2021,"Moose Jaw, Saskatchewan","4707039","Transitional housing","Youth",0,0
2021,"Moosonee, Ontario","3556106","Domestic violence shelter","Family",1,10
2021,"Moosonee, Ontario","3556106","Domestic violence shelter","General (all)",0,0
2021,"Moosonee, Ontario","3556106","Domestic violence shelter","General (men)",0,0
2021,"Moosonee, Ontario","3556106","Domestic violence shelter","General (women)",0,0
2021,"Moosonee, Ontario","3556106","Domestic violence shelter","Total",1,10
2021,"Moosonee, Ontario","3556106","Domestic violence shelter","Youth",0,0
2021,"Moosonee, Ontario","3556106","Emergency shelter","Family",0,0
2021,"Moosonee, Ontario","3556106","Emergency shelter","General (all)",0,0
2021,"Moosonee, Ontario","3556106","Emergency shelter","General (men)",0,0
2021,"Moosonee, Ontario","3556106","Emergency shelter","General (women)",0,0
2021,"Moosonee, Ontario","3556106","Emergency shelter","Total",0,0
2021,"Moosonee, Ontario","3556106","Emergency shelter","Youth",0,0
2021,"Moosonee, Ontario","3556106","Transitional housing","Family",0,0
2021,"Moosonee, Ontario","3556106","Transitional housing","General (all)",0,0
2021,"Moosonee, Ontario","3556106","Transitional housing","General (men)",0,0
2021,"Moosonee, Ontario","3556106","Transitional housing","General (women)",0,0
2021,"Moosonee, Ontario","3556106","Transitional housing","Total",0,0
2021,"Moosonee, Ontario","3556106","Transitional housing","Youth",0,0
2021,"Morely, Alberta",NA,"Domestic violence shelter","Family",1,21
2021,"Morely, Alberta",NA,"Domestic violence shelter","General (all)",0,0
2021,"Morely, Alberta",NA,"Domestic violence shelter","General (men)",0,0
2021,"Morely, Alberta",NA,"Domestic violence shelter","General (women)",0,0
2021,"Morely, Alberta",NA,"Domestic violence shelter","Total",1,21
2021,"Morely, Alberta",NA,"Domestic violence shelter","Youth",0,0
2021,"Morely, Alberta",NA,"Emergency shelter","Family",0,0
2021,"Morely, Alberta",NA,"Emergency shelter","General (all)",0,0
2021,"Morely, Alberta",NA,"Emergency shelter","General (men)",0,0
2021,"Morely, Alberta",NA,"Emergency shelter","General (women)",0,0
2021,"Morely, Alberta",NA,"Emergency shelter","Total",0,0
2021,"Morely, Alberta",NA,"Emergency shelter","Youth",0,0
2021,"Morely, Alberta",NA,"Transitional housing","Family",0,0
2021,"Morely, Alberta",NA,"Transitional housing","General (all)",0,0
2021,"Morely, Alberta",NA,"Transitional housing","General (men)",0,0
2021,"Morely, Alberta",NA,"Transitional housing","General (women)",0,0
2021,"Morely, Alberta",NA,"Transitional housing","Total",0,0
2021,"Morely, Alberta",NA,"Transitional housing","Youth",0,0
2021,"Nain, Newfoundland and Labrador","1011035","Domestic violence shelter","Family",1,9
2021,"Nain, Newfoundland and Labrador","1011035","Domestic violence shelter","General (all)",0,0
2021,"Nain, Newfoundland and Labrador","1011035","Domestic violence shelter","General (men)",0,0
2021,"Nain, Newfoundland and Labrador","1011035","Domestic violence shelter","General (women)",0,0
2021,"Nain, Newfoundland and Labrador","1011035","Domestic violence shelter","Total",1,9
2021,"Nain, Newfoundland and Labrador","1011035","Domestic violence shelter","Youth",0,0
2021,"Nain, Newfoundland and Labrador","1011035","Emergency shelter","Family",0,0
2021,"Nain, Newfoundland and Labrador","1011035","Emergency shelter","General (all)",0,0
2021,"Nain, Newfoundland and Labrador","1011035","Emergency shelter","General (men)",0,0
2021,"Nain, Newfoundland and Labrador","1011035","Emergency shelter","General (women)",0,0
2021,"Nain, Newfoundland and Labrador","1011035","Emergency shelter","Total",0,0
2021,"Nain, Newfoundland and Labrador","1011035","Emergency shelter","Youth",0,0
2021,"Nain, Newfoundland and Labrador","1011035","Transitional housing","Family",0,0
2021,"Nain, Newfoundland and Labrador","1011035","Transitional housing","General (all)",0,0
2021,"Nain, Newfoundland and Labrador","1011035","Transitional housing","General (men)",0,0
2021,"Nain, Newfoundland and Labrador","1011035","Transitional housing","General (women)",0,0
2021,"Nain, Newfoundland and Labrador","1011035","Transitional housing","Total",0,0
2021,"Nain, Newfoundland and Labrador","1011035","Transitional housing","Youth",0,0
2021,"Nanaimo, British Columbia","5921007","Domestic violence shelter","Family",2,27
2021,"Nanaimo, British Columbia","5921007","Domestic violence shelter","General (all)",0,0
2021,"Nanaimo, British Columbia","5921007","Domestic violence shelter","General (men)",0,0
2021,"Nanaimo, British Columbia","5921007","Domestic violence shelter","General (women)",0,0
2021,"Nanaimo, British Columbia","5921007","Domestic violence shelter","Total",2,27
2021,"Nanaimo, British Columbia","5921007","Domestic violence shelter","Youth",0,0
2021,"Nanaimo, British Columbia","5921007","Emergency shelter","Family",1,14
2021,"Nanaimo, British Columbia","5921007","Emergency shelter","General (all)",1,24
2021,"Nanaimo, British Columbia","5921007","Emergency shelter","General (men)",0,0
2021,"Nanaimo, British Columbia","5921007","Emergency shelter","General (women)",0,0
2021,"Nanaimo, British Columbia","5921007","Emergency shelter","Total",3,46
2021,"Nanaimo, British Columbia","5921007","Emergency shelter","Youth",1,8
2021,"Nanaimo, British Columbia","5921007","Transitional housing","Family",0,0
2021,"Nanaimo, British Columbia","5921007","Transitional housing","General (all)",0,0
2021,"Nanaimo, British Columbia","5921007","Transitional housing","General (men)",1,16
2021,"Nanaimo, British Columbia","5921007","Transitional housing","General (women)",0,0
2021,"Nanaimo, British Columbia","5921007","Transitional housing","Total",1,16
2021,"Nanaimo, British Columbia","5921007","Transitional housing","Youth",0,0
2021,"Napanee, Ontario",NA,"Domestic violence shelter","Family",1,28
2021,"Napanee, Ontario",NA,"Domestic violence shelter","General (all)",0,0
2021,"Napanee, Ontario",NA,"Domestic violence shelter","General (men)",0,0
2021,"Napanee, Ontario",NA,"Domestic violence shelter","General (women)",0,0
2021,"Napanee, Ontario",NA,"Domestic violence shelter","Total",1,28
2021,"Napanee, Ontario",NA,"Domestic violence shelter","Youth",0,0
2021,"Napanee, Ontario",NA,"Emergency shelter","Family",0,0
2021,"Napanee, Ontario",NA,"Emergency shelter","General (all)",0,0
2021,"Napanee, Ontario",NA,"Emergency shelter","General (men)",0,0
2021,"Napanee, Ontario",NA,"Emergency shelter","General (women)",0,0
2021,"Napanee, Ontario",NA,"Emergency shelter","Total",0,0
2021,"Napanee, Ontario",NA,"Emergency shelter","Youth",0,0
2021,"Napanee, Ontario",NA,"Transitional housing","Family",0,0
2021,"Napanee, Ontario",NA,"Transitional housing","General (all)",0,0
2021,"Napanee, Ontario",NA,"Transitional housing","General (men)",0,0
2021,"Napanee, Ontario",NA,"Transitional housing","General (women)",0,0
2021,"Napanee, Ontario",NA,"Transitional housing","Total",0,0
2021,"Napanee, Ontario",NA,"Transitional housing","Youth",0,0
2021,"Natuashish, Newfoundland and Labrador","1010801","Domestic violence shelter","Family",1,5
2021,"Natuashish, Newfoundland and Labrador","1010801","Domestic violence shelter","General (all)",0,0
2021,"Natuashish, Newfoundland and Labrador","1010801","Domestic violence shelter","General (men)",0,0
2021,"Natuashish, Newfoundland and Labrador","1010801","Domestic violence shelter","General (women)",0,0
2021,"Natuashish, Newfoundland and Labrador","1010801","Domestic violence shelter","Total",1,5
2021,"Natuashish, Newfoundland and Labrador","1010801","Domestic violence shelter","Youth",0,0
2021,"Natuashish, Newfoundland and Labrador","1010801","Emergency shelter","Family",0,0
2021,"Natuashish, Newfoundland and Labrador","1010801","Emergency shelter","General (all)",0,0
2021,"Natuashish, Newfoundland and Labrador","1010801","Emergency shelter","General (men)",0,0
2021,"Natuashish, Newfoundland and Labrador","1010801","Emergency shelter","General (women)",0,0
2021,"Natuashish, Newfoundland and Labrador","1010801","Emergency shelter","Total",1,3
2021,"Natuashish, Newfoundland and Labrador","1010801","Emergency shelter","Youth",1,3
2021,"Natuashish, Newfoundland and Labrador","1010801","Transitional housing","Family",0,0
2021,"Natuashish, Newfoundland and Labrador","1010801","Transitional housing","General (all)",0,0
2021,"Natuashish, Newfoundland and Labrador","1010801","Transitional housing","General (men)",0,0
2021,"Natuashish, Newfoundland and Labrador","1010801","Transitional housing","General (women)",0,0
2021,"Natuashish, Newfoundland and Labrador","1010801","Transitional housing","Total",0,0
2021,"Natuashish, Newfoundland and Labrador","1010801","Transitional housing","Youth",0,0
2021,"Nelson, British Columbia","5903015","Domestic violence shelter","Family",2,10
2021,"Nelson, British Columbia","5903015","Domestic violence shelter","General (all)",0,0
2021,"Nelson, British Columbia","5903015","Domestic violence shelter","General (men)",0,0
2021,"Nelson, British Columbia","5903015","Domestic violence shelter","General (women)",0,0
2021,"Nelson, British Columbia","5903015","Domestic violence shelter","Total",2,10
2021,"Nelson, British Columbia","5903015","Domestic violence shelter","Youth",0,0
2021,"Nelson, British Columbia","5903015","Emergency shelter","Family",0,0
2021,"Nelson, British Columbia","5903015","Emergency shelter","General (all)",1,17
2021,"Nelson, British Columbia","5903015","Emergency shelter","General (men)",0,0
2021,"Nelson, British Columbia","5903015","Emergency shelter","General (women)",0,0
2021,"Nelson, British Columbia","5903015","Emergency shelter","Total",1,17
2021,"Nelson, British Columbia","5903015","Emergency shelter","Youth",0,0
2021,"Nelson, British Columbia","5903015","Transitional housing","Family",0,0
2021,"Nelson, British Columbia","5903015","Transitional housing","General (all)",0,0
2021,"Nelson, British Columbia","5903015","Transitional housing","General (men)",0,0
2021,"Nelson, British Columbia","5903015","Transitional housing","General (women)",0,0
2021,"Nelson, British Columbia","5903015","Transitional housing","Total",0,0
2021,"Nelson, British Columbia","5903015","Transitional housing","Youth",0,0
2021,"New Brunswick","13","Domestic violence shelter","Family",20,283
2021,"New Brunswick","13","Domestic violence shelter","General (all)",0,0
2021,"New Brunswick","13","Domestic violence shelter","General (men)",0,0
2021,"New Brunswick","13","Domestic violence shelter","General (women)",0,0
2021,"New Brunswick","13","Domestic violence shelter","Total",20,283
2021,"New Brunswick","13","Domestic violence shelter","Youth",0,0
2021,"New Brunswick","13","Emergency shelter","Family",0,0
2021,"New Brunswick","13","Emergency shelter","General (all)",4,244
2021,"New Brunswick","13","Emergency shelter","General (men)",2,52
2021,"New Brunswick","13","Emergency shelter","General (women)",2,21
2021,"New Brunswick","13","Emergency shelter","Total",9,323
2021,"New Brunswick","13","Emergency shelter","Youth",1,6
2021,"New Brunswick","13","Transitional housing","Family",0,0
2021,"New Brunswick","13","Transitional housing","General (all)",5,16
2021,"New Brunswick","13","Transitional housing","General (men)",0,0
2021,"New Brunswick","13","Transitional housing","General (women)",1,8
2021,"New Brunswick","13","Transitional housing","Total",13,66
2021,"New Brunswick","13","Transitional housing","Youth",7,42
2021,"New Glasgow, Nova Scotia","1212014","Domestic violence shelter","Family",2,35
2021,"New Glasgow, Nova Scotia","1212014","Domestic violence shelter","General (all)",0,0
2021,"New Glasgow, Nova Scotia","1212014","Domestic violence shelter","General (men)",0,0
2021,"New Glasgow, Nova Scotia","1212014","Domestic violence shelter","General (women)",0,0
2021,"New Glasgow, Nova Scotia","1212014","Domestic violence shelter","Total",2,35
2021,"New Glasgow, Nova Scotia","1212014","Domestic violence shelter","Youth",0,0
2021,"New Glasgow, Nova Scotia","1212014","Emergency shelter","Family",0,0
2021,"New Glasgow, Nova Scotia","1212014","Emergency shelter","General (all)",1,8
2021,"New Glasgow, Nova Scotia","1212014","Emergency shelter","General (men)",0,0
2021,"New Glasgow, Nova Scotia","1212014","Emergency shelter","General (women)",0,0
2021,"New Glasgow, Nova Scotia","1212014","Emergency shelter","Total",2,16
2021,"New Glasgow, Nova Scotia","1212014","Emergency shelter","Youth",1,8
2021,"New Glasgow, Nova Scotia","1212014","Transitional housing","Family",0,0
2021,"New Glasgow, Nova Scotia","1212014","Transitional housing","General (all)",0,0
2021,"New Glasgow, Nova Scotia","1212014","Transitional housing","General (men)",0,0
2021,"New Glasgow, Nova Scotia","1212014","Transitional housing","General (women)",0,0
2021,"New Glasgow, Nova Scotia","1212014","Transitional housing","Total",1,4
2021,"New Glasgow, Nova Scotia","1212014","Transitional housing","Youth",1,4
2021,"New Tecumseth, Ontario","3543007","Domestic violence shelter","Family",0,0
2021,"New Tecumseth, Ontario","3543007","Domestic violence shelter","General (all)",0,0
2021,"New Tecumseth, Ontario","3543007","Domestic violence shelter","General (men)",0,0
2021,"New Tecumseth, Ontario","3543007","Domestic violence shelter","General (women)",0,0
2021,"New Tecumseth, Ontario","3543007","Domestic violence shelter","Total",0,0
2021,"New Tecumseth, Ontario","3543007","Domestic violence shelter","Youth",0,0
2021,"New Tecumseth, Ontario","3543007","Emergency shelter","Family",0,0
2021,"New Tecumseth, Ontario","3543007","Emergency shelter","General (all)",1,9
2021,"New Tecumseth, Ontario","3543007","Emergency shelter","General (men)",0,0
2021,"New Tecumseth, Ontario","3543007","Emergency shelter","General (women)",0,0
2021,"New Tecumseth, Ontario","3543007","Emergency shelter","Total",1,9
2021,"New Tecumseth, Ontario","3543007","Emergency shelter","Youth",0,0
2021,"New Tecumseth, Ontario","3543007","Transitional housing","Family",2,18
2021,"New Tecumseth, Ontario","3543007","Transitional housing","General (all)",0,0
2021,"New Tecumseth, Ontario","3543007","Transitional housing","General (men)",0,0
2021,"New Tecumseth, Ontario","3543007","Transitional housing","General (women)",0,0
2021,"New Tecumseth, Ontario","3543007","Transitional housing","Total",2,18
2021,"New Tecumseth, Ontario","3543007","Transitional housing","Youth",0,0
2021,"New Westminster, British Columbia","5915029","Domestic violence shelter","Family",2,19
2021,"New Westminster, British Columbia","5915029","Domestic violence shelter","General (all)",0,0
2021,"New Westminster, British Columbia","5915029","Domestic violence shelter","General (men)",0,0
2021,"New Westminster, British Columbia","5915029","Domestic violence shelter","General (women)",0,0
2021,"New Westminster, British Columbia","5915029","Domestic violence shelter","Total",2,19
2021,"New Westminster, British Columbia","5915029","Domestic violence shelter","Youth",0,0
2021,"New Westminster, British Columbia","5915029","Emergency shelter","Family",2,24
2021,"New Westminster, British Columbia","5915029","Emergency shelter","General (all)",0,0
2021,"New Westminster, British Columbia","5915029","Emergency shelter","General (men)",2,29
2021,"New Westminster, British Columbia","5915029","Emergency shelter","General (women)",0,0
2021,"New Westminster, British Columbia","5915029","Emergency shelter","Total",4,53
2021,"New Westminster, British Columbia","5915029","Emergency shelter","Youth",0,0
2021,"New Westminster, British Columbia","5915029","Transitional housing","Family",0,0
2021,"New Westminster, British Columbia","5915029","Transitional housing","General (all)",2,34
2021,"New Westminster, British Columbia","5915029","Transitional housing","General (men)",0,0
2021,"New Westminster, British Columbia","5915029","Transitional housing","General (women)",0,0
2021,"New Westminster, British Columbia","5915029","Transitional housing","Total",2,34
2021,"New Westminster, British Columbia","5915029","Transitional housing","Youth",0,0
2021,"Newfoundland and Labrador","10","Domestic violence shelter","Family",20,187
2021,"Newfoundland and Labrador","10","Domestic violence shelter","General (all)",0,0
2021,"Newfoundland and Labrador","10","Domestic violence shelter","General (men)",0,0
2021,"Newfoundland and Labrador","10","Domestic violence shelter","General (women)",0,0
2021,"Newfoundland and Labrador","10","Domestic violence shelter","Total",20,187
2021,"Newfoundland and Labrador","10","Domestic violence shelter","Youth",0,0
2021,"Newfoundland and Labrador","10","Emergency shelter","Family",0,0
2021,"Newfoundland and Labrador","10","Emergency shelter","General (all)",10,90
2021,"Newfoundland and Labrador","10","Emergency shelter","General (men)",0,0
2021,"Newfoundland and Labrador","10","Emergency shelter","General (women)",0,0
2021,"Newfoundland and Labrador","10","Emergency shelter","Total",14,118
2021,"Newfoundland and Labrador","10","Emergency shelter","Youth",4,28
2021,"Newfoundland and Labrador","10","Transitional housing","Family",0,0
2021,"Newfoundland and Labrador","10","Transitional housing","General (all)",1,3
2021,"Newfoundland and Labrador","10","Transitional housing","General (men)",0,0
2021,"Newfoundland and Labrador","10","Transitional housing","General (women)",1,4
2021,"Newfoundland and Labrador","10","Transitional housing","Total",4,32
2021,"Newfoundland and Labrador","10","Transitional housing","Youth",2,25
2021,"Newmarket, Ontario","3519048","Domestic violence shelter","Family",0,0
2021,"Newmarket, Ontario","3519048","Domestic violence shelter","General (all)",0,0
2021,"Newmarket, Ontario","3519048","Domestic violence shelter","General (men)",0,0
2021,"Newmarket, Ontario","3519048","Domestic violence shelter","General (women)",0,0
2021,"Newmarket, Ontario","3519048","Domestic violence shelter","Total",0,0
2021,"Newmarket, Ontario","3519048","Domestic violence shelter","Youth",0,0
2021,"Newmarket, Ontario","3519048","Emergency shelter","Family",0,0
2021,"Newmarket, Ontario","3519048","Emergency shelter","General (all)",0,0
2021,"Newmarket, Ontario","3519048","Emergency shelter","General (men)",0,0
2021,"Newmarket, Ontario","3519048","Emergency shelter","General (women)",0,0
2021,"Newmarket, Ontario","3519048","Emergency shelter","Total",0,0
2021,"Newmarket, Ontario","3519048","Emergency shelter","Youth",0,0
2021,"Newmarket, Ontario","3519048","Transitional housing","Family",0,0
2021,"Newmarket, Ontario","3519048","Transitional housing","General (all)",1,4
2021,"Newmarket, Ontario","3519048","Transitional housing","General (men)",0,0
2021,"Newmarket, Ontario","3519048","Transitional housing","General (women)",2,37
2021,"Newmarket, Ontario","3519048","Transitional housing","Total",3,41
2021,"Newmarket, Ontario","3519048","Transitional housing","Youth",0,0
2021,"Niagara Falls, Ontario","3526043","Domestic violence shelter","Family",1,20
2021,"Niagara Falls, Ontario","3526043","Domestic violence shelter","General (all)",0,0
2021,"Niagara Falls, Ontario","3526043","Domestic violence shelter","General (men)",0,0
2021,"Niagara Falls, Ontario","3526043","Domestic violence shelter","General (women)",0,0
2021,"Niagara Falls, Ontario","3526043","Domestic violence shelter","Total",1,20
2021,"Niagara Falls, Ontario","3526043","Domestic violence shelter","Youth",0,0
2021,"Niagara Falls, Ontario","3526043","Emergency shelter","Family",2,28
2021,"Niagara Falls, Ontario","3526043","Emergency shelter","General (all)",0,0
2021,"Niagara Falls, Ontario","3526043","Emergency shelter","General (men)",1,14
2021,"Niagara Falls, Ontario","3526043","Emergency shelter","General (women)",0,0
2021,"Niagara Falls, Ontario","3526043","Emergency shelter","Total",3,42
2021,"Niagara Falls, Ontario","3526043","Emergency shelter","Youth",0,0
2021,"Niagara Falls, Ontario","3526043","Transitional housing","Family",1,6
2021,"Niagara Falls, Ontario","3526043","Transitional housing","General (all)",0,0
2021,"Niagara Falls, Ontario","3526043","Transitional housing","General (men)",0,0
2021,"Niagara Falls, Ontario","3526043","Transitional housing","General (women)",0,0
2021,"Niagara Falls, Ontario","3526043","Transitional housing","Total",3,22
2021,"Niagara Falls, Ontario","3526043","Transitional housing","Youth",2,16
2021,"Niagara-on-the-Lake, Ontario","3526047","Domestic violence shelter","Family",0,0
2021,"Niagara-on-the-Lake, Ontario","3526047","Domestic violence shelter","General (all)",0,0
2021,"Niagara-on-the-Lake, Ontario","3526047","Domestic violence shelter","General (men)",0,0
2021,"Niagara-on-the-Lake, Ontario","3526047","Domestic violence shelter","General (women)",0,0
2021,"Niagara-on-the-Lake, Ontario","3526047","Domestic violence shelter","Total",0,0
2021,"Niagara-on-the-Lake, Ontario","3526047","Domestic violence shelter","Youth",0,0
2021,"Niagara-on-the-Lake, Ontario","3526047","Emergency shelter","Family",0,0
2021,"Niagara-on-the-Lake, Ontario","3526047","Emergency shelter","General (all)",0,0
2021,"Niagara-on-the-Lake, Ontario","3526047","Emergency shelter","General (men)",0,0
2021,"Niagara-on-the-Lake, Ontario","3526047","Emergency shelter","General (women)",0,0
2021,"Niagara-on-the-Lake, Ontario","3526047","Emergency shelter","Total",0,0
2021,"Niagara-on-the-Lake, Ontario","3526047","Emergency shelter","Youth",0,0
2021,"Niagara-on-the-Lake, Ontario","3526047","Transitional housing","Family",1,10
2021,"Niagara-on-the-Lake, Ontario","3526047","Transitional housing","General (all)",0,0
2021,"Niagara-on-the-Lake, Ontario","3526047","Transitional housing","General (men)",0,0
2021,"Niagara-on-the-Lake, Ontario","3526047","Transitional housing","General (women)",0,0
2021,"Niagara-on-the-Lake, Ontario","3526047","Transitional housing","Total",1,10
2021,"Niagara-on-the-Lake, Ontario","3526047","Transitional housing","Youth",0,0
2021,"Nicolet, Quebec","2450072","Domestic violence shelter","Family",1,9
2021,"Nicolet, Quebec","2450072","Domestic violence shelter","General (all)",0,0
2021,"Nicolet, Quebec","2450072","Domestic violence shelter","General (men)",0,0
2021,"Nicolet, Quebec","2450072","Domestic violence shelter","General (women)",0,0
2021,"Nicolet, Quebec","2450072","Domestic violence shelter","Total",1,9
2021,"Nicolet, Quebec","2450072","Domestic violence shelter","Youth",0,0
2021,"Nicolet, Quebec","2450072","Emergency shelter","Family",0,0
2021,"Nicolet, Quebec","2450072","Emergency shelter","General (all)",0,0
2021,"Nicolet, Quebec","2450072","Emergency shelter","General (men)",0,0
2021,"Nicolet, Quebec","2450072","Emergency shelter","General (women)",0,0
2021,"Nicolet, Quebec","2450072","Emergency shelter","Total",0,0
2021,"Nicolet, Quebec","2450072","Emergency shelter","Youth",0,0
2021,"Nicolet, Quebec","2450072","Transitional housing","Family",0,0
2021,"Nicolet, Quebec","2450072","Transitional housing","General (all)",0,0
2021,"Nicolet, Quebec","2450072","Transitional housing","General (men)",0,0
2021,"Nicolet, Quebec","2450072","Transitional housing","General (women)",0,0
2021,"Nicolet, Quebec","2450072","Transitional housing","Total",0,0
2021,"Nicolet, Quebec","2450072","Transitional housing","Youth",0,0
2021,"Norfolk County, Ontario","3528052","Domestic violence shelter","Family",3,54
2021,"Norfolk County, Ontario","3528052","Domestic violence shelter","General (all)",0,0
2021,"Norfolk County, Ontario","3528052","Domestic violence shelter","General (men)",0,0
2021,"Norfolk County, Ontario","3528052","Domestic violence shelter","General (women)",0,0
2021,"Norfolk County, Ontario","3528052","Domestic violence shelter","Total",3,54
2021,"Norfolk County, Ontario","3528052","Domestic violence shelter","Youth",0,0
2021,"Norfolk County, Ontario","3528052","Emergency shelter","Family",0,0
2021,"Norfolk County, Ontario","3528052","Emergency shelter","General (all)",0,0
2021,"Norfolk County, Ontario","3528052","Emergency shelter","General (men)",0,0
2021,"Norfolk County, Ontario","3528052","Emergency shelter","General (women)",0,0
2021,"Norfolk County, Ontario","3528052","Emergency shelter","Total",0,0
2021,"Norfolk County, Ontario","3528052","Emergency shelter","Youth",0,0
2021,"Norfolk County, Ontario","3528052","Transitional housing","Family",1,16
2021,"Norfolk County, Ontario","3528052","Transitional housing","General (all)",0,0
2021,"Norfolk County, Ontario","3528052","Transitional housing","General (men)",0,0
2021,"Norfolk County, Ontario","3528052","Transitional housing","General (women)",0,0
2021,"Norfolk County, Ontario","3528052","Transitional housing","Total",1,16
2021,"Norfolk County, Ontario","3528052","Transitional housing","Youth",0,0
2021,"North Battleford, Saskatchewan","4716029","Domestic violence shelter","Family",1,15
2021,"North Battleford, Saskatchewan","4716029","Domestic violence shelter","General (all)",0,0
2021,"North Battleford, Saskatchewan","4716029","Domestic violence shelter","General (men)",0,0
