"ref_date","geo","dguid","field","value"
"2025/2026","Oshawa","532","Nursing",6573
"2025/2026","Oshawa","532","Other health, parks, recreation and fitness",6485
"2025/2026","Oshawa","532","Personal, protective and transportation services",6421
"2025/2026","Sault Ste. Marie","590","Total, field of study",5943
"2025/2026","Sault Ste. Marie","590","Visual and performing arts, and communications technologies",5865
"2025/2026","Sault Ste. Marie","590","Humanities",5865
"2025/2026","Sault Ste. Marie","590","Social and behavioural sciences, and legal studies",5865
"2025/2026","Sault Ste. Marie","590","Business management and public administration",5865
"2025/2026","Sault Ste. Marie","590","Physical and life sciences and technologies",5865
"2025/2026","Sault Ste. Marie","590","Mathematics, computer and information sciences",5865
"2025/2026","Sault Ste. Marie","590","Engineering",NA
"2025/2026","Sault Ste. Marie","590","Agriculture, natural resources and conservation",5865
"2025/2026","Sault Ste. Marie","590","Nursing",6354
"2025/2026","Sault Ste. Marie","590","Personal, protective and transportation services",NA
"2025/2026","Kitchener-Cambridge-Waterloo","541","Total, field of study",9693
"2025/2026","Kitchener-Cambridge-Waterloo","541","Education",8251
"2025/2026","Kitchener-Cambridge-Waterloo","541","Visual and performing arts, and communications technologies",6864
"2025/2026","Kitchener-Cambridge-Waterloo","541","Humanities",6543
"2025/2026","Kitchener-Cambridge-Waterloo","541","Social and behavioural sciences, and legal studies",6681
"2025/2026","Kitchener-Cambridge-Waterloo","541","Business management and public administration",9993
"2025/2026","Kitchener-Cambridge-Waterloo","541","Physical and life sciences and technologies",7173
"2025/2026","Kitchener-Cambridge-Waterloo","541","Mathematics, computer and information sciences",10240
"2025/2026","Kitchener-Cambridge-Waterloo","541","Engineering",16415
"2025/2026","Kitchener-Cambridge-Waterloo","541","Architecture",8960
"2025/2026","Kitchener-Cambridge-Waterloo","541","Agriculture, natural resources and conservation",7234
"2025/2026","Kitchener-Cambridge-Waterloo","541","Pharmacy",19202
"2025/2026","Kitchener-Cambridge-Waterloo","541","Optometry",15952
"2025/2026","Kitchener-Cambridge-Waterloo","541","Other health, parks, recreation and fitness",6941
"2025/2026","Kitchener-Cambridge-Waterloo","541","Personal, protective and transportation services",NA
"2025/2026","London","555","Total, field of study",12070
"2025/2026","London","555","Education",8053
"2025/2026","London","555","Visual and performing arts, and communications technologies",6626
"2025/2026","London","555","Humanities",6701
"2025/2026","London","555","Social and behavioural sciences, and legal studies",6686
"2025/2026","London","555","Law",22321
"2025/2026","London","555","Business management and public administration",26371
"2025/2026","London","555","Physical and life sciences and technologies",6697
"2025/2026","London","555","Mathematics, computer and information sciences",7514
"2025/2026","London","555","Engineering",13618
"2025/2026","London","555","Architecture",6449
"2025/2026","London","555","Agriculture, natural resources and conservation",6701
"2025/2026","London","555","Dentistry",39149
"2025/2026","London","555","Medicine",26570
"2025/2026","London","555","Nursing",6701
"2025/2026","London","555","Other health, parks, recreation and fitness",6701
"2025/2026","London","555","Personal, protective and transportation services",6701
"2025/2026","Barrie","568","Total, field of study",6295
"2025/2026","Barrie","568","Visual and performing arts, and communications technologies",6980
"2025/2026","Barrie","568","Social and behavioural sciences, and legal studies",6506
"2025/2026","Barrie","568","Business management and public administration",6118
"2025/2026","Barrie","568","Nursing",6118
"2025/2026","Barrie","568","Personal, protective and transportation services",6118
"2025/2026","Hearst","3556076","Total, field of study",NA
"2025/2026","Hearst","3556076","Social and behavioural sciences, and legal studies",NA
"2025/2026","Hearst","3556076","Business management and public administration",NA
"2025/2026","Manitoba","46","Total, field of study",5993
"2025/2026","Manitoba","46","Education",5001
"2025/2026","Manitoba","46","Visual and performing arts, and communications technologies",5328
"2025/2026","Manitoba","46","Humanities",4965
"2025/2026","Manitoba","46","Social and behavioural sciences, and legal studies",4975
"2025/2026","Manitoba","46","Law",12930
"2025/2026","Manitoba","46","Business management and public administration",5699
"2025/2026","Manitoba","46","Physical and life sciences and technologies",5292
"2025/2026","Manitoba","46","Mathematics, computer and information sciences",5259
"2025/2026","Manitoba","46","Engineering",7223
"2025/2026","Manitoba","46","Architecture",5708
"2025/2026","Manitoba","46","Agriculture, natural resources and conservation",5527
"2025/2026","Manitoba","46","Dentistry",26004
"2025/2026","Manitoba","46","Medicine",11814
"2025/2026","Manitoba","46","Nursing",6510
"2025/2026","Manitoba","46","Pharmacy",19412
"2025/2026","Manitoba","46","Other health, parks, recreation and fitness",5276
"2025/2026","Manitoba","46","Personal, protective and transportation services",5090
"2025/2026","Winnipeg","602","Total, field of study",6078
"2025/2026","Winnipeg","602","Education",5012
"2025/2026","Winnipeg","602","Visual and performing arts, and communications technologies",5368
"2025/2026","Winnipeg","602","Humanities",4971
"2025/2026","Winnipeg","602","Social and behavioural sciences, and legal studies",4960
"2025/2026","Winnipeg","602","Law",12930
"2025/2026","Winnipeg","602","Business management and public administration",5748
"2025/2026","Winnipeg","602","Physical and life sciences and technologies",5292
"2025/2026","Winnipeg","602","Mathematics, computer and information sciences",5256
"2025/2026","Winnipeg","602","Engineering",7223
"2025/2026","Winnipeg","602","Architecture",5708
"2025/2026","Winnipeg","602","Agriculture, natural resources and conservation",5538
"2025/2026","Winnipeg","602","Dentistry",26004
"2025/2026","Winnipeg","602","Medicine",11814
"2025/2026","Winnipeg","602","Nursing",6779
"2025/2026","Winnipeg","602","Pharmacy",19412
"2025/2026","Winnipeg","602","Other health, parks, recreation and fitness",5307
"2025/2026","Brandon","610","Total, field of study",5122
"2025/2026","Brandon","610","Education",4975
"2025/2026","Brandon","610","Visual and performing arts, and communications technologies",5035
"2025/2026","Brandon","610","Humanities",4894
"2025/2026","Brandon","610","Social and behavioural sciences, and legal studies",5091
"2025/2026","Brandon","610","Business management and public administration",4894
"2025/2026","Brandon","610","Physical and life sciences and technologies",5288
"2025/2026","Brandon","610","Mathematics, computer and information sciences",5288
"2025/2026","Brandon","610","Agriculture, natural resources and conservation",5288
"2025/2026","Brandon","610","Nursing",5378
"2025/2026","Brandon","610","Other health, parks, recreation and fitness",4975
"2025/2026","Brandon","610","Personal, protective and transportation services",5090
"2025/2026","The Pas","4621045","Total, field of study",4357
"2025/2026","The Pas","4621045","Education",4099
"2025/2026","The Pas","4621045","Humanities",4725
"2025/2026","The Pas","4621045","Social and behavioural sciences, and legal studies",NA
"2025/2026","The Pas","4621045","Business management and public administration",4482
"2025/2026","Saskatchewan","47","Total, field of study",9863
"2025/2026","Saskatchewan","47","Education",8091
"2025/2026","Saskatchewan","47","Visual and performing arts, and communications technologies",8513
"2025/2026","Saskatchewan","47","Humanities",7957
"2025/2026","Saskatchewan","47","Social and behavioural sciences, and legal studies",7997
"2025/2026","Saskatchewan","47","Law",18309
"2025/2026","Saskatchewan","47","Business management and public administration",9392
"2025/2026","Saskatchewan","47","Physical and life sciences and technologies",8282
"2025/2026","Saskatchewan","47","Mathematics, computer and information sciences",8446
"2025/2026","Saskatchewan","47","Engineering",11893
"2025/2026","Saskatchewan","47","Architecture",7802
"2025/2026","Saskatchewan","47","Agriculture, natural resources and conservation",8415
"2025/2026","Saskatchewan","47","Dentistry",55332
"2025/2026","Saskatchewan","47","Medicine",21897
"2025/2026","Saskatchewan","47","Nursing",9353
"2025/2026","Saskatchewan","47","Pharmacy",19862
"2025/2026","Saskatchewan","47","Veterinary medicine",15456
"2025/2026","Saskatchewan","47","Other health, parks, recreation and fitness",8363
"2025/2026","Saskatchewan","47","Personal, protective and transportation services",8138
"2025/2026","Regina","705","Total, field of study",8674
"2025/2026","Regina","705","Education",8370
"2025/2026","Regina","705","Visual and performing arts, and communications technologies",8625
"2025/2026","Regina","705","Humanities",8138
"2025/2026","Regina","705","Social and behavioural sciences, and legal studies",8138
"2025/2026","Regina","705","Business management and public administration",8978
"2025/2026","Regina","705","Physical and life sciences and technologies",8625
"2025/2026","Regina","705","Mathematics, computer and information sciences",8625
"2025/2026","Regina","705","Engineering",9030
"2025/2026","Regina","705","Agriculture, natural resources and conservation",8138
"2025/2026","Regina","705","Nursing",9053
"2025/2026","Regina","705","Other health, parks, recreation and fitness",8625
"2025/2026","Regina","705","Personal, protective and transportation services",8138
"2025/2026","Saskatoon","725","Total, field of study",10602
"2025/2026","Saskatoon","725","Education",7862
"2025/2026","Saskatoon","725","Visual and performing arts, and communications technologies",8335
"2025/2026","Saskatoon","725","Humanities",7802
"2025/2026","Saskatoon","725","Social and behavioural sciences, and legal studies",7802
"2025/2026","Saskatoon","725","Law",18309
"2025/2026","Saskatoon","725","Business management and public administration",9863
"2025/2026","Saskatoon","725","Physical and life sciences and technologies",8205
"2025/2026","Saskatoon","725","Mathematics, computer and information sciences",8306
"2025/2026","Saskatoon","725","Engineering",12567
"2025/2026","Saskatoon","725","Architecture",7802
"2025/2026","Saskatoon","725","Agriculture, natural resources and conservation",8419
"2025/2026","Saskatoon","725","Dentistry",55332
"2025/2026","Saskatoon","725","Medicine",21897
"2025/2026","Saskatoon","725","Nursing",9780
"2025/2026","Saskatoon","725","Pharmacy",19862
"2025/2026","Saskatoon","725","Veterinary medicine",15456
"2025/2026","Saskatoon","725","Other health, parks, recreation and fitness",8220
"2025/2026","Alberta","48","Total, field of study",8067
"2025/2026","Alberta","48","Education",7093
"2025/2026","Alberta","48","Visual and performing arts, and communications technologies",6940
"2025/2026","Alberta","48","Humanities",7070
"2025/2026","Alberta","48","Social and behavioural sciences, and legal studies",7245
"2025/2026","Alberta","48","Law",16474
"2025/2026","Alberta","48","Business management and public administration",8046
"2025/2026","Alberta","48","Physical and life sciences and technologies",7154
"2025/2026","Alberta","48","Mathematics, computer and information sciences",7186
"2025/2026","Alberta","48","Engineering",9812
"2025/2026","Alberta","48","Architecture",7332
