"ref_date","geo","dguid","field","value"
"2019/2020","Vermilion","4810042","Law",NA
"2019/2020","Vermilion","4810042","Business management and public administration",NA
"2019/2020","Vermilion","4810042","Physical and life sciences and technologies",NA
"2019/2020","Vermilion","4810042","Mathematics, computer and information sciences",NA
"2019/2020","Vermilion","4810042","Engineering",NA
"2019/2020","Vermilion","4810042","Architecture",NA
"2019/2020","Vermilion","4810042","Agriculture, natural resources and conservation",4746
"2019/2020","Vermilion","4810042","Dentistry",NA
"2019/2020","Vermilion","4810042","Medicine",NA
"2019/2020","Vermilion","4810042","Nursing",NA
"2019/2020","Vermilion","4810042","Pharmacy",NA
"2019/2020","Vermilion","4810042","Veterinary medicine",NA
"2019/2020","Vermilion","4810042","Optometry",NA
"2019/2020","Vermilion","4810042","Other health, parks, recreation and fitness",NA
"2019/2020","Vermilion","4810042","Personal, protective and transportation services",NA
"2019/2020","British Columbia","59","Total, field of study",5936
"2019/2020","British Columbia","59","Education",5348
"2019/2020","British Columbia","59","Visual and performing arts, and communications technologies",5927
"2019/2020","British Columbia","59","Humanities",5164
"2019/2020","British Columbia","59","Social and behavioural sciences, and legal studies",5389
"2019/2020","British Columbia","59","Law",13376
"2019/2020","British Columbia","59","Business management and public administration",5720
"2019/2020","British Columbia","59","Physical and life sciences and technologies",5309
"2019/2020","British Columbia","59","Mathematics, computer and information sciences",5293
"2019/2020","British Columbia","59","Engineering",5915
"2019/2020","British Columbia","59","Architecture",6786
"2019/2020","British Columbia","59","Agriculture, natural resources and conservation",5372
"2019/2020","British Columbia","59","Dentistry",29346
"2019/2020","British Columbia","59","Medicine",18473
"2019/2020","British Columbia","59","Nursing",4816
"2019/2020","British Columbia","59","Pharmacy",13006
"2019/2020","British Columbia","59","Veterinary medicine",NA
"2019/2020","British Columbia","59","Optometry",NA
"2019/2020","British Columbia","59","Other health, parks, recreation and fitness",5176
"2019/2020","British Columbia","59","Personal, protective and transportation services",5085
"2019/2020","Vancouver","933","Total, field of study",6212
"2019/2020","Vancouver","933","Education",5614
"2019/2020","Vancouver","933","Visual and performing arts, and communications technologies",6080
"2019/2020","Vancouver","933","Humanities",5466
"2019/2020","Vancouver","933","Social and behavioural sciences, and legal studies",5335
"2019/2020","Vancouver","933","Law",12639
"2019/2020","Vancouver","933","Business management and public administration",5940
"2019/2020","Vancouver","933","Physical and life sciences and technologies",5455
"2019/2020","Vancouver","933","Mathematics, computer and information sciences",5434
"2019/2020","Vancouver","933","Engineering",5706
"2019/2020","Vancouver","933","Architecture",6786
"2019/2020","Vancouver","933","Agriculture, natural resources and conservation",5455
"2019/2020","Vancouver","933","Dentistry",29346
"2019/2020","Vancouver","933","Medicine",18473
"2019/2020","Vancouver","933","Nursing",4896
"2019/2020","Vancouver","933","Pharmacy",13006
"2019/2020","Vancouver","933","Veterinary medicine",NA
"2019/2020","Vancouver","933","Optometry",NA
"2019/2020","Vancouver","933","Other health, parks, recreation and fitness",5342
"2019/2020","Vancouver","933","Personal, protective and transportation services",5983
"2019/2020","Victoria","935","Total, field of study",6022
"2019/2020","Victoria","935","Education",5696
"2019/2020","Victoria","935","Visual and performing arts, and communications technologies",5696
"2019/2020","Victoria","935","Humanities",5696
"2019/2020","Victoria","935","Social and behavioural sciences, and legal studies",5795
"2019/2020","Victoria","935","Law",9968
"2019/2020","Victoria","935","Business management and public administration",6047
"2019/2020","Victoria","935","Physical and life sciences and technologies",5696
"2019/2020","Victoria","935","Mathematics, computer and information sciences",5696
"2019/2020","Victoria","935","Engineering",6706
"2019/2020","Victoria","935","Architecture",NA
"2019/2020","Victoria","935","Agriculture, natural resources and conservation",6436
"2019/2020","Victoria","935","Dentistry",NA
"2019/2020","Victoria","935","Medicine",NA
"2019/2020","Victoria","935","Nursing",5696
"2019/2020","Victoria","935","Pharmacy",NA
"2019/2020","Victoria","935","Veterinary medicine",NA
"2019/2020","Victoria","935","Optometry",NA
"2019/2020","Victoria","935","Other health, parks, recreation and fitness",4732
"2019/2020","Victoria","935","Personal, protective and transportation services",8120
"2019/2020","Prince George","970","Total, field of study",5424
"2019/2020","Prince George","970","Education",5424
"2019/2020","Prince George","970","Visual and performing arts, and communications technologies",NA
"2019/2020","Prince George","970","Humanities",5424
"2019/2020","Prince George","970","Social and behavioural sciences, and legal studies",5424
"2019/2020","Prince George","970","Law",NA
"2019/2020","Prince George","970","Business management and public administration",5424
"2019/2020","Prince George","970","Physical and life sciences and technologies",5424
"2019/2020","Prince George","970","Mathematics, computer and information sciences",5424
"2019/2020","Prince George","970","Engineering",5424
"2019/2020","Prince George","970","Architecture",NA
"2019/2020","Prince George","970","Agriculture, natural resources and conservation",5424
"2019/2020","Prince George","970","Dentistry",NA
"2019/2020","Prince George","970","Medicine",NA
"2019/2020","Prince George","970","Nursing",5424
"2019/2020","Prince George","970","Pharmacy",NA
"2019/2020","Prince George","970","Veterinary medicine",NA
"2019/2020","Prince George","970","Optometry",NA
"2019/2020","Prince George","970","Other health, parks, recreation and fitness",5424
"2019/2020","Prince George","970","Personal, protective and transportation services",NA
"2019/2020","Courtenay","943","Total, field of study",3022
"2019/2020","Courtenay","943","Education",NA
"2019/2020","Courtenay","943","Visual and performing arts, and communications technologies",NA
"2019/2020","Courtenay","943","Humanities",NA
"2019/2020","Courtenay","943","Social and behavioural sciences, and legal studies",NA
"2019/2020","Courtenay","943","Law",NA
"2019/2020","Courtenay","943","Business management and public administration",3022
"2019/2020","Courtenay","943","Physical and life sciences and technologies",NA
"2019/2020","Courtenay","943","Mathematics, computer and information sciences",NA
"2019/2020","Courtenay","943","Engineering",NA
"2019/2020","Courtenay","943","Architecture",NA
"2019/2020","Courtenay","943","Agriculture, natural resources and conservation",NA
"2019/2020","Courtenay","943","Dentistry",NA
"2019/2020","Courtenay","943","Medicine",NA
"2019/2020","Courtenay","943","Nursing",NA
"2019/2020","Courtenay","943","Pharmacy",NA
"2019/2020","Courtenay","943","Veterinary medicine",NA
"2019/2020","Courtenay","943","Optometry",NA
"2019/2020","Courtenay","943","Other health, parks, recreation and fitness",NA
"2019/2020","Courtenay","943","Personal, protective and transportation services",NA
"2019/2020","Cranbrook","905","Total, field of study",5289
"2019/2020","Cranbrook","905","Education",NA
"2019/2020","Cranbrook","905","Visual and performing arts, and communications technologies",NA
"2019/2020","Cranbrook","905","Humanities",NA
"2019/2020","Cranbrook","905","Social and behavioural sciences, and legal studies",NA
"2019/2020","Cranbrook","905","Law",NA
"2019/2020","Cranbrook","905","Business management and public administration",5289
"2019/2020","Cranbrook","905","Physical and life sciences and technologies",NA
"2019/2020","Cranbrook","905","Mathematics, computer and information sciences",NA
"2019/2020","Cranbrook","905","Engineering",NA
"2019/2020","Cranbrook","905","Architecture",NA
"2019/2020","Cranbrook","905","Agriculture, natural resources and conservation",NA
"2019/2020","Cranbrook","905","Dentistry",NA
"2019/2020","Cranbrook","905","Medicine",NA
"2019/2020","Cranbrook","905","Nursing",NA
"2019/2020","Cranbrook","905","Pharmacy",NA
"2019/2020","Cranbrook","905","Veterinary medicine",NA
"2019/2020","Cranbrook","905","Optometry",NA
"2019/2020","Cranbrook","905","Other health, parks, recreation and fitness",NA
"2019/2020","Cranbrook","905","Personal, protective and transportation services",NA
"2019/2020","Kamloops","925","Total, field of study",5212
"2019/2020","Kamloops","925","Education",4313
"2019/2020","Kamloops","925","Visual and performing arts, and communications technologies",4313
"2019/2020","Kamloops","925","Humanities",4313
"2019/2020","Kamloops","925","Social and behavioural sciences, and legal studies",4313
"2019/2020","Kamloops","925","Law",19684
"2019/2020","Kamloops","925","Business management and public administration",4313
"2019/2020","Kamloops","925","Physical and life sciences and technologies",4313
"2019/2020","Kamloops","925","Mathematics, computer and information sciences",4313
"2019/2020","Kamloops","925","Engineering",6367
"2019/2020","Kamloops","925","Architecture",NA
"2019/2020","Kamloops","925","Agriculture, natural resources and conservation",4313
"2019/2020","Kamloops","925","Dentistry",NA
"2019/2020","Kamloops","925","Medicine",NA
"2019/2020","Kamloops","925","Nursing",4313
"2019/2020","Kamloops","925","Pharmacy",NA
"2019/2020","Kamloops","925","Veterinary medicine",NA
"2019/2020","Kamloops","925","Optometry",NA
"2019/2020","Kamloops","925","Other health, parks, recreation and fitness",4313
"2019/2020","Kamloops","925","Personal, protective and transportation services",NA
"2019/2020","Kelowna","915","Total, field of study",4112
"2019/2020","Kelowna","915","Education",NA
"2019/2020","Kelowna","915","Visual and performing arts, and communications technologies",NA
"2019/2020","Kelowna","915","Humanities",NA
"2019/2020","Kelowna","915","Social and behavioural sciences, and legal studies",NA
"2019/2020","Kelowna","915","Law",NA
"2019/2020","Kelowna","915","Business management and public administration",4105
"2019/2020","Kelowna","915","Physical and life sciences and technologies",NA
"2019/2020","Kelowna","915","Mathematics, computer and information sciences",4162
"2019/2020","Kelowna","915","Engineering",NA
"2019/2020","Kelowna","915","Architecture",NA
"2019/2020","Kelowna","915","Agriculture, natural resources and conservation",NA
"2019/2020","Kelowna","915","Dentistry",NA
"2019/2020","Kelowna","915","Medicine",NA
"2019/2020","Kelowna","915","Nursing",NA
"2019/2020","Kelowna","915","Pharmacy",NA
"2019/2020","Kelowna","915","Veterinary medicine",NA
"2019/2020","Kelowna","915","Optometry",NA
"2019/2020","Kelowna","915","Other health, parks, recreation and fitness",NA
"2019/2020","Kelowna","915","Personal, protective and transportation services",NA
"2019/2020","Nanaimo","938","Total, field of study",5160
"2019/2020","Nanaimo","938","Education",4521
"2019/2020","Nanaimo","938","Visual and performing arts, and communications technologies",4521
"2019/2020","Nanaimo","938","Humanities",4521
"2019/2020","Nanaimo","938","Social and behavioural sciences, and legal studies",4521
"2019/2020","Nanaimo","938","Law",NA
"2019/2020","Nanaimo","938","Business management and public administration",8412
"2019/2020","Nanaimo","938","Physical and life sciences and technologies",4521
"2019/2020","Nanaimo","938","Mathematics, computer and information sciences",NA
"2019/2020","Nanaimo","938","Engineering",NA
"2019/2020","Nanaimo","938","Architecture",NA
"2019/2020","Nanaimo","938","Agriculture, natural resources and conservation",4521
"2019/2020","Nanaimo","938","Dentistry",NA
"2019/2020","Nanaimo","938","Medicine",NA
"2019/2020","Nanaimo","938","Nursing",4521
"2019/2020","Nanaimo","938","Pharmacy",NA
"2019/2020","Nanaimo","938","Veterinary medicine",NA
"2019/2020","Nanaimo","938","Optometry",NA
"2019/2020","Nanaimo","938","Other health, parks, recreation and fitness",4521
"2019/2020","Nanaimo","938","Personal, protective and transportation services",NA
"2019/2020","Abbotsford-Mission","932","Total, field of study",4474
"2019/2020","Abbotsford-Mission","932","Education",4952
"2019/2020","Abbotsford-Mission","932","Visual and performing arts, and communications technologies",6101
"2019/2020","Abbotsford-Mission","932","Humanities",4438
"2019/2020","Abbotsford-Mission","932","Social and behavioural sciences, and legal studies",4438
"2019/2020","Abbotsford-Mission","932","Law",NA
"2019/2020","Abbotsford-Mission","932","Business management and public administration",4438
"2019/2020","Abbotsford-Mission","932","Physical and life sciences and technologies",4438
"2019/2020","Abbotsford-Mission","932","Mathematics, computer and information sciences",4438
"2019/2020","Abbotsford-Mission","932","Engineering",NA
"2019/2020","Abbotsford-Mission","932","Architecture",NA
"2019/2020","Abbotsford-Mission","932","Agriculture, natural resources and conservation",6044
"2019/2020","Abbotsford-Mission","932","Dentistry",NA
"2019/2020","Abbotsford-Mission","932","Medicine",NA
"2019/2020","Abbotsford-Mission","932","Nursing",4438
"2019/2020","Abbotsford-Mission","932","Pharmacy",NA
"2019/2020","Abbotsford-Mission","932","Veterinary medicine",NA
"2019/2020","Abbotsford-Mission","932","Optometry",NA
"2019/2020","Abbotsford-Mission","932","Other health, parks, recreation and fitness",4438
"2019/2020","Abbotsford-Mission","932","Personal, protective and transportation services",4438
"2019/2020","Central Kootenay J","5903058","Total, field of study",4309
"2019/2020","Central Kootenay J","5903058","Education",NA
"2019/2020","Central Kootenay J","5903058","Visual and performing arts, and communications technologies",NA
"2019/2020","Central Kootenay J","5903058","Humanities",NA
"2019/2020","Central Kootenay J","5903058","Social and behavioural sciences, and legal studies",4309
"2019/2020","Central Kootenay J","5903058","Law",NA
"2019/2020","Central Kootenay J","5903058","Business management and public administration",NA
"2019/2020","Central Kootenay J","5903058","Physical and life sciences and technologies",NA
"2019/2020","Central Kootenay J","5903058","Mathematics, computer and information sciences",NA
"2019/2020","Central Kootenay J","5903058","Engineering",NA
"2019/2020","Central Kootenay J","5903058","Architecture",NA
"2019/2020","Central Kootenay J","5903058","Agriculture, natural resources and conservation",NA
"2019/2020","Central Kootenay J","5903058","Dentistry",NA
"2019/2020","Central Kootenay J","5903058","Medicine",NA
"2019/2020","Central Kootenay J","5903058","Nursing",NA
"2019/2020","Central Kootenay J","5903058","Pharmacy",NA
"2019/2020","Central Kootenay J","5903058","Veterinary medicine",NA
"2019/2020","Central Kootenay J","5903058","Optometry",NA
"2019/2020","Central Kootenay J","5903058","Other health, parks, recreation and fitness",NA
"2019/2020","Central Kootenay J","5903058","Personal, protective and transportation services",NA
"2019/2020","Yukon","60","Total, field of study",3810
"2019/2020","Yukon","60","Education",NA
"2019/2020","Yukon","60","Visual and performing arts, and communications technologies",NA
"2019/2020","Yukon","60","Humanities",NA
"2019/2020","Yukon","60","Social and behavioural sciences, and legal studies",NA
"2019/2020","Yukon","60","Law",NA
"2019/2020","Yukon","60","Business management and public administration",3810
"2019/2020","Yukon","60","Physical and life sciences and technologies",NA
"2019/2020","Yukon","60","Mathematics, computer and information sciences",NA
"2019/2020","Yukon","60","Engineering",NA
"2019/2020","Yukon","60","Architecture",NA
"2019/2020","Yukon","60","Agriculture, natural resources and conservation",NA
"2019/2020","Yukon","60","Dentistry",NA
"2019/2020","Yukon","60","Medicine",NA
"2019/2020","Yukon","60","Nursing",NA
"2019/2020","Yukon","60","Pharmacy",NA
"2019/2020","Yukon","60","Veterinary medicine",NA
"2019/2020","Yukon","60","Optometry",NA
"2019/2020","Yukon","60","Other health, parks, recreation and fitness",NA
"2019/2020","Yukon","60","Personal, protective and transportation services",NA
"2019/2020","Whitehorse","990","Total, field of study",3810
"2019/2020","Whitehorse","990","Education",NA
"2019/2020","Whitehorse","990","Visual and performing arts, and communications technologies",NA
"2019/2020","Whitehorse","990","Humanities",NA
"2019/2020","Whitehorse","990","Social and behavioural sciences, and legal studies",NA
"2019/2020","Whitehorse","990","Law",NA
"2019/2020","Whitehorse","990","Business management and public administration",3810
"2019/2020","Whitehorse","990","Physical and life sciences and technologies",NA
"2019/2020","Whitehorse","990","Mathematics, computer and information sciences",NA
"2019/2020","Whitehorse","990","Engineering",NA
"2019/2020","Whitehorse","990","Architecture",NA
"2019/2020","Whitehorse","990","Agriculture, natural resources and conservation",NA
"2019/2020","Whitehorse","990","Dentistry",NA
"2019/2020","Whitehorse","990","Medicine",NA
"2019/2020","Whitehorse","990","Nursing",NA
"2019/2020","Whitehorse","990","Pharmacy",NA
"2019/2020","Whitehorse","990","Veterinary medicine",NA
"2019/2020","Whitehorse","990","Optometry",NA
"2019/2020","Whitehorse","990","Other health, parks, recreation and fitness",NA
"2019/2020","Whitehorse","990","Personal, protective and transportation services",NA
"2020/2021","Canada","1","Total, field of study",6580
"2020/2021","Canada","1","Education",4801
"2020/2021","Canada","1","Visual and performing arts, and communications technologies",5843
"2020/2021","Canada","1","Humanities",5635
"2020/2021","Canada","1","Social and behavioural sciences, and legal studies",5639
"2020/2021","Canada","1","Law",12727
"2020/2021","Canada","1","Business management and public administration",6864
"2020/2021","Canada","1","Physical and life sciences and technologies",6149
"2020/2021","Canada","1","Mathematics, computer and information sciences",6861
"2020/2021","Canada","1","Engineering",8067
"2020/2021","Canada","1","Architecture",6462
"2020/2021","Canada","1","Agriculture, natural resources and conservation",5693
"2020/2021","Canada","1","Dentistry",22408
"2020/2021","Canada","1","Medicine",14321
"2020/2021","Canada","1","Nursing",5685
"2020/2021","Canada","1","Pharmacy",11154
"2020/2021","Canada","1","Veterinary medicine",14162
"2020/2021","Canada","1","Optometry",10687
"2020/2021","Canada","1","Other health, parks, recreation and fitness",5993
"2020/2021","Canada","1","Personal, protective and transportation services",5777
"2020/2021","Newfoundland and Labrador","10","Total, field of study",3078
"2020/2021","Newfoundland and Labrador","10","Education",2691
"2020/2021","Newfoundland and Labrador","10","Visual and performing arts, and communications technologies",2708
"2020/2021","Newfoundland and Labrador","10","Humanities",2646
"2020/2021","Newfoundland and Labrador","10","Social and behavioural sciences, and legal studies",2658
"2020/2021","Newfoundland and Labrador","10","Law",NA
"2020/2021","Newfoundland and Labrador","10","Business management and public administration",2695
"2020/2021","Newfoundland and Labrador","10","Physical and life sciences and technologies",2666
"2020/2021","Newfoundland and Labrador","10","Mathematics, computer and information sciences",2667
"2020/2021","Newfoundland and Labrador","10","Engineering",2756
"2020/2021","Newfoundland and Labrador","10","Architecture",NA
"2020/2021","Newfoundland and Labrador","10","Agriculture, natural resources and conservation",2766
"2020/2021","Newfoundland and Labrador","10","Dentistry",NA
"2020/2021","Newfoundland and Labrador","10","Medicine",14250
"2020/2021","Newfoundland and Labrador","10","Nursing",2616
"2020/2021","Newfoundland and Labrador","10","Pharmacy",2839
"2020/2021","Newfoundland and Labrador","10","Veterinary medicine",NA
"2020/2021","Newfoundland and Labrador","10","Optometry",NA
"2020/2021","Newfoundland and Labrador","10","Other health, parks, recreation and fitness",2629
"2020/2021","Newfoundland and Labrador","10","Personal, protective and transportation services",2589
"2020/2021","St. John's","001","Total, field of study",3078
"2020/2021","St. John's","001","Education",2691
"2020/2021","St. John's","001","Visual and performing arts, and communications technologies",2708
"2020/2021","St. John's","001","Humanities",2646
"2020/2021","St. John's","001","Social and behavioural sciences, and legal studies",2658
"2020/2021","St. John's","001","Law",NA
"2020/2021","St. John's","001","Business management and public administration",2695
"2020/2021","St. John's","001","Physical and life sciences and technologies",2666
"2020/2021","St. John's","001","Mathematics, computer and information sciences",2667
"2020/2021","St. John's","001","Engineering",2756
"2020/2021","St. John's","001","Architecture",NA
"2020/2021","St. John's","001","Agriculture, natural resources and conservation",2766
"2020/2021","St. John's","001","Dentistry",NA
"2020/2021","St. John's","001","Medicine",14250
"2020/2021","St. John's","001","Nursing",2616
"2020/2021","St. John's","001","Pharmacy",2839
"2020/2021","St. John's","001","Veterinary medicine",NA
"2020/2021","St. John's","001","Optometry",NA
"2020/2021","St. John's","001","Other health, parks, recreation and fitness",2629
"2020/2021","St. John's","001","Personal, protective and transportation services",2589
"2020/2021","Prince Edward Island","11","Total, field of study",6881
"2020/2021","Prince Edward Island","11","Education",8524
"2020/2021","Prince Edward Island","11","Visual and performing arts, and communications technologies",6390
"2020/2021","Prince Edward Island","11","Humanities",6390
"2020/2021","Prince Edward Island","11","Social and behavioural sciences, and legal studies",6390
"2020/2021","Prince Edward Island","11","Law",NA
"2020/2021","Prince Edward Island","11","Business management and public administration",6390
"2020/2021","Prince Edward Island","11","Physical and life sciences and technologies",6390
"2020/2021","Prince Edward Island","11","Mathematics, computer and information sciences",6390
"2020/2021","Prince Edward Island","11","Engineering",6390
"2020/2021","Prince Edward Island","11","Architecture",NA
"2020/2021","Prince Edward Island","11","Agriculture, natural resources and conservation",6390
"2020/2021","Prince Edward Island","11","Dentistry",NA
"2020/2021","Prince Edward Island","11","Medicine",NA
"2020/2021","Prince Edward Island","11","Nursing",6390
"2020/2021","Prince Edward Island","11","Pharmacy",NA
"2020/2021","Prince Edward Island","11","Veterinary medicine",13525
"2020/2021","Prince Edward Island","11","Optometry",NA
"2020/2021","Prince Edward Island","11","Other health, parks, recreation and fitness",6390
"2020/2021","Prince Edward Island","11","Personal, protective and transportation services",NA
"2020/2021","Charlottetown","105","Total, field of study",6881
"2020/2021","Charlottetown","105","Education",8524
"2020/2021","Charlottetown","105","Visual and performing arts, and communications technologies",6390
"2020/2021","Charlottetown","105","Humanities",6390
"2020/2021","Charlottetown","105","Social and behavioural sciences, and legal studies",6390
"2020/2021","Charlottetown","105","Law",NA
"2020/2021","Charlottetown","105","Business management and public administration",6390
"2020/2021","Charlottetown","105","Physical and life sciences and technologies",6390
"2020/2021","Charlottetown","105","Mathematics, computer and information sciences",6390
"2020/2021","Charlottetown","105","Engineering",6390
"2020/2021","Charlottetown","105","Architecture",NA
"2020/2021","Charlottetown","105","Agriculture, natural resources and conservation",6390
"2020/2021","Charlottetown","105","Dentistry",NA
"2020/2021","Charlottetown","105","Medicine",NA
"2020/2021","Charlottetown","105","Nursing",6390
"2020/2021","Charlottetown","105","Pharmacy",NA
"2020/2021","Charlottetown","105","Veterinary medicine",13525
"2020/2021","Charlottetown","105","Optometry",NA
"2020/2021","Charlottetown","105","Other health, parks, recreation and fitness",6390
"2020/2021","Charlottetown","105","Personal, protective and transportation services",NA
"2020/2021","Nova Scotia","12","Total, field of study",8746
"2020/2021","Nova Scotia","12","Education",7972
"2020/2021","Nova Scotia","12","Visual and performing arts, and communications technologies",8217
"2020/2021","Nova Scotia","12","Humanities",7522
"2020/2021","Nova Scotia","12","Social and behavioural sciences, and legal studies",7688
"2020/2021","Nova Scotia","12","Law",15945
"2020/2021","Nova Scotia","12","Business management and public administration",8309
"2020/2021","Nova Scotia","12","Physical and life sciences and technologies",8263
"2020/2021","Nova Scotia","12","Mathematics, computer and information sciences",8192
"2020/2021","Nova Scotia","12","Engineering",10814
"2020/2021","Nova Scotia","12","Architecture",7903
"2020/2021","Nova Scotia","12","Agriculture, natural resources and conservation",8059
"2020/2021","Nova Scotia","12","Dentistry",26285
"2020/2021","Nova Scotia","12","Medicine",21333
"2020/2021","Nova Scotia","12","Nursing",8631
"2020/2021","Nova Scotia","12","Pharmacy",12757
"2020/2021","Nova Scotia","12","Veterinary medicine",NA
"2020/2021","Nova Scotia","12","Optometry",NA
"2020/2021","Nova Scotia","12","Other health, parks, recreation and fitness",8494
"2020/2021","Nova Scotia","12","Personal, protective and transportation services",8280
"2020/2021","Cape Breton","225","Total, field of study",7490
"2020/2021","Cape Breton","225","Education",8697
"2020/2021","Cape Breton","225","Visual and performing arts, and communications technologies",6997
"2020/2021","Cape Breton","225","Humanities",7107
"2020/2021","Cape Breton","225","Social and behavioural sciences, and legal studies",7045
"2020/2021","Cape Breton","225","Law",NA
"2020/2021","Cape Breton","225","Business management and public administration",7133
"2020/2021","Cape Breton","225","Physical and life sciences and technologies",7059
"2020/2021","Cape Breton","225","Mathematics, computer and information sciences",6997
"2020/2021","Cape Breton","225","Engineering",7492
"2020/2021","Cape Breton","225","Architecture",NA
"2020/2021","Cape Breton","225","Agriculture, natural resources and conservation",6997
"2020/2021","Cape Breton","225","Dentistry",NA
"2020/2021","Cape Breton","225","Medicine",NA
"2020/2021","Cape Breton","225","Nursing",8607
"2020/2021","Cape Breton","225","Pharmacy",NA
"2020/2021","Cape Breton","225","Veterinary medicine",NA
"2020/2021","Cape Breton","225","Optometry",NA
"2020/2021","Cape Breton","225","Other health, parks, recreation and fitness",7318
"2020/2021","Cape Breton","225","Personal, protective and transportation services",8280
"2020/2021","Halifax","205","Total, field of study",8974
"2020/2021","Halifax","205","Education",7378
"2020/2021","Halifax","205","Visual and performing arts, and communications technologies",8194
"2020/2021","Halifax","205","Humanities",7309
"2020/2021","Halifax","205","Social and behavioural sciences, and legal studies",7424
"2020/2021","Halifax","205","Law",15945
"2020/2021","Halifax","205","Business management and public administration",8357
"2020/2021","Halifax","205","Physical and life sciences and technologies",8307
"2020/2021","Halifax","205","Mathematics, computer and information sciences",8155
"2020/2021","Halifax","205","Engineering",11151
"2020/2021","Halifax","205","Architecture",7903
"2020/2021","Halifax","205","Agriculture, natural resources and conservation",7899
"2020/2021","Halifax","205","Dentistry",26285
"2020/2021","Halifax","205","Medicine",21333
"2020/2021","Halifax","205","Nursing",8724
"2020/2021","Halifax","205","Pharmacy",12757
"2020/2021","Halifax","205","Veterinary medicine",NA
"2020/2021","Halifax","205","Optometry",NA
"2020/2021","Halifax","205","Other health, parks, recreation and fitness",8568
"2020/2021","Halifax","205","Personal, protective and transportation services",NA
"2020/2021","Wolfville","1207024","Total, field of study",8443
"2020/2021","Wolfville","1207024","Education",8628
"2020/2021","Wolfville","1207024","Visual and performing arts, and communications technologies",8336
"2020/2021","Wolfville","1207024","Humanities",8381
"2020/2021","Wolfville","1207024","Social and behavioural sciences, and legal studies",8387
"2020/2021","Wolfville","1207024","Law",NA
"2020/2021","Wolfville","1207024","Business management and public administration",8388
"2020/2021","Wolfville","1207024","Physical and life sciences and technologies",8452
"2020/2021","Wolfville","1207024","Mathematics, computer and information sciences",8324
"2020/2021","Wolfville","1207024","Engineering",NA
"2020/2021","Wolfville","1207024","Architecture",NA
"2020/2021","Wolfville","1207024","Agriculture, natural resources and conservation",8598
"2020/2021","Wolfville","1207024","Dentistry",NA
"2020/2021","Wolfville","1207024","Medicine",NA
"2020/2021","Wolfville","1207024","Nursing",NA
"2020/2021","Wolfville","1207024","Pharmacy",NA
"2020/2021","Wolfville","1207024","Veterinary medicine",NA
"2020/2021","Wolfville","1207024","Optometry",NA
"2020/2021","Wolfville","1207024","Other health, parks, recreation and fitness",8556
"2020/2021","Wolfville","1207024","Personal, protective and transportation services",NA
"2020/2021","Clare","1203001","Total, field of study",7528
"2020/2021","Clare","1203001","Education",7433
"2020/2021","Clare","1203001","Visual and performing arts, and communications technologies",NA
"2020/2021","Clare","1203001","Humanities",6897
"2020/2021","Clare","1203001","Social and behavioural sciences, and legal studies",NA
"2020/2021","Clare","1203001","Law",NA
"2020/2021","Clare","1203001","Business management and public administration",6859
"2020/2021","Clare","1203001","Physical and life sciences and technologies",8492
"2020/2021","Clare","1203001","Mathematics, computer and information sciences",NA
"2020/2021","Clare","1203001","Engineering",NA
"2020/2021","Clare","1203001","Architecture",NA
"2020/2021","Clare","1203001","Agriculture, natural resources and conservation",NA
"2020/2021","Clare","1203001","Dentistry",NA
"2020/2021","Clare","1203001","Medicine",NA
"2020/2021","Clare","1203001","Nursing",NA
"2020/2021","Clare","1203001","Pharmacy",NA
"2020/2021","Clare","1203001","Veterinary medicine",NA
"2020/2021","Clare","1203001","Optometry",NA
"2020/2021","Clare","1203001","Other health, parks, recreation and fitness",NA
"2020/2021","Clare","1203001","Personal, protective and transportation services",NA
"2020/2021","Antigonish","1214002","Total, field of study",8495
"2020/2021","Antigonish","1214002","Education",8185
"2020/2021","Antigonish","1214002","Visual and performing arts, and communications technologies",8454
"2020/2021","Antigonish","1214002","Humanities",8482
"2020/2021","Antigonish","1214002","Social and behavioural sciences, and legal studies",8564
"2020/2021","Antigonish","1214002","Law",NA
"2020/2021","Antigonish","1214002","Business management and public administration",8610
"2020/2021","Antigonish","1214002","Physical and life sciences and technologies",8368
"2020/2021","Antigonish","1214002","Mathematics, computer and information sciences",8289
"2020/2021","Antigonish","1214002","Engineering",NA
"2020/2021","Antigonish","1214002","Architecture",NA
"2020/2021","Antigonish","1214002","Agriculture, natural resources and conservation",8614
"2020/2021","Antigonish","1214002","Dentistry",NA
"2020/2021","Antigonish","1214002","Medicine",NA
"2020/2021","Antigonish","1214002","Nursing",8560
"2020/2021","Antigonish","1214002","Pharmacy",NA
"2020/2021","Antigonish","1214002","Veterinary medicine",NA
"2020/2021","Antigonish","1214002","Optometry",NA
"2020/2021","Antigonish","1214002","Other health, parks, recreation and fitness",8433
"2020/2021","Antigonish","1214002","Personal, protective and transportation services",NA
"2020/2021","New Brunswick","13","Total, field of study",7740
"2020/2021","New Brunswick","13","Education",7500
"2020/2021","New Brunswick","13","Visual and performing arts, and communications technologies",8060
"2020/2021","New Brunswick","13","Humanities",7390
"2020/2021","New Brunswick","13","Social and behavioural sciences, and legal studies",7591
"2020/2021","New Brunswick","13","Law",10291
"2020/2021","New Brunswick","13","Business management and public administration",7991
"2020/2021","New Brunswick","13","Physical and life sciences and technologies",7768
