"CSDUID","CDUID","PRUID","area_km2","precip_extrapolated","r20mm_2025","r20mm_2050","cdd_2025","cdd_2050","r1mm_2025","r1mm_2050","sdii_2025","sdii_2050","r95days_2025","r95days_2050","r99days_2025","r99days_2050","r20mm_2025_cd_mean","r20mm_2050_cd_mean","cdd_2025_cd_mean","cdd_2050_cd_mean","r1mm_2025_cd_mean","r1mm_2050_cd_mean","sdii_2025_cd_mean","sdii_2050_cd_mean","r95days_2025_cd_mean","r95days_2050_cd_mean","r99days_2025_cd_mean","r99days_2050_cd_mean","r20mm_2025_pr_mean","r20mm_2050_pr_mean","cdd_2025_pr_mean","cdd_2050_pr_mean","r1mm_2025_pr_mean","r1mm_2050_pr_mean","sdii_2025_pr_mean","sdii_2050_pr_mean","r95days_2025_pr_mean","r95days_2050_pr_mean","r99days_2025_pr_mean","r99days_2050_pr_mean","r20mm_2025_pctile_national","r20mm_2050_pctile_national","cdd_2025_pctile_national","cdd_2050_pctile_national","r1mm_2025_pctile_national","r1mm_2050_pctile_national","sdii_2025_pctile_national","sdii_2050_pctile_national","r95days_2025_pctile_national","r95days_2050_pctile_national","r99days_2025_pctile_national","r99days_2050_pctile_national"
"1008098","1008","10",4.16398840180677,FALSE,7,8,10,11,165,158,6.30549335479736,6.87172174453735,9,9,2,3,6.83878977332655,7.95267672551086,10.0646488333507,9.91091751859358,166.996202482055,165.007557796899,6.27501922597887,6.61247731505171,9.1098247591153,10.2810574078471,1.99469802924562,2.79428837320939,5.46256203518513,6.29346600612281,10.8713889737804,10.4554520800857,173.832545268341,174.45750852069,5.65211438059877,5.84525479877562,9.73040493187309,11.1293513667276,2.01167609127897,2.66864896367146,63.8,60.8,3.9,13.2,86.3,75.2,58.2,61.1,83.9,62.1,88.3,96.5
"1008099","1008","10",1958.44281518244,FALSE,6.92307692307692,7.46153846153846,10.0769230769231,10.0769230769231,160.692307692308,163.615384615385,6.27357174799992,6.41271987328163,9.30769230769231,10.0769230769231,2,2.53846153846154,6.83878977332655,7.95267672551086,10.0646488333507,9.91091751859358,166.996202482055,165.007557796899,6.27501922597887,6.61247731505171,9.1098247591153,10.2810574078471,1.99469802924562,2.79428837320939,5.46256203518513,6.29346600612281,10.8713889737804,10.4554520800857,173.832545268341,174.45750852069,5.65211438059877,5.84525479877562,9.73040493187309,11.1293513667276,2.01167609127897,2.66864896367146,62.4,56.9,6.1,6.5,81.7,83.5,57.6,54,90.1,85.1,88.3,87.9
"1009004","1009","10",30.1652114793866,FALSE,7,8,10.75,10,162,160.5,6.2890557050705,6.75374734401703,9,11.25,2,3,5.98106345982664,7.82299749760261,9.93052075801585,9.5273018646065,178.381321625051,176.262198551664,6.09688573280915,6.49318911876308,9.87433209016462,12.5311795796018,1.86519336763247,2.89930826629888,5.46256203518513,6.29346600612281,10.8713889737804,10.4554520800857,173.832545268341,174.45750852069,5.65211438059877,5.84525479877562,9.73040493187309,11.1293513667276,2.01167609127897,2.66864896367146,63.8,60.8,9.8,5.1,83.1,78.8,58,59.3,83.9,95.9,88.3,96.5
"1009008","1009","10",10.0728060610719,FALSE,6,8,11,10,163,160.5,6.30614638328552,6.80038380622864,9,12,2,3,5.98106345982664,7.82299749760261,9.93052075801585,9.5273018646065,178.381321625051,176.262198551664,6.09688573280915,6.49318911876308,9.87433209016462,12.5311795796018,1.86519336763247,2.89930826629888,5.46256203518513,6.29346600612281,10.8713889737804,10.4554520800857,173.832545268341,174.45750852069,5.65211438059877,5.84525479877562,9.73040493187309,11.1293513667276,2.01167609127897,2.66864896367146,56.7,60.8,12,5.1,84.3,78.8,58.3,60.1,83.9,97.7,88.3,96.5
"1009009","1009","10",2501.88808509185,FALSE,6.78571428571429,8.66071428571429,9.46428571428571,8.80357142857143,200.732142857143,199.767857142857,5.94068511894771,6.27944502660206,9.64285714285714,13,1.96428571428571,2.96428571428571,5.98106345982664,7.82299749760261,9.93052075801585,9.5273018646065,178.381321625051,176.262198551664,6.09688573280915,6.49318911876308,9.87433209016462,12.5311795796018,1.86519336763247,2.89930826629888,5.46256203518513,6.29346600612281,10.8713889737804,10.4554520800857,173.832545268341,174.45750852069,5.65211438059877,5.84525479877562,9.73040493187309,11.1293513667276,2.01167609127897,2.66864896367146,61.7,64.7,0.7,0.2,98.8,98.6,51.1,51.8,94,99.5,78.7,93
"1009034","1009","10",1.970722079266,FALSE,6,7,10,10,165,162,6.08481740951538,6.53762722015381,10,12,1,3,5.98106345982664,7.82299749760261,9.93052075801585,9.5273018646065,178.381321625051,176.262198551664,6.09688573280915,6.49318911876308,9.87433209016462,12.5311795796018,1.86519336763247,2.89930826629888,5.46256203518513,6.29346600612281,10.8713889737804,10.4554520800857,173.832545268341,174.45750852069,5.65211438059877,5.84525479877562,9.73040493187309,11.1293513667276,2.01167609127897,2.66864896367146,56.7,54.4,3.9,5.1,86.3,80.9,53.6,56,97.2,97.7,35.5,96.5
"1009035","1009","10",11.5027079715868,FALSE,6,7.66666666666667,10,10.3333333333333,163.666666666667,159,6.22545750935872,6.60231065750122,9,11.3333333333333,1.66666666666667,2.66666666666667,5.98106345982664,7.82299749760261,9.93052075801585,9.5273018646065,178.381321625051,176.262198551664,6.09688573280915,6.49318911876308,9.87433209016462,12.5311795796018,1.86519336763247,2.89930826629888,5.46256203518513,6.29346600612281,10.8713889737804,10.4554520800857,173.832545268341,174.45750852069,5.65211438059877,5.84525479877562,9.73040493187309,11.1293513667276,2.01167609127897,2.66864896367146,56.7,57.9,3.9,7.5,84.8,76.4,56.4,57.2,83.9,96.2,74.1,89.3
"1009037","1009","10",5.04305235563108,FALSE,6,8,11,10,192,189,5.97197198867798,6.23432922363281,9,13,2,3,5.98106345982664,7.82299749760261,9.93052075801585,9.5273018646065,178.381321625051,176.262198551664,6.09688573280915,6.49318911876308,9.87433209016462,12.5311795796018,1.86519336763247,2.89930826629888,5.46256203518513,6.29346600612281,10.8713889737804,10.4554520800857,173.832545268341,174.45750852069,5.65211438059877,5.84525479877562,9.73040493187309,11.1293513667276,2.01167609127897,2.66864896367146,56.7,60.8,12,5.1,97.9,97.8,51.6,51.1,83.9,99.5,88.3,96.5
"1009039","1009","10",5.03686046278957,FALSE,7,8,10,10,162,159,6.48296880722046,6.90459442138672,9,11,2,2,5.98106345982664,7.82299749760261,9.93052075801585,9.5273018646065,178.381321625051,176.262198551664,6.09688573280915,6.49318911876308,9.87433209016462,12.5311795796018,1.86519336763247,2.89930826629888,5.46256203518513,6.29346600612281,10.8713889737804,10.4554520800857,173.832545268341,174.45750852069,5.65211438059877,5.84525479877562,9.73040493187309,11.1293513667276,2.01167609127897,2.66864896367146,63.8,60.8,3.9,5.1,83.1,76.4,61.8,61.6,83.9,93.8,88.3,64.1
"1009042","1009","10",9.13091030318261,FALSE,7,7.5,10,9.5,179.5,176,5.805330991745,6.2927782535553,10,12,2,3,5.98106345982664,7.82299749760261,9.93052075801585,9.5273018646065,178.381321625051,176.262198551664,6.09688573280915,6.49318911876308,9.87433209016462,12.5311795796018,1.86519336763247,2.89930826629888,5.46256203518513,6.29346600612281,10.8713889737804,10.4554520800857,173.832545268341,174.45750852069,5.65211438059877,5.84525479877562,9.73040493187309,11.1293513667276,2.01167609127897,2.66864896367146,63.8,57.1,3.9,2.1,96.8,95.8,49.4,52.1,97.2,97.7,88.3,96.5
"1009047","1009","10",2022.86680645454,FALSE,5.29166666666667,7.14583333333333,9.625,9.125,183.354166666667,180.083333333333,5.88838762044907,6.30081059535344,10.6458333333333,13.0625,2,3.41666666666667,5.98106345982664,7.82299749760261,9.93052075801585,9.5273018646065,178.381321625051,176.262198551664,6.09688573280915,6.49318911876308,9.87433209016462,12.5311795796018,1.86519336763247,2.89930826629888,5.46256203518513,6.29346600612281,10.8713889737804,10.4554520800857,173.832545268341,174.45750852069,5.65211438059877,5.84525479877562,9.73040493187309,11.1293513667276,2.01167609127897,2.66864896367146,52.2,55.5,1,1.1,97.3,96.6,50.4,52.3,99.3,99.7,88.3,100
"1010002","1010","10",3.4988206063267,FALSE,5.5,8,10,9,176,173.5,6.09291219711304,6.47309803962708,10,13,2,3,3.6396818010133,4.41604529044267,11.0676378303436,10.3582719941743,176.040884290227,177.932968173022,5.17229451533332,5.36907697257644,10.063690652166,11.5655453486078,2.0572936702746,2.84380749589655,5.46256203518513,6.29346600612281,10.8713889737804,10.4554520800857,173.832545268341,174.45750852069,5.65211438059877,5.84525479877562,9.73040493187309,11.1293513667276,2.01167609127897,2.66864896367146,53.4,60.8,3.9,0.7,96.2,94.6,53.8,54.9,97.2,99.5,88.3,96.5
"1010004","1010","10",63.8155650524387,FALSE,5.33333333333333,8.16666666666667,10,9.83333333333333,173.833333333333,172.166666666667,6.08170199394226,6.43278956413269,9.33333333333333,12.3333333333333,2,2.66666666666667,3.6396818010133,4.41604529044267,11.0676378303436,10.3582719941743,176.040884290227,177.932968173022,5.17229451533332,5.36907697257644,10.063690652166,11.5655453486078,2.0572936702746,2.84380749589655,5.46256203518513,6.29346600612281,10.8713889737804,10.4554520800857,173.832545268341,174.45750852069,5.65211438059877,5.84525479877562,9.73040493187309,11.1293513667276,2.01167609127897,2.66864896367146,52.4,62.5,3.9,3.5,95.5,93.9,53.6,54.4,90.4,98.3,88.3,89.3
"1010005","1010","10",7.59304864773689,FALSE,5,8,10,10,174.5,172,6.07496500015259,6.46555399894714,10,12.5,2,2,3.6396818010133,4.41604529044267,11.0676378303436,10.3582719941743,176.040884290227,177.932968173022,5.17229451533332,5.36907697257644,10.063690652166,11.5655453486078,2.0572936702746,2.84380749589655,5.46256203518513,6.29346600612281,10.8713889737804,10.4554520800857,173.832545268341,174.45750852069,5.65211438059877,5.84525479877562,9.73040493187309,11.1293513667276,2.01167609127897,2.66864896367146,50.2,60.8,3.9,5.1,95.7,93.7,53.4,54.7,97.2,98.7,88.3,64.1
"1010006","1010","10",7.68218240294714,FALSE,6,8,10,9.5,173.5,174.5,6.0933473110199,6.44557404518127,11,13,2,3,3.6396818010133,4.41604529044267,11.0676378303436,10.3582719941743,176.040884290227,177.932968173022,5.17229451533332,5.36907697257644,10.063690652166,11.5655453486078,2.0572936702746,2.84380749589655,5.46256203518513,6.29346600612281,10.8713889737804,10.4554520800857,173.832545268341,174.45750852069,5.65211438059877,5.84525479877562,9.73040493187309,11.1293513667276,2.01167609127897,2.66864896367146,56.7,60.8,3.9,2.1,95.3,95.2,53.9,54.5,99.5,99.5,88.3,96.5
"1010007","1010","10",7.77405789823992,FALSE,6,8,9,10,173,175,6.09345149993896,6.42893600463867,11,13,2,3,3.6396818010133,4.41604529044267,11.0676378303436,10.3582719941743,176.040884290227,177.932968173022,5.17229451533332,5.36907697257644,10.063690652166,11.5655453486078,2.0572936702746,2.84380749589655,5.46256203518513,6.29346600612281,10.8713889737804,10.4554520800857,173.832545268341,174.45750852069,5.65211438059877,5.84525479877562,9.73040493187309,11.1293513667276,2.01167609127897,2.66864896367146,56.7,60.8,0.3,5.1,94.9,95.3,53.9,54.3,99.5,99.5,88.3,96.5
"1010008","1010","10",46946.3141078295,FALSE,4.65202702702703,5.53828828828829,10.2601351351351,9.5259009009009,180.861486486486,179.545045045045,5.63127787746825,5.79926342738641,10.7443693693694,11.9245495495495,2.05067567567568,3.03603603603604,3.6396818010133,4.41604529044267,11.0676378303436,10.3582719941743,176.040884290227,177.932968173022,5.17229451533332,5.36907697257644,10.063690652166,11.5655453486078,2.0572936702746,2.84380749589655,5.46256203518513,6.29346600612281,10.8713889737804,10.4554520800857,173.832545268341,174.45750852069,5.65211438059877,5.84525479877562,9.73040493187309,11.1293513667276,2.01167609127897,2.66864896367146,48.4,49.1,7.2,2.4,97,96.5,47.5,47,99.3,97.2,98,99.9
"1010009","1010","10",36.4610882076141,FALSE,5,6,10.5,10,167,165.5,5.74088883399963,6.0447256565094,10,11.5,2,3,3.6396818010133,4.41604529044267,11.0676378303436,10.3582719941743,176.040884290227,177.932968173022,5.17229451533332,5.36907697257644,10.063690652166,11.5655453486078,2.0572936702746,2.84380749589655,5.46256203518513,6.29346600612281,10.8713889737804,10.4554520800857,173.832545268341,174.45750852069,5.65211438059877,5.84525479877562,9.73040493187309,11.1293513667276,2.01167609127897,2.66864896367146,50.2,50.6,8.4,5.1,88.4,86.9,48.8,49.4,97.2,96.5,88.3,96.5
"1010010","1010","10",10.5084536527768,FALSE,5,6.5,11,13,153,148,6.12507772445679,6.51429033279419,9,11,1,2,3.6396818010133,4.41604529044267,11.0676378303436,10.3582719941743,176.040884290227,177.932968173022,5.17229451533332,5.36907697257644,10.063690652166,11.5655453486078,2.0572936702746,2.84380749589655,5.46256203518513,6.29346600612281,10.8713889737804,10.4554520800857,173.832545268341,174.45750852069,5.65211438059877,5.84525479877562,9.73040493187309,11.1293513667276,2.01167609127897,2.66864896367146,50.2,52.4,12,39.2,72.1,62.2,54.5,55.7,83.9,93.8,35.5,64.1
"1008024","1008","10",5.36519437231136,FALSE,7,8,10.5,10,161,162.5,6.21974515914917,6.46607875823975,9.5,10,2,3,6.83878977332655,7.95267672551086,10.0646488333507,9.91091751859358,166.996202482055,165.007557796899,6.27501922597887,6.61247731505171,9.1098247591153,10.2810574078471,1.99469802924562,2.79428837320939,5.46256203518513,6.29346600612281,10.8713889737804,10.4554520800857,173.832545268341,174.45750852069,5.65211438059877,5.84525479877562,9.73040493187309,11.1293513667276,2.01167609127897,2.66864896367146,63.8,60.8,8.4,5.1,82,81.7,56.3,54.7,92.4,82,88.3,96.5
"1007054","1007","10",4.11374867037341,FALSE,7,8,11,10,161.333333333333,162.666666666667,6.44256607691447,6.57976611455282,8,9,2,2,9.61287879306989,10.2435742928327,10.2522055844184,9.49980081895008,168.98295908604,168.075665027103,6.99109741551984,7.10005130346066,9.64220913129119,10.0805886118804,2.10381686699695,2.33843589742232,5.46256203518513,6.29346600612281,10.8713889737804,10.4554520800857,173.832545268341,174.45750852069,5.65211438059877,5.84525479877562,9.73040493187309,11.1293513667276,2.01167609127897,2.66864896367146,63.8,60.8,12,5.1,82.3,81.9,61,56.7,65.4,62.1,88.3,64.1
"1008070","1008","10",2.56069951056332,FALSE,6,8,10,11,167,160,6.37355089187622,6.90948009490967,9,11,1,3,6.83878977332655,7.95267672551086,10.0646488333507,9.91091751859358,166.996202482055,165.007557796899,6.27501922597887,6.61247731505171,9.1098247591153,10.2810574078471,1.99469802924562,2.79428837320939,5.46256203518513,6.29346600612281,10.8713889737804,10.4554520800857,173.832545268341,174.45750852069,5.65211438059877,5.84525479877562,9.73040493187309,11.1293513667276,2.01167609127897,2.66864896367146,56.7,60.8,3.9,13.2,88.4,78,59.8,61.7,83.9,93.8,35.5,96.5
"1009001","1009","10",9211.70095391101,FALSE,5.96794871794872,7.8525641025641,10.1282051282051,9.66666666666667,173.955128205128,172.391025641026,6.17180868295523,6.60064902061071,9.77564102564103,12.4102564102564,1.92948717948718,2.96153846153846,5.98106345982664,7.82299749760261,9.93052075801585,9.5273018646065,178.381321625051,176.262198551664,6.09688573280915,6.49318911876308,9.87433209016462,12.5311795796018,1.86519336763247,2.89930826629888,5.46256203518513,6.29346600612281,10.8713889737804,10.4554520800857,173.832545268341,174.45750852069,5.65211438059877,5.84525479877562,9.73040493187309,11.1293513667276,2.01167609127897,2.66864896367146,55.5,58.8,6.4,2.9,95.5,94,55.3,57.1,95.1,98.5,78.3,92.9
"1008073","1008","10",4.24542821964329,FALSE,6,8,10,10,165,159,6.46549940109253,6.99547624588013,8,10,2,3,6.83878977332655,7.95267672551086,10.0646488333507,9.91091751859358,166.996202482055,165.007557796899,6.27501922597887,6.61247731505171,9.1098247591153,10.2810574078471,1.99469802924562,2.79428837320939,5.46256203518513,6.29346600612281,10.8713889737804,10.4554520800857,173.832545268341,174.45750852069,5.65211438059877,5.84525479877562,9.73040493187309,11.1293513667276,2.01167609127897,2.66864896367146,56.7,60.8,3.9,5.1,86.3,76.4,61.4,63.4,65.4,82,88.3,96.5
"1009007","1009","10",49.4331857815634,FALSE,6.4,8.2,10.8,10.2,162.6,161.8,6.33008117675781,6.76484613418579,9.2,11.8,2,3,5.98106345982664,7.82299749760261,9.93052075801585,9.5273018646065,178.381321625051,176.262198551664,6.09688573280915,6.49318911876308,9.87433209016462,12.5311795796018,1.86519336763247,2.89930826629888,5.46256203518513,6.29346600612281,10.8713889737804,10.4554520800857,173.832545268341,174.45750852069,5.65211438059877,5.84525479877562,9.73040493187309,11.1293513667276,2.01167609127897,2.66864896367146,59.8,62.7,10.1,6.8,83.9,80.6,58.9,59.4,88.8,97.1,88.3,96.5
"1101033","1101","11",65.9528031968389,FALSE,10,10,11,12,162,158,7.06656742095947,7.49020433425903,10,8,2,2,10.7401479556197,10.5886993107275,10.7564930675337,11.6536504665898,157.818949239801,155.594908297966,7.18726399302354,7.54656027837024,9.40587706266497,8.72491984429915,2.04279583143199,2.45164359449474,11.1131648482993,10.9436989808554,11.6584171552781,12.1130498907006,151.716546691677,149.816088982999,7.3387792435762,7.66843121940739,9.19139730143963,9.05099657524285,1.9173640905875,2.41868867329035,82.6,75.6,12,26.2,83.1,75.2,76.4,76.1,97.2,47.2,88.3,64.1
"1101035","1101","11",414.869991137014,FALSE,10.25,10.1666666666667,10.75,11.4166666666667,160.25,158.083333333333,7.06525810559591,7.45823005835215,9.66666666666667,8.5,2,2.16666666666667,10.7401479556197,10.5886993107275,10.7564930675337,11.6536504665898,157.818949239801,155.594908297966,7.18726399302354,7.54656027837024,9.40587706266497,8.72491984429915,2.04279583143199,2.45164359449474,11.1131648482993,10.9436989808554,11.6584171552781,12.1130498907006,151.716546691677,149.816088982999,7.3387792435762,7.66843121940739,9.19139730143963,9.05099657524285,1.9173640905875,2.41868867329035,83.5,78.1,9.8,18.5,81.3,75.3,76.3,75.1,94.3,53.2,88.3,81.5
"1102010","1102","11",70.0121659064929,FALSE,11.2857142857143,11.1428571428571,11.1428571428571,12.1428571428571,151.428571428571,148.142857142857,7.40266575132098,7.7304938861302,9.28571428571429,8.71428571428571,2,2.28571428571429,11.5130241655032,11.1120153126488,11.4030624732096,12.0515120616931,152.076167571621,150.17821877839,7.33637641225065,7.6435382411946,9.32203669087524,8.86722533256764,2.03546223010314,2.62964174894751,11.1131648482993,10.9436989808554,11.6584171552781,12.1130498907006,151.716546691677,149.816088982999,7.3387792435762,7.66843121940739,9.19139730143963,9.05099657524285,1.9173640905875,2.41868867329035,86.9,84.6,13.5,29.8,69.7,62.5,84.9,83.6,89.9,55.6,88.3,83.8
"1102011","1102","11",8.08524464906871,FALSE,11,11,11,12,151.5,148.5,7.36313915252686,7.75124549865723,9,9,2,2.5,11.5130241655032,11.1120153126488,11.4030624732096,12.0515120616931,152.076167571621,150.17821877839,7.33637641225065,7.6435382411946,9.32203669087524,8.86722533256764,2.03546223010314,2.62964174894751,11.1131648482993,10.9436989808554,11.6584171552781,12.1130498907006,151.716546691677,149.816088982999,7.3387792435762,7.66843121940739,9.19139730143963,9.05099657524285,1.9173640905875,2.41868867329035,85.9,83.4,12,26.2,69.8,62.9,84.4,84.3,83.9,62.1,88.3,86.8
"1008079","1008","10",396.456685350125,FALSE,6.11764705882353,8,10,10.2352941176471,168,164.941176470588,6.24631590001723,6.86365222930908,9.05882352941176,11.1764705882353,2,2.76470588235294,6.83878977332655,7.95267672551086,10.0646488333507,9.91091751859358,166.996202482055,165.007557796899,6.27501922597887,6.61247731505171,9.1098247591153,10.2810574078471,1.99469802924562,2.79428837320939,5.46256203518513,6.29346600612281,10.8713889737804,10.4554520800857,173.832545268341,174.45750852069,5.65211438059877,5.84525479877562,9.73040493187309,11.1293513667276,2.01167609127897,2.66864896367146,58.1,60.8,3.9,7,89.4,85.5,57,60.9,87.5,95.7,88.3,90.6
"1010001","1010","10",5910.22974767371,FALSE,5.36111111111111,7.01851851851852,9.51851851851852,9.37037037037037,177.564814814815,175.342592592593,5.94359072932491,6.26755024327172,10.6111111111111,12.3796296296296,1.93518518518519,2.9537037037037,3.6396818010133,4.41604529044267,11.0676378303436,10.3582719941743,176.040884290227,177.932968173022,5.17229451533332,5.36907697257644,10.063690652166,11.5655453486078,2.0572936702746,2.84380749589655,5.46256203518513,6.29346600612281,10.8713889737804,10.4554520800857,173.832545268341,174.45750852069,5.65211438059877,5.84525479877562,9.73040493187309,11.1293513667276,2.01167609127897,2.66864896367146,52.6,55.1,0.9,1.8,96.5,95.6,51.1,51.7,99.3,98.5,78.4,92.9
"1009048","1009","10",5.04798793553345,FALSE,5,7,10,9,181,176,5.70127964019775,6.20270967483521,10,13,2,3,5.98106345982664,7.82299749760261,9.93052075801585,9.5273018646065,178.381321625051,176.262198551664,6.09688573280915,6.49318911876308,9.87433209016462,12.5311795796018,1.86519336763247,2.89930826629888,5.46256203518513,6.29346600612281,10.8713889737804,10.4554520800857,173.832545268341,174.45750852069,5.65211438059877,5.84525479877562,9.73040493187309,11.1293513667276,2.01167609127897,2.66864896367146,50.2,54.4,3.9,0.7,97,95.8,48.3,50.6,97.2,99.5,88.3,96.5
"1010003","1010","10",2.99933820052388,FALSE,6,7,10,9.5,171,169,5.9755117893219,6.32717251777649,10.5,12.5,2,3,3.6396818010133,4.41604529044267,11.0676378303436,10.3582719941743,176.040884290227,177.932968173022,5.17229451533332,5.36907697257644,10.063690652166,11.5655453486078,2.0572936702746,2.84380749589655,5.46256203518513,6.29346600612281,10.8713889737804,10.4554520800857,173.832545268341,174.45750852069,5.65211438059877,5.84525479877562,9.73040493187309,11.1293513667276,2.01167609127897,2.66864896367146,56.7,54.4,3.9,2.1,93.3,92,51.6,52.8,99.2,98.7,88.3,96.5
"1009023","1009","10",3.88540287937179,FALSE,5,8,10,10,177,175,5.91999101638794,6.39991092681885,11,13,1,3,5.98106345982664,7.82299749760261,9.93052075801585,9.5273018646065,178.381321625051,176.262198551664,6.09688573280915,6.49318911876308,9.87433209016462,12.5311795796018,1.86519336763247,2.89930826629888,5.46256203518513,6.29346600612281,10.8713889737804,10.4554520800857,173.832545268341,174.45750852069,5.65211438059877,5.84525479877562,9.73040493187309,11.1293513667276,2.01167609127897,2.66864896367146,50.2,60.8,3.9,5.1,96.4,95.3,50.8,53.8,99.5,99.5,35.5,96.5
"1009024","1009","10",8.81547295693057,FALSE,5.5,7,10.5,10,175.5,173.5,5.96635413169861,6.39025640487671,10,11.5,1,3,5.98106345982664,7.82299749760261,9.93052075801585,9.5273018646065,178.381321625051,176.262198551664,6.09688573280915,6.49318911876308,9.87433209016462,12.5311795796018,1.86519336763247,2.89930826629888,5.46256203518513,6.29346600612281,10.8713889737804,10.4554520800857,173.832545268341,174.45750852069,5.65211438059877,5.84525479877562,9.73040493187309,11.1293513667276,2.01167609127897,2.66864896367146,53.4,54.4,8.4,5.1,96,94.6,51.5,53.7,97.2,96.5,35.5,96.5
"1009026","1009","10",8.86533359996623,FALSE,6.5,7.5,10,9.5,177,175.5,5.9505021572113,6.34780311584473,10,13,1.5,3,5.98106345982664,7.82299749760261,9.93052075801585,9.5273018646065,178.381321625051,176.262198551664,6.09688573280915,6.49318911876308,9.87433209016462,12.5311795796018,1.86519336763247,2.89930826629888,5.46256203518513,6.29346600612281,10.8713889737804,10.4554520800857,173.832545268341,174.45750852069,5.65211438059877,5.84525479877562,9.73040493187309,11.1293513667276,2.01167609127897,2.66864896367146,60.4,57.1,3.9,2.1,96.4,95.6,51.2,53.1,97.2,99.5,71.4,96.5
"1009015","1009","10",8.24199446851855,FALSE,7,8.66666666666667,10.3333333333333,10,179.333333333333,176,5.87644338607788,6.33540964126587,9.66666666666667,12,2,2.33333333333333,5.98106345982664,7.82299749760261,9.93052075801585,9.5273018646065,178.381321625051,176.262198551664,6.09688573280915,6.49318911876308,9.87433209016462,12.5311795796018,1.86519336763247,2.89930826629888,5.46256203518513,6.29346600612281,10.8713889737804,10.4554520800857,173.832545268341,174.45750852069,5.65211438059877,5.84525479877562,9.73040493187309,11.1293513667276,2.01167609127897,2.66864896367146,63.8,64.8,7.6,5.1,96.8,95.8,50.2,52.8,94.3,97.7,88.3,84.3
"1009016","1009","10",17.7067487770915,FALSE,6.75,8,9,10,186,184.25,6.00207090377808,6.30156576633453,9.5,13,2,2,5.98106345982664,7.82299749760261,9.93052075801585,9.5273018646065,178.381321625051,176.262198551664,6.09688573280915,6.49318911876308,9.87433209016462,12.5311795796018,1.86519336763247,2.89930826629888,5.46256203518513,6.29346600612281,10.8713889737804,10.4554520800857,173.832545268341,174.45750852069,5.65211438059877,5.84525479877562,9.73040493187309,11.1293513667276,2.01167609127897,2.66864896367146,61.6,60.8,0.3,5.1,97.5,97.4,52,52.3,92.4,99.5,88.3,64.1
"1009017","1009","10",16.4118715269442,FALSE,7,8,10,10,181,181,5.91999626159668,6.24433088302612,10,13,2,2,5.98106345982664,7.82299749760261,9.93052075801585,9.5273018646065,178.381321625051,176.262198551664,6.09688573280915,6.49318911876308,9.87433209016462,12.5311795796018,1.86519336763247,2.89930826629888,5.46256203518513,6.29346600612281,10.8713889737804,10.4554520800857,173.832545268341,174.45750852069,5.65211438059877,5.84525479877562,9.73040493187309,11.1293513667276,2.01167609127897,2.66864896367146,63.8,60.8,3.9,5.1,97,96.9,50.8,51.3,97.2,99.5,88.3,64.1
"1009018","1009","10",48.6580377085105,FALSE,5,7,9.6,9.6,178.8,175.2,5.82125406265259,6.24368524551392,10.4,12.8,2,3,5.98106345982664,7.82299749760261,9.93052075801585,9.5273018646065,178.381321625051,176.262198551664,6.09688573280915,6.49318911876308,9.87433209016462,12.5311795796018,1.86519336763247,2.89930826629888,5.46256203518513,6.29346600612281,10.8713889737804,10.4554520800857,173.832545268341,174.45750852069,5.65211438059877,5.84525479877562,9.73040493187309,11.1293513667276,2.01167609127897,2.66864896367146,50.2,54.4,1,2.6,96.7,95.5,49.6,51.3,99.1,99.1,88.3,96.5
"1009019","1009","10",40.8568617151036,FALSE,5,7,9.5,9.5,176.75,174.5,5.82830440998077,6.23913609981537,10.25,12.75,2,3,5.98106345982664,7.82299749760261,9.93052075801585,9.5273018646065,178.381321625051,176.262198551664,6.09688573280915,6.49318911876308,9.87433209016462,12.5311795796018,1.86519336763247,2.89930826629888,5.46256203518513,6.29346600612281,10.8713889737804,10.4554520800857,173.832545268341,174.45750852069,5.65211438059877,5.84525479877562,9.73040493187309,11.1293513667276,2.01167609127897,2.66864896367146,50.2,54.4,0.8,2.1,96.3,95.2,49.7,51.2,98.9,99,88.3,96.5
"1009021","1009","10",3910.14180253219,FALSE,5.43661971830986,7.52112676056338,9.85915492957746,9.53521126760563,175.985915492958,174.492957746479,6.05343533905459,6.44649924694652,10.3098591549296,12.6760563380282,1.73239436619718,2.85915492957746,5.98106345982664,7.82299749760261,9.93052075801585,9.5273018646065,178.381321625051,176.262198551664,6.09688573280915,6.49318911876308,9.87433209016462,12.5311795796018,1.86519336763247,2.89930826629888,5.46256203518513,6.29346600612281,10.8713889737804,10.4554520800857,173.832545268341,174.45750852069,5.65211438059877,5.84525479877562,9.73040493187309,11.1293513667276,2.01167609127897,2.66864896367146,53,57.4,1.6,2.5,96.1,95.1,52.9,54.6,99,99,75.1,91.9
"1009022","1009","10",37.3437746494781,FALSE,5,7,9,9,177.5,174.5,5.78223919868469,6.24242258071899,10,13,2,3,5.98106345982664,7.82299749760261,9.93052075801585,9.5273018646065,178.381321625051,176.262198551664,6.09688573280915,6.49318911876308,9.87433209016462,12.5311795796018,1.86519336763247,2.89930826629888,5.46256203518513,6.29346600612281,10.8713889737804,10.4554520800857,173.832545268341,174.45750852069,5.65211438059877,5.84525479877562,9.73040493187309,11.1293513667276,2.01167609127897,2.66864896367146,50.2,54.4,0.3,0.7,96.5,95.2,49.1,51.2,97.2,99.5,88.3,96.5
