"csd","date","topic","t_total","t_single","t_semi","t_row","t_apt","h_total","h_single","h_semi","h_row","h_apt","r_total","r_single","r_semi","r_row","r_apt","co_total","co_single","co_semi","co_row","co_apt","cp_total","cp_single","cp_semi","cp_row","cp_apt"
"3526057","2020-07-01","completions",358,124,6,228,0,351,123,6,222,0,0,0,0,0,0,7,1,0,6,0,0,0,0,0,0
"3526057","2021-07-01","completions",387,129,0,123,135,175,129,0,46,0,135,0,0,0,135,77,0,0,77,0,0,0,0,0,0
"3526057","2022-07-01","completions",372,16,0,0,356,16,16,0,0,0,0,0,0,0,0,356,0,0,0,356,0,0,0,0,0
"3526057","2023-07-01","completions",39,31,2,0,6,33,31,2,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"3526057","2024-07-01","completions",21,19,2,0,0,21,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526057","2025-07-01","completions",120,42,0,76,2,118,42,0,76,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"3526057","1990-07-01","under construction",39,30,6,0,3,36,30,6,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0
"3526057","1991-07-01","under construction",89,27,2,21,39,50,27,2,21,0,39,0,0,0,39,0,0,0,0,0,0,0,0,0,0
"3526057","1992-07-01","under construction",29,17,2,10,0,29,17,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526057","1993-07-01","under construction",45,28,2,15,0,38,28,2,8,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0
"3526057","1994-07-01","under construction",85,20,28,37,0,77,20,28,29,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0
"3526057","1995-07-01","under construction",36,16,20,0,0,36,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526057","1996-07-01","under construction",47,29,18,0,0,47,29,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526057","1997-07-01","under construction",104,44,14,46,0,75,44,12,19,0,0,0,0,0,0,29,0,2,27,0,0,0,0,0,0
"3526057","1998-07-01","under construction",43,26,2,15,0,43,26,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526057","1999-07-01","under construction",69,42,12,15,0,69,42,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526057","2000-07-01","under construction",57,43,6,8,0,57,43,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526057","2001-07-01","under construction",48,36,6,6,0,48,36,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526057","2002-07-01","under construction",64,53,4,7,0,64,53,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526057","2003-07-01","under construction",46,38,0,8,0,42,38,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0
"3526057","2004-07-01","under construction",78,42,12,24,0,74,42,12,20,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"3526057","2005-07-01","under construction",60,41,4,15,0,49,41,4,4,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0
"3526057","2006-07-01","under construction",41,27,14,0,0,41,27,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526057","2007-07-01","under construction",41,33,8,0,0,41,33,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526057","2008-07-01","under construction",75,33,0,42,0,75,33,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526057","2009-07-01","under construction",71,37,0,34,0,54,37,0,17,0,0,0,0,0,0,17,0,0,17,0,0,0,0,0,0
"3526057","2010-07-01","under construction",84,30,0,54,0,69,28,0,41,0,2,2,0,0,0,13,0,0,13,0,0,0,0,0,0
"3526057","2011-07-01","under construction",85,32,0,53,0,71,27,0,44,0,5,5,0,0,0,9,0,0,9,0,0,0,0,0,0
"3526057","2012-07-01","under construction",49,31,4,14,0,43,29,4,10,0,2,2,0,0,0,4,0,0,4,0,0,0,0,0,0
"3526057","2013-07-01","under construction",60,45,4,11,0,60,45,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526057","2014-07-01","under construction",86,50,0,36,0,81,50,0,31,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0
"3526057","2015-07-01","under construction",64,32,0,32,0,59,32,0,27,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0
"3526057","2016-07-01","under construction",24,24,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526057","2017-07-01","under construction",115,39,2,74,0,102,37,2,63,0,0,0,0,0,0,13,2,0,11,0,0,0,0,0,0
"3526057","2018-07-01","under construction",61,18,2,41,0,29,18,2,9,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0
"3526057","2019-07-01","under construction",519,115,8,395,1,497,114,8,375,0,0,0,0,0,0,22,1,0,20,1,0,0,0,0,0
"3526057","2020-07-01","under construction",340,111,8,219,2,330,111,8,211,0,0,0,0,0,0,10,0,0,8,2,0,0,0,0,0
"3526057","2021-07-01","under construction",318,51,8,172,87,231,51,8,172,0,0,0,0,0,0,87,0,0,0,87,0,0,0,0,0
"3526057","2022-07-01","under construction",244,56,10,172,6,238,56,10,172,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0
"3526057","2023-07-01","under construction",220,40,8,172,0,220,40,8,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526057","2024-07-01","under construction",262,62,8,176,16,246,62,8,176,0,1,0,0,0,1,15,0,0,0,15,0,0,0,0,0
"3526057","2025-07-01","under construction",338,65,8,250,15,323,65,8,250,0,0,0,0,0,0,15,0,0,0,15,0,0,0,0,0
"3526065","1990-07-01","starts",85,15,0,70,0,15,15,0,0,0,70,0,0,70,0,0,0,0,0,0,0,0,0,0,0
"3526065","1991-07-01","starts",145,46,30,69,0,98,46,30,22,0,0,0,0,0,0,47,0,0,47,0,0,0,0,0,0
"3526065","1992-07-01","starts",76,46,4,26,0,76,46,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526065","1993-07-01","starts",52,44,0,8,0,44,44,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0
"3526065","1994-07-01","starts",59,51,0,8,0,51,51,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0
"3526065","1995-07-01","starts",69,57,4,8,0,61,57,4,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0
"3526065","1996-07-01","starts",81,65,16,0,0,81,65,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526065","1997-07-01","starts",91,91,0,0,0,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526065","1998-07-01","starts",129,96,2,31,0,106,96,2,8,0,0,0,0,0,0,23,0,0,23,0,0,0,0,0,0
"3526065","1999-07-01","starts",144,117,0,27,0,117,117,0,0,0,0,0,0,0,0,27,0,0,27,0,0,0,0,0,0
"3526065","2000-07-01","starts",299,143,10,146,0,259,143,10,106,0,0,0,0,0,0,40,0,0,40,0,0,0,0,0,0
"3526065","2001-07-01","starts",125,92,0,33,0,118,92,0,26,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0
"3526065","2002-07-01","starts",88,68,0,20,0,75,60,0,15,0,0,0,0,0,0,13,8,0,5,0,0,0,0,0,0
"3526065","2003-07-01","starts",398,159,8,231,0,311,159,8,144,0,0,0,0,0,0,87,0,0,87,0,0,0,0,0,0
"3526065","2004-07-01","starts",288,172,0,113,3,231,169,0,62,0,3,0,0,0,3,54,3,0,51,0,0,0,0,0,0
"3526065","2005-07-01","starts",104,83,0,21,0,83,83,0,0,0,0,0,0,0,0,21,0,0,21,0,0,0,0,0,0
"3526065","2006-07-01","starts",99,74,0,21,4,81,74,0,7,0,4,0,0,0,4,14,0,0,14,0,0,0,0,0,0
"3526065","2007-07-01","starts",195,136,0,59,0,191,136,0,55,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0
"3526065","2008-07-01","starts",166,98,0,68,0,166,98,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526065","2009-07-01","starts",112,83,0,29,0,83,83,0,0,0,0,0,0,0,0,29,0,0,29,0,0,0,0,0,0
"3526065","2010-07-01","starts",189,138,0,51,0,169,135,0,34,0,0,0,0,0,0,20,3,0,17,0,0,0,0,0,0
"3526065","2011-07-01","starts",231,90,0,141,0,226,85,0,141,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0
"3526065","2012-07-01","starts",111,41,0,70,0,103,41,0,62,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0
"3526065","2013-07-01","starts",149,42,0,107,0,97,33,0,64,0,0,0,0,0,0,52,9,0,43,0,0,0,0,0,0
"3526065","2014-07-01","starts",385,170,0,178,37,307,160,0,147,0,4,0,0,0,4,74,10,0,31,33,0,0,0,0,0
"3526065","2015-07-01","starts",133,48,2,83,0,131,46,2,83,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
"3526065","2016-07-01","starts",441,12,0,89,340,78,12,0,66,0,0,0,0,0,0,363,0,0,23,340,0,0,0,0,0
"3526065","2017-07-01","starts",186,14,0,172,0,114,14,0,100,0,0,0,0,0,0,72,0,0,72,0,0,0,0,0,0
"3526065","2018-07-01","starts",407,31,0,34,342,56,31,0,25,0,0,0,0,0,0,351,0,0,9,342,0,0,0,0,0
"3526065","2019-07-01","starts",252,22,10,75,145,93,22,10,61,0,145,0,0,0,145,14,0,0,14,0,0,0,0,0,0
"3526065","2020-07-01","starts",405,44,0,14,347,58,44,0,14,0,0,0,0,0,0,347,0,0,0,347,0,0,0,0,0
"3526065","2021-07-01","starts",36,7,0,0,29,7,7,0,0,0,0,0,0,0,0,29,0,0,0,29,0,0,0,0,0
"3526065","2022-07-01","starts",51,51,0,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526065","2023-07-01","starts",54,20,0,0,34,20,20,0,0,0,0,0,0,0,0,34,0,0,0,34,0,0,0,0,0
"3526065","2024-07-01","starts",14,14,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526065","2025-07-01","starts",30,22,8,0,0,30,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526065","1990-07-01","completions",17,17,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526065","1991-07-01","completions",158,31,10,117,0,41,31,10,0,0,70,0,0,70,0,47,0,0,47,0,0,0,0,0,0
"3526065","1992-07-01","completions",113,49,24,40,0,113,49,24,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526065","1993-07-01","completions",71,55,0,16,0,63,55,0,8,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0
"3526065","1994-07-01","completions",52,52,0,0,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526065","1995-07-01","completions",66,46,4,16,0,50,46,4,0,0,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0
"3526065","1996-07-01","completions",89,73,16,0,0,89,73,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526065","1997-07-01","completions",65,65,0,0,0,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526065","1998-07-01","completions",126,116,2,8,0,126,116,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526065","1999-07-01","completions",148,118,2,28,0,120,118,2,0,0,0,0,0,0,0,28,0,0,28,0,0,0,0,0,0
"3526065","2000-07-01","completions",194,125,6,63,0,185,125,6,54,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0
"3526065","2001-07-01","completions",230,114,6,110,0,185,114,6,65,0,0,0,0,0,0,45,0,0,45,0,0,0,0,0,0
"3526065","2002-07-01","completions",86,65,0,21,0,81,60,0,21,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0
"3526065","2003-07-01","completions",243,121,6,116,0,228,118,6,104,0,0,0,0,0,0,15,3,0,12,0,0,0,0,0,0
"3526065","2004-07-01","completions",406,183,4,219,0,344,180,4,160,0,0,0,0,0,0,62,3,0,59,0,0,0,0,0,0
"3526065","2005-07-01","completions",142,103,0,36,3,113,103,0,10,0,3,0,0,0,3,26,0,0,26,0,0,0,0,0,0
"3526065","2006-07-01","completions",130,84,0,42,4,91,84,0,7,0,4,0,0,0,4,35,0,0,35,0,0,0,0,0,0
"3526065","2007-07-01","completions",104,100,0,4,0,104,100,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526065","2008-07-01","completions",172,113,0,59,0,172,113,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526065","2009-07-01","completions",137,89,0,48,0,137,89,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526065","2010-07-01","completions",183,137,0,46,0,151,135,0,16,0,0,0,0,0,0,32,2,0,30,0,0,0,0,0,0
"3526065","2011-07-01","completions",133,99,0,34,0,123,89,0,34,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0
"3526065","2012-07-01","completions",254,47,0,207,0,239,44,0,195,0,0,0,0,0,0,15,3,0,12,0,0,0,0,0,0
"3526065","2013-07-01","completions",43,35,0,8,0,35,27,0,8,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0
"3526065","2014-07-01","completions",260,123,0,137,0,169,109,0,60,0,0,0,0,0,0,91,14,0,77,0,0,0,0,0,0
"3526065","2015-07-01","completions",284,91,0,156,37,222,85,0,137,0,37,0,0,0,37,25,6,0,19,0,0,0,0,0,0
"3526065","2016-07-01","completions",37,35,2,0,0,37,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526065","2017-07-01","completions",15,15,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526065","2018-07-01","completions",719,17,0,283,419,205,17,0,188,0,0,0,0,0,0,514,0,0,95,419,0,0,0,0,0
"3526065","2019-07-01","completions",48,24,2,22,0,39,24,2,13,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0
"3526065","2020-07-01","completions",65,19,4,42,0,51,19,4,28,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0
"3526065","2021-07-01","completions",186,15,0,7,164,22,15,0,7,0,0,0,0,0,0,164,0,0,0,164,0,0,0,0,0
"3526065","2022-07-01","completions",500,7,0,0,493,7,7,0,0,0,145,0,0,0,145,348,0,0,0,348,0,0,0,0,0
"3526065","2023-07-01","completions",79,44,0,35,0,79,44,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526065","2024-07-01","completions",283,58,0,0,225,58,58,0,0,0,0,0,0,0,0,225,0,0,0,225,0,0,0,0,0
"3526065","2025-07-01","completions",10,10,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526065","1990-07-01","under construction",93,21,2,70,0,23,21,2,0,0,70,0,0,70,0,0,0,0,0,0,0,0,0,0,0
"3526065","1991-07-01","under construction",79,35,22,22,0,79,35,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526065","1992-07-01","under construction",41,29,4,8,0,41,29,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526065","1993-07-01","under construction",23,19,4,0,0,23,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526065","1994-07-01","under construction",31,19,4,8,0,23,19,4,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0
"3526065","1995-07-01","under construction",34,30,4,0,0,34,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526065","1996-07-01","under construction",26,22,4,0,0,26,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526065","1997-07-01","under construction",52,48,4,0,0,52,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526065","1998-07-01","under construction",54,27,4,23,0,31,27,4,0,0,0,0,0,0,0,23,0,0,23,0,0,0,0,0,0
"3526065","1999-07-01","under construction",50,26,2,22,0,28,26,2,0,0,0,0,0,0,0,22,0,0,22,0,0,0,0,0,0
"3526065","2000-07-01","under construction",155,44,6,105,0,110,44,6,60,0,0,0,0,0,0,45,0,0,45,0,0,0,0,0,0
"3526065","2001-07-01","under construction",50,22,0,28,0,43,22,0,21,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0
"3526065","2002-07-01","under construction",52,25,0,27,0,37,22,0,15,0,0,0,0,0,0,15,3,0,12,0,0,0,0,0,0
"3526065","2003-07-01","under construction",209,63,4,142,0,169,63,4,102,0,0,0,0,0,0,40,0,0,40,0,0,0,0,0,0
"3526065","2004-07-01","under construction",91,52,0,36,3,62,52,0,10,0,3,0,0,0,3,26,0,0,26,0,0,0,0,0,0
"3526065","2005-07-01","under construction",53,32,0,21,0,32,32,0,0,0,0,0,0,0,0,21,0,0,21,0,0,0,0,0,0
"3526065","2006-07-01","under construction",22,22,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526065","2007-07-01","under construction",113,58,0,55,0,109,58,0,51,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0
"3526065","2008-07-01","under construction",107,43,0,64,0,107,43,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526065","2009-07-01","under construction",83,37,0,46,0,53,37,0,16,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0,0
"3526065","2010-07-01","under construction",83,37,0,46,0,68,34,0,34,0,0,0,0,0,0,15,3,0,12,0,0,0,0,0,0
"3526065","2011-07-01","under construction",181,28,0,153,0,168,27,0,141,0,0,0,0,0,0,13,1,0,12,0,0,0,0,0,0
"3526065","2012-07-01","under construction",38,22,0,16,0,28,20,0,8,0,0,0,0,0,0,10,2,0,8,0,0,0,0,0,0
"3526065","2013-07-01","under construction",144,29,0,115,0,85,21,0,64,0,0,0,0,0,0,59,8,0,51,0,0,0,0,0,0
"3526065","2014-07-01","under construction",269,76,0,156,37,209,72,0,137,0,4,0,0,0,4,56,4,0,19,33,0,0,0,0,0
"3526065","2015-07-01","under construction",118,33,2,83,0,118,33,2,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3526065","2016-07-01","under construction",522,10,0,172,340,159,10,0,149,0,0,0,0,0,0,363,0,0,23,340,0,0,0,0,0
"3526065","2017-07-01","under construction",693,9,0,261,423,175,9,0,166,0,0,0,0,0,0,518,0,0,95,423,0,0,0,0,0
"3526065","2018-07-01","under construction",384,23,0,19,342,33,23,0,10,0,0,0,0,0,0,351,0,0,9,342,0,0,0,0,0
"3526065","2019-07-01","under construction",586,21,8,70,487,85,21,8,56,0,145,0,0,0,145,356,0,0,14,342,0,0,0,0,0
"3526065","2020-07-01","under construction",926,46,4,42,834,92,46,4,42,0,145,0,0,0,145,689,0,0,0,689,0,0,0,0,0
"3526065","2021-07-01","under construction",776,38,4,35,699,77,38,4,35,0,145,0,0,0,145,554,0,0,0,554,0,0,0,0,0
"3526065","2022-07-01","under construction",327,82,4,35,206,121,82,4,35,0,0,0,0,0,0,206,0,0,0,206,0,0,0,0,0
"3526065","2023-07-01","under construction",302,58,4,0,240,62,58,4,0,0,0,0,0,0,0,240,0,0,0,240,0,0,0,0,0
"3526065","2024-07-01","under construction",33,14,4,0,15,18,14,4,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,0,0
"3526065","2025-07-01","under construction",53,26,12,0,15,38,26,12,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,0,0
"3528018","2001-07-01","starts",300,276,12,0,12,288,276,12,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0
"3528018","2002-07-01","starts",296,296,0,0,0,296,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3528018","2003-07-01","starts",180,174,4,0,2,180,174,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3528018","2004-07-01","starts",171,159,12,0,0,171,159,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3528018","2005-07-01","starts",121,116,2,0,3,118,116,2,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0
"3528018","2006-07-01","starts",304,202,14,44,44,243,202,12,29,0,44,0,0,0,44,17,0,2,15,0,0,0,0,0,0
"3528018","2007-07-01","starts",111,103,0,4,4,103,103,0,0,0,4,0,0,0,4,4,0,0,4,0,0,0,0,0,0
"3528018","2008-07-01","starts",140,108,0,32,0,140,108,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3528018","2009-07-01","starts",113,91,0,22,0,91,91,0,0,0,0,0,0,0,0,22,0,0,22,0,0,0,0,0,0
"3528018","2010-07-01","starts",90,71,10,9,0,90,71,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3528018","2011-07-01","starts",91,67,10,11,3,91,67,10,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3528018","2012-07-01","starts",110,72,10,25,3,94,72,10,9,3,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0
"3528018","2013-07-01","starts",67,52,12,3,0,67,52,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3528018","2014-07-01","starts",103,78,10,15,0,103,78,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3528018","2015-07-01","starts",117,61,14,18,24,88,61,14,13,0,0,0,0,0,0,29,0,0,5,24,0,0,0,0,0
"3528018","2016-07-01","starts",189,137,4,18,30,152,137,4,11,0,6,0,0,0,6,31,0,0,7,24,0,0,0,0,0
"3528018","2017-07-01","starts",515,429,10,64,12,515,429,10,64,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3528018","2018-07-01","starts",304,260,12,32,0,301,257,12,32,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
"3528018","2019-07-01","starts",159,129,16,0,14,135,123,12,0,0,0,0,0,0,0,24,6,4,0,14,0,0,0,0,0
"3528018","2020-07-01","starts",169,122,2,45,0,167,120,2,45,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
"3528018","2021-07-01","starts",198,176,22,0,0,198,176,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3528018","2022-07-01","starts",242,196,46,0,0,242,196,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3528018","2023-07-01","starts",171,113,2,50,6,165,113,2,50,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0
"3528018","2024-07-01","starts",282,144,14,124,0,282,144,14,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3528018","2025-07-01","starts",102,20,0,82,0,102,20,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3528018","2001-07-01","completions",139,89,8,30,12,111,89,8,14,0,20,0,0,8,12,8,0,0,8,0,0,0,0,0,0
"3528018","2002-07-01","completions",826,776,44,6,0,820,776,44,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0
"3528018","2003-07-01","completions",293,287,6,0,0,293,287,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3528018","2004-07-01","completions",176,164,10,0,2,176,164,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3528018","2005-07-01","completions",155,149,6,0,0,155,149,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3528018","2006-07-01","completions",201,160,14,24,3,184,160,12,12,0,0,0,0,0,0,17,0,2,12,3,0,0,0,0,0
"3528018","2007-07-01","completions",224,151,0,25,48,168,151,0,17,0,48,0,0,0,48,8,0,0,8,0,0,0,0,0,0
"3528018","2008-07-01","completions",101,101,0,0,0,101,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3528018","2009-07-01","completions",128,88,0,40,0,120,88,0,32,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0
"3528018","2010-07-01","completions",100,76,4,20,0,86,76,4,6,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0
"3528018","2011-07-01","completions",86,69,14,3,0,86,69,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3528018","2012-07-01","completions",117,75,12,30,0,101,75,12,14,0,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0
"3528018","2013-07-01","completions",75,56,10,9,0,75,56,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3528018","2014-07-01","completions",93,73,12,8,0,93,73,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3528018","2015-07-01","completions",100,69,14,17,0,100,69,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3528018","2016-07-01","completions",111,72,4,11,24,82,72,4,6,0,0,0,0,0,0,29,0,0,5,24,0,0,0,0,0
"3528018","2017-07-01","completions",490,434,8,18,30,453,434,8,11,0,0,0,0,0,0,37,0,0,7,30,0,0,0,0,0
"3528018","2018-07-01","completions",370,278,14,54,24,368,276,14,54,24,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
"3528018","2019-07-01","completions",180,152,14,0,14,157,147,10,0,0,0,0,0,0,0,23,5,4,0,14,0,0,0,0,0
"3528018","2020-07-01","completions",143,137,6,0,0,139,133,6,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
"3528018","2021-07-01","completions",238,153,8,77,0,238,153,8,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3528018","2022-07-01","completions",249,193,56,0,0,249,193,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3528018","2023-07-01","completions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3528018","2024-07-01","completions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3528018","2025-07-01","completions",977,674,154,132,17,960,674,154,132,0,3,0,0,0,3,14,0,0,0,14,0,0,0,0,0
"3528018","2001-07-01","under construction",713,659,48,6,0,707,659,48,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0
"3528018","2002-07-01","under construction",183,179,4,0,0,183,179,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3528018","2003-07-01","under construction",70,66,2,0,2,70,66,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3528018","2004-07-01","under construction",65,61,4,0,0,65,61,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3528018","2005-07-01","under construction",31,28,0,0,3,28,28,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0
"3528018","2006-07-01","under construction",135,70,0,21,44,87,70,0,17,0,44,0,0,0,44,4,0,0,4,0,0,0,0,0,0
"3528018","2007-07-01","under construction",22,22,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3528018","2008-07-01","under construction",61,29,0,32,0,61,29,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3528018","2009-07-01","under construction",46,32,0,14,0,32,32,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0
"3528018","2010-07-01","under construction",36,27,6,3,0,36,27,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3528018","2011-07-01","under construction",41,25,2,11,3,41,25,2,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3528018","2012-07-01","under construction",33,22,2,6,3,33,22,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
