"ref_date","dguid","index","value"
2024,1214002,"Transportation",0.2599
2024,1214006,"Housing and transportation",0.2923
2024,1214006,"Housing",0.1024
2024,1214006,"Transportation",0.1899
2024,1214010,"Transportation",0.2993
2024,1215001,"Housing and transportation",0.2371
2024,1215001,"Housing",0.0883
2024,1215001,"Transportation",0.1488
2024,1215002,"Housing and transportation",0.3012
2024,1215002,"Housing",0.1376
2024,1215002,"Transportation",0.1636
2024,1215006,"Housing and transportation",0.2625
2024,1215006,"Housing",0.0977
2024,1215006,"Transportation",0.1649
2024,1215008,"Transportation",0.1822
2024,1215011,"Housing and transportation",0.2554
2024,1215011,"Housing",0.0905
2024,1215011,"Transportation",0.1649
2024,1216001,"Housing and transportation",0.2751
2024,1216001,"Housing",0.1017
2024,1216001,"Transportation",0.1734
2024,1216006,"Housing and transportation",0.3024
2024,1216006,"Housing",0.1256
2024,1216006,"Transportation",0.1769
2024,1216011,"Housing and transportation",0.2605
2024,1216011,"Housing",0.0801
2024,1216011,"Transportation",0.1804
2024,1216014,"Transportation",0.21
2024,1217008,"Housing and transportation",0.2795
2024,1217008,"Housing",0.0228
2024,1217008,"Transportation",0.2567
2024,1217020,"Housing and transportation",0.2867
2024,1217020,"Housing",0.0237
2024,1217020,"Transportation",0.263
2024,1217030,"Housing and transportation",0.3467
2024,1217030,"Housing",0.1394
2024,1217030,"Transportation",0.2073
2024,1218001,"Housing and transportation",0.255
2024,1218001,"Housing",0.1036
2024,1218001,"Transportation",0.1514
2024,1218003,"Transportation",0.1893
2024,1218006,"Housing and transportation",0.2669
2024,1218006,"Housing",0.1002
2024,1218006,"Transportation",0.1667
2024,1301001,"Transportation",0.1183
2024,1301002,"Transportation",0.1393
2024,1301004,"Housing and transportation",0.2052
2024,1301004,"Housing",0.1096
2024,1301004,"Transportation",0.0956
2024,1301006,"Housing and transportation",0.2787
2024,1301006,"Housing",0.1553
2024,1301006,"Transportation",0.1234
2024,1301016,"Transportation",0.0945
2024,1302004,"Housing and transportation",0.3064
2024,1302004,"Housing",0.0662
2024,1302004,"Transportation",0.2402
2024,1302006,"Housing and transportation",0.3079
2024,1302006,"Housing",0.0455
2024,1302006,"Transportation",0.2624
2024,1302008,"Transportation",0.2281
2024,1302011,"Housing and transportation",0.3052
2024,1302011,"Housing",0.0771
2024,1302011,"Transportation",0.2281
2024,1302012,"Housing and transportation",0.3645
2024,1302012,"Housing",0.1003
2024,1302012,"Transportation",0.2642
2024,1302016,"Housing and transportation",0.3089
2024,1302016,"Housing",0.1017
2024,1302016,"Transportation",0.2072
2024,1302018,"Housing and transportation",0.3605
2024,1302018,"Housing",0.1291
2024,1302018,"Transportation",0.2314
2024,1302021,"Transportation",0.2297
2024,1302024,"Transportation",0.1957
2024,1302026,"Housing and transportation",0.3385
2024,1302026,"Housing",0.1257
2024,1302026,"Transportation",0.2128
2024,1302028,"Transportation",0.2281
2024,1302031,"Housing and transportation",0.2737
2024,1302031,"Housing",0.0872
2024,1302031,"Transportation",0.1865
2024,1302034,"Housing and transportation",0.344
2024,1302034,"Housing",0.1038
2024,1302034,"Transportation",0.2402
2024,1302037,"Housing and transportation",0.4135
2024,1302037,"Housing",0.1344
2024,1302037,"Transportation",0.2791
2024,1302039,"Transportation",0.2624
2024,1302042,"Transportation",0.2331
2024,1302044,"Housing and transportation",0.3106
2024,1302044,"Housing",0.0498
2024,1302044,"Transportation",0.2607
2024,1302052,"Housing and transportation",0.3071
2024,1302052,"Housing",0.0985
2024,1302052,"Transportation",0.2086
2024,1303001,"Transportation",0.2673
2024,1303004,"Transportation",0.2733
2024,1303005,"Transportation",0.2541
2024,1303006,"Transportation",0.2673
2024,1303008,"Housing and transportation",0.3307
2024,1303008,"Housing",0.1209
2024,1303008,"Transportation",0.2098
2024,1303011,"Housing and transportation",0.3215
2024,1303011,"Housing",0.1188
2024,1303011,"Transportation",0.2027
2024,1303012,"Housing and transportation",0.3295
2024,1303012,"Housing",0.1313
2024,1303012,"Transportation",0.1982
2024,1303013,"Transportation",0.2854
2024,1303014,"Transportation",0.2673
2024,1303016,"Housing and transportation",0.3187
2024,1303016,"Housing",0.1089
2024,1303016,"Transportation",0.2098
2024,1303018,"Transportation",0.2987
2024,1304001,"Transportation",0.1245
2024,1304004,"Transportation",0.1271
2024,1304005,"Transportation",0.1228
2024,1304006,"Housing and transportation",0.2307
2024,1304006,"Housing",0.0584
2024,1304006,"Transportation",0.1724
2024,1304008,"Housing and transportation",0.2496
2024,1304008,"Housing",0.0659
2024,1304008,"Transportation",0.1837
2024,1304011,"Housing and transportation",0.1969
2024,1304011,"Housing",0.0642
2024,1304011,"Transportation",0.1328
2024,1304013,"Transportation",0.1308
2024,1304014,"Transportation",0.1514
2024,1304018,"Transportation",0.1455
2024,1304021,"Transportation",0.1262
2024,1304022,"Housing and transportation",0.2702
2024,1304022,"Housing",0.0895
2024,1304022,"Transportation",0.1807
2024,1304024,"Transportation",0.1436
2024,1304025,"Housing and transportation",0.2665
2024,1304025,"Housing",0.0872
2024,1304025,"Transportation",0.1793
2024,1305001,"Transportation",0.1741
2024,1305004,"Transportation",0.1226
2024,1305006,"Housing and transportation",0.2264
2024,1305006,"Housing",0.1286
2024,1305006,"Transportation",0.0978
2024,1305007,"Housing and transportation",0.2221
2024,1305007,"Housing",0.1208
2024,1305007,"Transportation",0.1012
2024,1305008,"Housing and transportation",0.2064
2024,1305008,"Housing",0.1148
2024,1305008,"Transportation",0.0916
2024,1305011,"Transportation",0.1049
2024,1305014,"Housing and transportation",0.2315
2024,1305014,"Housing",0.1213
2024,1305014,"Transportation",0.1102
2024,1305015,"Housing and transportation",0.2009
2024,1305015,"Housing",0.1121
2024,1305015,"Transportation",0.0888
2024,1305016,"Transportation",0.1116
2024,1305018,"Transportation",0.1243
2024,1305021,"Housing and transportation",0.2216
2024,1305021,"Housing",0.1048
2024,1305021,"Transportation",0.1168
2024,1305022,"Housing and transportation",0.302
2024,1305022,"Housing",0.1431
2024,1305022,"Transportation",0.1588
2024,1305023,"Housing and transportation",0.2667
2024,1305023,"Housing",0.1317
2024,1305023,"Transportation",0.135
2024,1305024,"Transportation",0.1138
2024,1305026,"Transportation",0.1395
2024,1305028,"Transportation",0.1377
2024,1305031,"Housing and transportation",0.2021
2024,1305031,"Housing",0.0837
2024,1305031,"Transportation",0.1184
2024,1305034,"Transportation",0.1209
2024,1305036,"Transportation",0.1299
2024,1305038,"Transportation",0.1329
2024,1305045,"Housing and transportation",0.2017
2024,1305045,"Housing",0.1146
2024,1305045,"Transportation",0.087
2024,1305057,"Housing and transportation",0.2026
2024,1305057,"Housing",0.1255
2024,1305057,"Transportation",0.077
2024,1306001,"Transportation",0.1507
2024,1306003,"Transportation",0.1476
2024,1306004,"Housing and transportation",0.2342
2024,1306004,"Housing",0.066
2024,1306004,"Transportation",0.1682
2024,1306006,"Transportation",0.1099
2024,1306008,"Transportation",0.1517
2024,1306011,"Transportation",0.1305
2024,1306014,"Housing and transportation",0.2143
2024,1306014,"Housing",0.1157
2024,1306014,"Transportation",0.0986
2024,1306020,"Housing and transportation",0.2551
2024,1306020,"Housing",0.1459
2024,1306020,"Transportation",0.1092
2024,1306025,"Transportation",0.1315
2024,1307001,"Transportation",0.1266
2024,1307002,"Transportation",0.1595
2024,1307004,"Transportation",0.1493
2024,1307005,"Housing and transportation",0.2078
2024,1307005,"Housing",0.1051
2024,1307005,"Transportation",0.1027
2024,1307007,"Housing and transportation",0.2259
2024,1307007,"Housing",0.1151
2024,1307007,"Transportation",0.1108
2024,1307008,"Transportation",0.1161
2024,1307009,"Housing and transportation",0.2703
2024,1307009,"Housing",0.1474
2024,1307009,"Transportation",0.1229
2024,1307011,"Transportation",0.1358
2024,1307012,"Transportation",0.1472
2024,1307013,"Housing and transportation",0.2113
2024,1307013,"Housing",0.1074
2024,1307013,"Transportation",0.1039
2024,1307016,"Housing and transportation",0.2226
2024,1307016,"Housing",0.1133
2024,1307016,"Transportation",0.1093
2024,1307019,"Housing and transportation",0.2077
2024,1307019,"Housing",0.1151
2024,1307019,"Transportation",0.0925
2024,1307022,"Housing and transportation",0.2884
2024,1307022,"Housing",0.1646
2024,1307022,"Transportation",0.1238
2024,1307024,"Housing and transportation",0.222
2024,1307024,"Housing",0.1043
2024,1307024,"Transportation",0.1178
2024,1307028,"Housing and transportation",0.2646
2024,1307028,"Housing",0.1476
2024,1307028,"Transportation",0.1169
2024,1307029,"Housing and transportation",0.2419
2024,1307029,"Housing",0.1153
2024,1307029,"Transportation",0.1266
2024,1307045,"Housing and transportation",0.2512
2024,1307045,"Housing",0.1545
2024,1307045,"Transportation",0.0968
2024,1307052,"Housing and transportation",0.2836
2024,1307052,"Housing",0.1579
2024,1307052,"Transportation",0.1257
2024,1308001,"Housing and transportation",0.2085
2024,1308001,"Housing",0.1034
2024,1308001,"Transportation",0.1051
2024,1308002,"Housing and transportation",0.2243
2024,1308002,"Housing",0.1128
2024,1308002,"Transportation",0.1115
2024,1308004,"Housing and transportation",0.2027
2024,1308004,"Housing",0.0856
2024,1308004,"Transportation",0.1172
2024,1308005,"Housing and transportation",0.2759
2024,1308005,"Housing",0.1402
2024,1308005,"Transportation",0.1357
2024,1308006,"Transportation",0.1172
2024,1308007,"Housing and transportation",0.2299
2024,1308007,"Housing",0.1249
2024,1308007,"Transportation",0.1051
2024,1308008,"Housing and transportation",0.2369
2024,1308008,"Housing",0.1107
2024,1308008,"Transportation",0.1262
2024,1308010,"Housing and transportation",0.2432
2024,1308010,"Housing",0.0736
2024,1308010,"Transportation",0.1696
2024,1308014,"Transportation",0.1444
2024,1308015,"Housing and transportation",0.16
2024,1308015,"Housing",0.0114
2024,1308015,"Transportation",0.1486
2024,1308016,"Housing and transportation",0.2084
2024,1308016,"Housing",0.0859
2024,1308016,"Transportation",0.1224
2024,1308017,"Transportation",0.128
2024,1308018,"Housing and transportation",0.3079
2024,1308018,"Housing",0.1368
2024,1308018,"Transportation",0.1711
2024,1308019,"Housing and transportation",0.2082
2024,1308019,"Housing",0.0876
2024,1308019,"Transportation",0.1206
2024,1308021,"Transportation",0.1147
2024,1308022,"Housing and transportation",0.2977
2024,1308022,"Housing",0.1308
2024,1308022,"Transportation",0.1668
2024,1308024,"Transportation",0.1262
2024,1308026,"Transportation",0.128
2024,1309001,"Housing and transportation",0.2008
2024,1309001,"Housing",0.073
2024,1309001,"Transportation",0.1277
2024,1309004,"Housing and transportation",0.2001
2024,1309004,"Housing",0.0761
2024,1309004,"Transportation",0.124
2024,1309006,"Transportation",0.1082
2024,1309011,"Transportation",0.114
2024,1309014,"Transportation",0.1205
2024,1309016,"Transportation",0.1485
2024,1309017,"Housing and transportation",0.3048
2024,1309017,"Housing",0.1233
2024,1309017,"Transportation",0.1815
2024,1309018,"Transportation",0.1406
2024,1309019,"Transportation",0.1188
2024,1309021,"Transportation",0.1585
2024,1309022,"Transportation",0.1539
2024,1309023,"Transportation",0.1913
2024,1309026,"Housing and transportation",0.1873
2024,1309026,"Housing",0.0686
2024,1309026,"Transportation",0.1188
2024,1309027,"Housing and transportation",0.2206
2024,1309027,"Housing",0.0731
2024,1309027,"Transportation",0.1475
2024,1309028,"Housing and transportation",0.1999
2024,1309028,"Housing",0.0828
2024,1309028,"Transportation",0.1172
2024,1309031,"Transportation",0.1268
2024,1309035,"Housing and transportation",0.1783
2024,1309035,"Housing",0.0056
2024,1309035,"Transportation",0.1726
2024,1309036,"Housing and transportation",0.2237
2024,1309036,"Housing",0.0831
2024,1309036,"Transportation",0.1406
2024,1309038,"Housing and transportation",0.2496
2024,1309038,"Housing",0.1135
2024,1309038,"Transportation",0.1361
2024,1309044,"Transportation",0.1485
2024,1309050,"Housing and transportation",0.252
2024,1309050,"Housing",0.1234
2024,1309050,"Transportation",0.1287
2024,1310001,"Housing and transportation",0.2127
2024,1310001,"Housing",0.1313
2024,1310001,"Transportation",0.0814
2024,1310002,"Housing and transportation",0.1705
2024,1310002,"Housing",0.0975
2024,1310002,"Transportation",0.073
2024,1310004,"Housing and transportation",0.1966
2024,1310004,"Housing",0.0837
2024,1310004,"Transportation",0.1129
2024,1310005,"Transportation",0.1332
2024,1310006,"Housing and transportation",0.2475
2024,1310006,"Housing",0.0941
2024,1310006,"Transportation",0.1534
2024,1310008,"Transportation",0.1402
2024,1310011,"Transportation",0.1366
2024,1310012,"Transportation",0.1303
2024,1310014,"Transportation",0.1193
2024,1310016,"Transportation",0.1219
2024,1310017,"Housing and transportation",0.1917
2024,1310017,"Housing",0.1118
2024,1310017,"Transportation",0.0799
2024,1310018,"Transportation",0.0814
2024,1310019,"Transportation",0.1764
2024,1310021,"Transportation",0.1137
2024,1310024,"Housing and transportation",0.1931
2024,1310024,"Housing",0.0713
2024,1310024,"Transportation",0.1219
2024,1310025,"Transportation",0.1546
2024,1310026,"Housing and transportation",0.2103
2024,1310026,"Housing",0.0974
2024,1310026,"Transportation",0.1129
2024,1310028,"Housing and transportation",0.2105
2024,1310028,"Housing",0.1131
2024,1310028,"Transportation",0.0973
2024,1310031,"Housing and transportation",0.2194
2024,1310031,"Housing",0.1273
2024,1310031,"Transportation",0.0921
2024,1310032,"Housing and transportation",0.2758
2024,1310032,"Housing",0.1598
2024,1310032,"Transportation",0.116
2024,1310034,"Transportation",0.1412
2024,1310036,"Transportation",0.1303
2024,1310037,"Transportation",0.1546
2024,1310054,"Transportation",0.1227
2024,1311001,"Housing and transportation",0.1858
2024,1311001,"Housing",0.0983
2024,1311001,"Transportation",0.0875
2024,1311004,"Housing and transportation",0.1886
2024,1311004,"Housing",0.1115
2024,1311004,"Transportation",0.0771
2024,1311005,"Transportation",0.1134
2024,1311006,"Housing and transportation",0.2435
2024,1311006,"Housing",0.1407
2024,1311006,"Transportation",0.1028
2024,1311008,"Housing and transportation",0.1612
2024,1311008,"Housing",0.0832
2024,1311008,"Transportation",0.0781
2024,1311011,"Housing and transportation",0.1865
2024,1311011,"Housing",0.0857
2024,1311011,"Transportation",0.1008
2024,1311012,"Housing and transportation",0.237
2024,1311012,"Housing",0.1442
2024,1311012,"Transportation",0.0928
2024,1311014,"Housing and transportation",0.1857
2024,1311014,"Housing",0.0988
2024,1311014,"Transportation",0.0869
2024,1311018,"Transportation",0.0928
2024,1311019,"Transportation",0.1086
2024,1311021,"Transportation",0.0822
2024,1311024,"Transportation",0.0921
2024,1311026,"Transportation",0.1042
2024,1311027,"Housing and transportation",0.1812
2024,1311027,"Housing",0.0943
2024,1311027,"Transportation",0.0869
2024,1311028,"Housing and transportation",0.1669
2024,1311028,"Housing",0.072
2024,1311028,"Transportation",0.0949
2024,1311030,"Transportation",0.1177
2024,1311031,"Housing and transportation",0.1538
2024,1311031,"Housing",0.0663
2024,1311031,"Transportation",0.0875
2024,1312001,"Housing and transportation",0.4414
2024,1312001,"Housing",0.0663
2024,1312001,"Transportation",0.3751
2024,1312002,"Transportation",0.3751
2024,1312004,"Transportation",0.3626
2024,1312006,"Housing and transportation",0.5521
2024,1312006,"Housing",0.1135
2024,1312006,"Transportation",0.4386
2024,1312007,"Transportation",0.4029
2024,1312008,"Transportation",0.3602
2024,1312009,"Housing and transportation",0.5349
2024,1312009,"Housing",0.1032
2024,1312009,"Transportation",0.4317
2024,1312011,"Housing and transportation",0.5149
2024,1312011,"Housing",0.0691
2024,1312011,"Transportation",0.4458
2024,1312014,"Housing and transportation",0.4598
2024,1312014,"Housing",0.0821
2024,1312014,"Transportation",0.3777
2024,1312016,"Housing and transportation",0.3887
2024,1312016,"Housing",0.0967
2024,1312016,"Transportation",0.292
2024,1312019,"Housing and transportation",0.5031
2024,1312019,"Housing",0.133
2024,1312019,"Transportation",0.37
2024,1312021,"Housing and transportation",0.39
2024,1312021,"Housing",0.1018
2024,1312021,"Transportation",0.2882
2024,1312023,"Housing and transportation",0.4841
2024,1312023,"Housing",0.1263
2024,1312023,"Transportation",0.3578
2024,1313002,"Housing and transportation",0.2418
2024,1313002,"Housing",0.1169
