"dguid","price","beds","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
1103021,"average","Total",90725,137888.888888889,156333.333333333,188875,237025,271750,324362.5,243325,316083.333333333,361312.5
1103021,"average","2",NA,131500,163500,77000,226633.333333333,138333.333333333,252500,259375,314500,135000
1103021,"average","1",NA,NA,NA,NA,NA,NA,NA,185000,NA,NA
1103022,"average","3",NA,NA,461333.333333333,260166.666666667,371000,436250,516320,390000,1050000,324000
1103022,"average","Total",NA,NA,461333.333333333,260166.666666667,371000,436250,516320,390000,1050000,324000
1103023,"average","2",125000,131500,NA,NA,NA,NA,NA,NA,155250,NA
1103023,"average","3",65000,NA,200268.888888889,356000,NA,310000,NA,285000,401500,NA
1103023,"average","Total",95000,131500,200268.888888889,356000,NA,310000,NA,285000,303000,NA
1103024,"average","3",265000,166633.333333333,170890,177211.764705882,234071.428571429,265378.571428571,320290,342980,299488.888888889,381490
1103024,"average","Total",265000,143580,144100,158265.217391304,198727.272727273,254370.588235294,275737.5,278100,305107.692307692,340778.571428571
1103024,"average","2",NA,109000,77125,100750,136875,203000,213980,197000,370666.666666667,239000
1103024,"average","1",NA,NA,NA,112250,NA,NA,139000,NA,NA,NA
1103024,"average","0",NA,NA,NA,NA,NA,NA,NA,NA,159000,NA
1103025,"average","2",114057.142857143,124407.894736842,132621.875,134542.105263158,173230,230486.363636364,272750,268578.947368421,282059.95,220625
1103025,"average","3",167405,193821.734265734,178032.035211268,218346.888888889,273734.5234375,333893.753246753,359723.153846154,369780.978723404,386759.565217391,421986.363636364
1103025,"average","Total",159459.574468085,185680.604938272,170160.55952381,208007.337662338,254033.560509554,319962.361581921,346571.966942149,351051.859649123,371248.511111111,380103.614457831
1103025,"average","1",NA,NA,61750,NA,128625,143000,160000,157500,NA,160000
1103025,"average","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,175000
1103027,"average","3",119000,176125,NA,134666.666666667,252500,332500,301666.666666667,249000,542000,372500
1103027,"average","Total",119000,156900,145000,134666.666666667,207666.666666667,216250,301666.666666667,249000,317333.333333333,333750
1103027,"average","1",NA,80000,NA,NA,NA,NA,NA,NA,NA,NA
1103027,"average","2",NA,NA,145000,NA,118000,1e+05,NA,NA,205000,295000
1103029,"average","3",189000,190300,215906.666666667,299711.111111111,326455,347242.5,521333.333333333,412000,361666.666666667,550000
1103029,"average","Total",189000,190300,215906.666666667,287191.666666667,316363.529411765,366024.6875,421800,359625,361666.666666667,620000
1103029,"average","2",NA,NA,NA,249633.333333333,154900,497500,272500,202500,NA,655000
1103033,"average","3",NA,147500,NA,182000,NA,NA,NA,NA,359250,NA
1103033,"average","Total",NA,147500,NA,182000,NA,NA,NA,NA,339166.666666667,NA
1103033,"average","2",NA,NA,NA,NA,NA,NA,NA,NA,299000,NA
1103035,"average","3",NA,488000,271000,357620,437333.333333333,289900,612500,272500,444000,475800
1103035,"average","Total",NA,488000,271000,332183.333333333,437333.333333333,184950,456666.666666667,272500,444000,448166.666666667
1103035,"average","2",NA,NA,NA,205000,NA,NA,NA,NA,NA,310000
1103035,"average","1",NA,NA,NA,NA,NA,80000,145000,NA,NA,NA
1103039,"average","3",75000,195750,238300,105750,249583.333333333,328500,334350,355262.25,412300,319166.666666667
1103039,"average","Total",75000,163166.666666667,214114.285714286,104600,233214.285714286,328500,334350,326699.8,354225,300625
1103039,"average","2",NA,98000,NA,1e+05,NA,NA,NA,212450,180000,245000
1103039,"average","1",NA,NA,69000,NA,135000,NA,NA,NA,NA,NA
1103040,"average","2",155750,152500,164000,94250,176833.333333333,189100,NA,225500,211000,257125
1103040,"average","3",118333.333333333,130833.333333333,196703.846153846,188191.666666667,264146.153846154,263825.6,340916.666666667,318333.333333333,359303.846153846,343285.333333333
1103040,"average","Total",133300,128458.333333333,194367.857142857,174771.428571429,250552.941176471,251371.333333333,340916.666666667,301454.545454545,339530,319230.823529412
1103040,"average","0",NA,59000,NA,NA,NA,NA,NA,NA,NA,NA
1103040,"average","1",NA,NA,NA,NA,295000,NA,NA,NA,NA,279000
1103042,"average","3",375000,116333.333333333,166253.846153846,99750,325483.333333333,189500,315633.333333333,252500,317500,389750
1103042,"average","Total",375000,116333.333333333,166120,99750,273487.5,183333.333333333,284225,225833.333333333,301750,318500
1103042,"average","2",NA,NA,165250,NA,117500,171000,190000,172500,286000,176000
1103043,"average","3",149666.666666667,197057.692307692,178325,191771.428571429,281277.666666667,316400,309992.857142857,384873.75,369250,441377.272727273
1103043,"average","Total",149666.666666667,188875,178325,170740,257863.545454545,297000,299556.25,351090,368000,441377.272727273
1103043,"average","2",NA,82500,NA,121666.666666667,195000,307800,226500,261000,364666.666666667,NA
1103043,"average","1",NA,NA,NA,NA,110000,159000,NA,NA,NA,NA
1103050,"average","3",NA,135000,58750,72500,NA,167500,237500,NA,435000,235000
1103050,"average","Total",NA,135000,58750,72500,NA,167500,237500,NA,435000,235000
1103052,"average","3",158725,80300,148740,335000,141842.857142857,374000,322500,509000,414380,NA
1103052,"average","Total",158725,80300,150945.454545455,227857.142857143,141842.857142857,314940,289000,451666.666666667,319487.5,275000
1103052,"average","2",NA,NA,173000,72500,NA,75000,155000,165000,161333.333333333,275000
1103052,"average","1",NA,NA,NA,110000,NA,82400,NA,NA,NA,NA
1103053,"average","2",225000,205000,NA,224500,NA,NA,199000,NA,285000,NA
1103053,"average","3",145000,285000,367250,159071.428571429,460000,425000,575000,NA,4e+05,316666.666666667
1103053,"average","Total",185000,258333.333333333,367250,173611.111111111,460000,425000,387000,NA,361666.666666667,316666.666666667
1103055,"average","3",NA,147500,76500,NA,65000,237950,365000,330000,NA,266666.666666667
1103055,"average","Total",NA,147500,76500,92500,65000,237950,365000,379500,80500,266666.666666667
1103055,"average","2",NA,NA,NA,92500,NA,NA,NA,429000,NA,NA
1103055,"average","1",NA,NA,NA,NA,NA,NA,NA,NA,80500,NA
1103059,"average","3",265500,178333.333333333,219200,108500,190700,253500,320960,307666.666666667,265400,NA
1103059,"average","Total",265500,183750,197166.666666667,108500,190700,253500,303300,259500,252142.857142857,290000
1103059,"average","2",NA,2e+05,87000,NA,NA,NA,215000,115000,219000,290000
1103060,"average","3",NA,167500,NA,117500,NA,221800,420000,189000,310000,260000
1103060,"average","Total",NA,167500,NA,117500,NA,205666.666666667,420000,189000,310000,256666.666666667
1103060,"average","2",NA,NA,NA,NA,NA,125000,NA,NA,NA,250000
1103061,"average","2",87000,93100,117833.333333333,100666.666666667,262000,150000,389000,250000,296833.333333333,141225
1103061,"average","3",1681666.66666667,111918.181818182,182423.076923077,204700,316583.333333333,275878.571428571,293480,427700,378400,339000
1103061,"average","Total",1043800,101200,165294.117647059,180692.307692308,302937.5,260143.75,325320,398083.333333333,340753.846153846,218862.5
1103061,"average","0",NA,70000,NA,NA,NA,NA,NA,NA,NA,NA
1103061,"average","1",NA,55000,85000,NA,NA,NA,NA,NA,NA,169000
1103062,"average","2",NA,NA,70000,NA,NA,NA,NA,NA,NA,225000
1103062,"average","3",NA,NA,56000,NA,NA,85000,175000,321666.666666667,NA,277000
1103062,"average","Total",NA,NA,63000,NA,NA,85000,175000,321666.666666667,NA,251000
1103063,"average","2",63000,NA,NA,182000,213780,NA,357000,335000,303750,155000
1103063,"average","3",148966.666666667,144214.285714286,177540,256222.222222222,259950,249222.222222222,295700,210000,280750,411625
1103063,"average","Total",127475,144214.285714286,177540,248800,246370.588235294,249222.222222222,309322.222222222,241250,292250,342900
1103063,"average","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,168900
1103064,"average","2",210000,101500,94000,99500,219000,173580,184200,290000,156666.666666667,158280
1103064,"average","3",147566.666666667,185909.090909091,204710,208305.555555556,292423.076923077,281112.933333333,269920,229229.411764706,293838.461538462,305541.666666667
1103064,"average","Total",156485.714285714,150333.333333333,182568,202578.947368421,287178.571428571,262674.666666667,236813.636363636,233185.714285714,268118.75,253938.888888889
1103064,"average","1",NA,52000,NA,NA,NA,155000,120050,130000,NA,113000
1103065,"average","3",199500,198253.846153846,165320,226687.5,300743.75,280580.952380952,307732.258064516,283984.615384615,369756.266666667,372245.238095238
1103065,"average","Total",199500,198253.846153846,171427.272727273,222470.588235294,264627.941176471,268288,290380.555555556,267936.842105263,307188.869565217,311746.774193548
1103065,"average","2",NA,NA,232500,155000,177950,203750,182800,263200,189875,213000
1103065,"average","0",NA,NA,NA,NA,NA,NA,NA,83000,NA,71500
1103066,"average","3",158000,70000,1e+05,203500,147000,123000,710000,549000,NA,224950
1103066,"average","Total",158000,70000,96000,203500,147000,123000,457000,549000,NA,224950
1103066,"average","2",NA,NA,88000,NA,NA,NA,330500,NA,NA,NA
1103067,"average","3",137112.5,191136.363636364,165744.444444444,205495,237875,307393.378378378,351250,346518.181818182,356955,325361.538461538
1103067,"average","Total",137112.5,178987.785714286,160586.666666667,181896.153846154,232122.619047619,296045.666666667,337980,333225,337770.161290323,322300
1103067,"average","2",NA,134443,123750,103233.333333333,177475,257083.333333333,240666.666666667,251000,261400,282500
1103067,"average","1",NA,NA,95000,NA,NA,141000,NA,123000,240000,NA
1103067,"average","0",NA,NA,NA,NA,NA,265000,NA,NA,NA,NA
1103068,"average","3",NA,457500,290000,NA,NA,NA,NA,NA,NA,858000
1103068,"average","Total",NA,457500,290000,NA,NA,NA,NA,NA,NA,858000
