"year","geo","dguid","stir","chn","total","o","om","onm","r","rs","rns","other"
2021,"Saint-Honoré-de-Témiscouata","2413090","50% or more","Household examined for core housing need",0,0,0,0,0,0,0,0
2021,"Saint-Honoré-de-Témiscouata","2413090","50% or more","In core need",0,0,0,0,0,0,0,0
2021,"Pohénégamook","2413095","Total","Total",1160,905,355,555,250,45,210,0
2021,"Pohénégamook","2413095","Total","Household examined for core housing need",1160,905,355,555,250,45,210,0
2021,"Pohénégamook","2413095","Total","In core need",0,0,0,0,0,0,0,0
2021,"Pohénégamook","2413095","50% or more","Total",15,15,0,0,0,0,0,0
2021,"Pohénégamook","2413095","50% or more","Household examined for core housing need",15,15,0,0,0,0,0,0
2021,"Pohénégamook","2413095","50% or more","In core need",0,0,0,0,0,0,0,0
2021,"Saint-Athanase","2413100","Total","Total",140,125,60,65,20,0,20,0
2021,"Saint-Athanase","2413100","Total","Household examined for core housing need",135,125,60,65,0,0,0,0
2021,"Saint-Athanase","2413100","Total","In core need",0,0,0,0,0,0,0,0
2021,"Saint-Athanase","2413100","50% or more","Total",0,0,0,0,0,0,0,0
2021,"Saint-Athanase","2413100","50% or more","Household examined for core housing need",0,0,0,0,0,0,0,0
2021,"Saint-Athanase","2413100","50% or more","In core need",0,0,0,0,0,0,0,0
2021,"Kamouraska","2414","Total","Total",9155,6760,3215,3545,2395,260,2135,0
2021,"Kamouraska","2414","Total","Household examined for core housing need",9095,6730,3200,3530,2365,255,2110,0
2021,"Kamouraska","2414","Total","In core need",325,175,115,60,155,0,145,0
2021,"Kamouraska","2414","50% or more","Total",200,110,95,15,90,0,85,0
2021,"Kamouraska","2414","50% or more","Household examined for core housing need",150,90,80,0,60,0,60,0
2021,"Kamouraska","2414","50% or more","In core need",90,50,40,0,40,0,40,0
2021,"Mont-Carmel","2414005","Total","Total",525,445,215,230,80,0,70,0
2021,"Mont-Carmel","2414005","Total","Household examined for core housing need",515,440,215,230,80,0,70,0
2021,"Mont-Carmel","2414005","Total","In core need",40,20,0,0,20,0,20,0
2021,"Mont-Carmel","2414005","50% or more","Total",0,0,0,0,0,0,0,0
2021,"Mont-Carmel","2414005","50% or more","Household examined for core housing need",0,0,0,0,0,0,0,0
2021,"Mont-Carmel","2414005","50% or more","In core need",0,0,0,0,0,0,0,0
2021,"Saint-Bruno-de-Kamouraska","2414010","Total","Total",230,205,100,105,30,0,30,0
2021,"Saint-Bruno-de-Kamouraska","2414010","Total","Household examined for core housing need",230,205,100,105,30,0,30,0
2021,"Saint-Bruno-de-Kamouraska","2414010","Total","In core need",0,0,0,0,0,0,0,0
2021,"Saint-Bruno-de-Kamouraska","2414010","50% or more","Total",0,0,0,0,0,0,0,0
2021,"Saint-Bruno-de-Kamouraska","2414010","50% or more","Household examined for core housing need",0,0,0,0,0,0,0,0
2021,"Saint-Bruno-de-Kamouraska","2414010","50% or more","In core need",0,0,0,0,0,0,0,0
2021,"Saint-Pascal","2414018","Total","Total",1535,1055,425,630,475,70,410,0
2021,"Saint-Pascal","2414018","Total","Household examined for core housing need",1525,1055,425,630,470,70,405,0
2021,"Saint-Pascal","2414018","Total","In core need",20,0,0,0,20,0,15,0
2021,"Saint-Pascal","2414018","50% or more","Total",20,0,0,0,20,0,20,0
2021,"Saint-Pascal","2414018","50% or more","Household examined for core housing need",20,0,0,0,0,0,0,0
2021,"Saint-Pascal","2414018","50% or more","In core need",0,0,0,0,0,0,0,0
2021,"Sainte-Hélène-de-Kamouraska","2414025","Total","Total",350,290,145,145,60,0,60,0
2021,"Sainte-Hélène-de-Kamouraska","2414025","Total","Household examined for core housing need",350,290,145,145,60,0,60,0
2021,"Sainte-Hélène-de-Kamouraska","2414025","Total","In core need",20,0,0,0,15,0,15,0
2021,"Sainte-Hélène-de-Kamouraska","2414025","50% or more","Total",0,0,0,0,0,0,0,0
2021,"Sainte-Hélène-de-Kamouraska","2414025","50% or more","Household examined for core housing need",0,0,0,0,0,0,0,0
2021,"Sainte-Hélène-de-Kamouraska","2414025","50% or more","In core need",0,0,0,0,0,0,0,0
2021,"Saint-Joseph-de-Kamouraska","2414030","Total","Total",150,125,60,70,20,0,15,0
2021,"Saint-Joseph-de-Kamouraska","2414030","Total","Household examined for core housing need",150,125,60,70,20,0,15,0
2021,"Saint-Joseph-de-Kamouraska","2414030","Total","In core need",0,0,0,0,0,0,0,0
2021,"Saint-Joseph-de-Kamouraska","2414030","50% or more","Total",0,0,0,0,0,0,0,0
2021,"Saint-Joseph-de-Kamouraska","2414030","50% or more","Household examined for core housing need",0,0,0,0,0,0,0,0
2021,"Saint-Joseph-de-Kamouraska","2414030","50% or more","In core need",0,0,0,0,0,0,0,0
2021,"Saint-Alexandre-de-Kamouraska","2414035","Total","Total",850,630,395,235,220,20,205,0
2021,"Saint-Alexandre-de-Kamouraska","2414035","Total","Household examined for core housing need",840,630,395,230,210,20,190,0
2021,"Saint-Alexandre-de-Kamouraska","2414035","Total","In core need",0,0,0,0,0,0,0,0
2021,"Saint-Alexandre-de-Kamouraska","2414035","50% or more","Total",20,0,0,0,0,0,0,0
2021,"Saint-Alexandre-de-Kamouraska","2414035","50% or more","Household examined for core housing need",0,0,0,0,0,0,0,0
2021,"Saint-Alexandre-de-Kamouraska","2414035","50% or more","In core need",0,0,0,0,0,0,0,0
2021,"Saint-André-de-Kamouraska","2414040","Total","Total",230,165,90,75,60,0,50,0
2021,"Saint-André-de-Kamouraska","2414040","Total","Household examined for core housing need",230,165,90,75,60,0,50,0
2021,"Saint-André-de-Kamouraska","2414040","Total","In core need",0,0,0,0,0,0,0,0
2021,"Saint-André-de-Kamouraska","2414040","50% or more","Total",0,0,0,0,0,0,0,0
2021,"Saint-André-de-Kamouraska","2414040","50% or more","Household examined for core housing need",0,0,0,0,0,0,0,0
2021,"Saint-André-de-Kamouraska","2414040","50% or more","In core need",0,0,0,0,0,0,0,0
2021,"Saint-Germain","2414045","Total","Total",120,115,50,65,0,0,0,0
2021,"Saint-Germain","2414045","Total","Household examined for core housing need",115,110,45,65,0,0,0,0
2021,"Saint-Germain","2414045","Total","In core need",0,0,0,0,0,0,0,0
2021,"Saint-Germain","2414045","50% or more","Total",0,0,0,0,0,0,0,0
2021,"Saint-Germain","2414045","50% or more","Household examined for core housing need",0,0,0,0,0,0,0,0
2021,"Saint-Germain","2414045","50% or more","In core need",0,0,0,0,0,0,0,0
2021,"Kamouraska","2414050","Total","Total",265,235,110,130,30,0,20,0
2021,"Kamouraska","2414050","Total","Household examined for core housing need",255,230,100,130,30,0,20,0
2021,"Kamouraska","2414050","Total","In core need",0,0,0,0,0,0,0,0
2021,"Kamouraska","2414050","50% or more","Total",0,0,0,0,0,0,0,0
2021,"Kamouraska","2414050","50% or more","Household examined for core housing need",0,0,0,0,0,0,0,0
2021,"Kamouraska","2414050","50% or more","In core need",0,0,0,0,0,0,0,0
2021,"Saint-Denis-De La Bouteillerie","2414055","Total","Total",215,185,90,95,30,0,30,0
2021,"Saint-Denis-De La Bouteillerie","2414055","Total","Household examined for core housing need",210,180,85,95,30,0,30,0
2021,"Saint-Denis-De La Bouteillerie","2414055","Total","In core need",0,0,0,0,0,0,0,0
2021,"Saint-Denis-De La Bouteillerie","2414055","50% or more","Total",0,0,0,0,0,0,0,0
2021,"Saint-Denis-De La Bouteillerie","2414055","50% or more","Household examined for core housing need",0,0,0,0,0,0,0,0
2021,"Saint-Denis-De La Bouteillerie","2414055","50% or more","In core need",0,0,0,0,0,0,0,0
2021,"Saint-Philippe-de-Néri","2414060","Total","Total",360,250,130,125,105,0,90,0
2021,"Saint-Philippe-de-Néri","2414060","Total","Household examined for core housing need",360,250,130,125,105,0,90,0
2021,"Saint-Philippe-de-Néri","2414060","Total","In core need",35,25,20,0,0,0,0,0
2021,"Saint-Philippe-de-Néri","2414060","50% or more","Total",0,0,0,0,0,0,0,0
2021,"Saint-Philippe-de-Néri","2414060","50% or more","Household examined for core housing need",0,0,0,0,0,0,0,0
2021,"Saint-Philippe-de-Néri","2414060","50% or more","In core need",0,0,0,0,0,0,0,0
2021,"Rivière-Ouelle","2414065","Total","Total",430,370,150,220,60,0,60,0
2021,"Rivière-Ouelle","2414065","Total","Household examined for core housing need",425,365,150,210,60,0,60,0
2021,"Rivière-Ouelle","2414065","Total","In core need",30,25,25,0,0,0,0,0
2021,"Rivière-Ouelle","2414065","50% or more","Total",15,15,0,0,0,0,0,0
2021,"Rivière-Ouelle","2414065","50% or more","Household examined for core housing need",0,0,0,0,0,0,0,0
2021,"Rivière-Ouelle","2414065","50% or more","In core need",0,0,0,0,0,0,0,0
2021,"Saint-Pacôme","2414070","Total","Total",695,540,235,305,150,20,135,0
2021,"Saint-Pacôme","2414070","Total","Household examined for core housing need",695,540,235,305,150,20,135,0
2021,"Saint-Pacôme","2414070","Total","In core need",45,30,20,0,20,0,20,0
2021,"Saint-Pacôme","2414070","50% or more","Total",25,15,0,0,0,0,0,0
2021,"Saint-Pacôme","2414070","50% or more","Household examined for core housing need",25,15,0,0,0,0,0,0
2021,"Saint-Pacôme","2414070","50% or more","In core need",20,15,0,0,0,0,0,0
2021,"Saint-Gabriel-Lalemant","2414075","Total","Total",320,285,155,130,35,0,25,0
2021,"Saint-Gabriel-Lalemant","2414075","Total","Household examined for core housing need",320,285,155,130,35,0,25,0
2021,"Saint-Gabriel-Lalemant","2414075","Total","In core need",20,15,0,0,0,0,0,0
2021,"Saint-Gabriel-Lalemant","2414075","50% or more","Total",0,0,0,0,0,0,0,0
2021,"Saint-Gabriel-Lalemant","2414075","50% or more","Household examined for core housing need",0,0,0,0,0,0,0,0
2021,"Saint-Gabriel-Lalemant","2414075","50% or more","In core need",0,0,0,0,0,0,0,0
2021,"Saint-Onésime-d'Ixworth","2414080","Total","Total",240,225,115,110,15,0,15,0
2021,"Saint-Onésime-d'Ixworth","2414080","Total","Household examined for core housing need",240,225,115,110,15,0,15,0
2021,"Saint-Onésime-d'Ixworth","2414080","Total","In core need",0,0,0,0,0,0,0,0
2021,"Saint-Onésime-d'Ixworth","2414080","50% or more","Total",0,0,0,0,0,0,0,0
2021,"Saint-Onésime-d'Ixworth","2414080","50% or more","Household examined for core housing need",0,0,0,0,0,0,0,0
2021,"Saint-Onésime-d'Ixworth","2414080","50% or more","In core need",0,0,0,0,0,0,0,0
2021,"La Pocatière","2414085","Total","Total",1965,1045,490,560,915,95,820,0
2021,"La Pocatière","2414085","Total","Household examined for core housing need",1950,1045,490,560,905,95,810,0
2021,"La Pocatière","2414085","Total","In core need",40,0,0,0,35,0,25,0
2021,"La Pocatière","2414085","50% or more","Total",55,0,0,0,50,0,45,0
2021,"La Pocatière","2414085","50% or more","Household examined for core housing need",40,0,0,0,35,0,35,0
2021,"La Pocatière","2414085","50% or more","In core need",20,0,0,0,20,0,20,0
2021,"Sainte-Anne-de-la-Pocatière","2414090","Total","Total",680,585,265,320,90,0,90,0
2021,"Sainte-Anne-de-la-Pocatière","2414090","Total","Household examined for core housing need",680,585,265,320,90,0,90,0
2021,"Sainte-Anne-de-la-Pocatière","2414090","Total","In core need",0,0,0,0,0,0,0,0
2021,"Sainte-Anne-de-la-Pocatière","2414090","50% or more","Total",0,0,0,0,0,0,0,0
2021,"Sainte-Anne-de-la-Pocatière","2414090","50% or more","Household examined for core housing need",0,0,0,0,0,0,0,0
2021,"Sainte-Anne-de-la-Pocatière","2414090","50% or more","In core need",0,0,0,0,0,0,0,0
2021,"Picard","2414902","Total","Total",NA,NA,NA,NA,NA,NA,NA,NA
2021,"Picard","2414902","Total","Household examined for core housing need",NA,NA,NA,NA,NA,NA,NA,NA
2021,"Picard","2414902","Total","In core need",NA,NA,NA,NA,NA,NA,NA,NA
2021,"Picard","2414902","50% or more","Total",NA,NA,NA,NA,NA,NA,NA,NA
2021,"Picard","2414902","50% or more","Household examined for core housing need",NA,NA,NA,NA,NA,NA,NA,NA
2021,"Picard","2414902","50% or more","In core need",NA,NA,NA,NA,NA,NA,NA,NA
2021,"Petit-Lac-Sainte-Anne","2414904","Total","Total",NA,NA,NA,NA,NA,NA,NA,NA
2021,"Petit-Lac-Sainte-Anne","2414904","Total","Household examined for core housing need",NA,NA,NA,NA,NA,NA,NA,NA
2021,"Petit-Lac-Sainte-Anne","2414904","Total","In core need",NA,NA,NA,NA,NA,NA,NA,NA
2021,"Petit-Lac-Sainte-Anne","2414904","50% or more","Total",NA,NA,NA,NA,NA,NA,NA,NA
2021,"Petit-Lac-Sainte-Anne","2414904","50% or more","Household examined for core housing need",NA,NA,NA,NA,NA,NA,NA,NA
2021,"Petit-Lac-Sainte-Anne","2414904","50% or more","In core need",NA,NA,NA,NA,NA,NA,NA,NA
2021,"Charlevoix-Est","2415","Total","Total",7115,5205,2680,2520,1910,125,1780,0
2021,"Charlevoix-Est","2415","Total","Household examined for core housing need",7075,5165,2650,2515,1910,125,1780,0
2021,"Charlevoix-Est","2415","Total","In core need",170,75,30,45,100,0,95,0
2021,"Charlevoix-Est","2415","50% or more","Total",185,130,110,20,55,0,40,0
2021,"Charlevoix-Est","2415","50% or more","Household examined for core housing need",160,105,85,15,55,0,40,0
2021,"Charlevoix-Est","2415","50% or more","In core need",40,25,15,0,0,0,0,0
2021,"Saint-Irénée","2415005","Total","Total",325,270,90,175,55,0,55,0
2021,"Saint-Irénée","2415005","Total","Household examined for core housing need",325,270,90,175,55,0,55,0
2021,"Saint-Irénée","2415005","Total","In core need",0,0,0,0,0,0,0,0
2021,"Saint-Irénée","2415005","50% or more","Total",0,0,0,0,0,0,0,0
2021,"Saint-Irénée","2415005","50% or more","Household examined for core housing need",0,0,0,0,0,0,0,0
2021,"Saint-Irénée","2415005","50% or more","In core need",0,0,0,0,0,0,0,0
2021,"La Malbaie","2415013","Total","Total",3815,2630,1400,1230,1185,75,1110,0
2021,"La Malbaie","2415013","Total","Household examined for core housing need",3795,2610,1375,1230,1185,75,1110,0
2021,"La Malbaie","2415013","Total","In core need",70,20,0,0,55,0,50,0
2021,"La Malbaie","2415013","50% or more","Total",105,75,70,0,35,0,25,0
2021,"La Malbaie","2415013","50% or more","Household examined for core housing need",90,60,55,0,35,0,25,0
2021,"La Malbaie","2415013","50% or more","In core need",15,0,0,0,0,0,0,0
2021,"Notre-Dame-des-Monts","2415025","Total","Total",330,310,155,155,25,0,25,0
2021,"Notre-Dame-des-Monts","2415025","Total","Household examined for core housing need",330,310,155,155,25,0,25,0
2021,"Notre-Dame-des-Monts","2415025","Total","In core need",20,15,0,0,0,0,0,0
2021,"Notre-Dame-des-Monts","2415025","50% or more","Total",0,0,0,0,0,0,0,0
2021,"Notre-Dame-des-Monts","2415025","50% or more","Household examined for core housing need",0,0,0,0,0,0,0,0
2021,"Notre-Dame-des-Monts","2415025","50% or more","In core need",0,0,0,0,0,0,0,0
2021,"Saint-Aimé-des-Lacs","2415030","Total","Total",515,455,270,185,60,0,60,0
2021,"Saint-Aimé-des-Lacs","2415030","Total","Household examined for core housing need",510,450,265,185,60,0,60,0
2021,"Saint-Aimé-des-Lacs","2415030","Total","In core need",15,0,0,0,0,0,0,0
2021,"Saint-Aimé-des-Lacs","2415030","50% or more","Total",15,15,0,0,0,0,0,0
2021,"Saint-Aimé-des-Lacs","2415030","50% or more","Household examined for core housing need",0,0,0,0,0,0,0,0
2021,"Saint-Aimé-des-Lacs","2415030","50% or more","In core need",0,0,0,0,0,0,0,0
2021,"Clermont","2415035","Total","Total",1425,965,530,430,460,40,415,0
2021,"Clermont","2415035","Total","Household examined for core housing need",1420,960,530,425,460,40,415,0
2021,"Clermont","2415035","Total","In core need",15,0,0,0,15,0,15,0
2021,"Clermont","2415035","50% or more","Total",35,0,0,0,20,0,15,0
2021,"Clermont","2415035","50% or more","Household examined for core housing need",30,0,0,0,20,0,15,0
2021,"Clermont","2415035","50% or more","In core need",0,0,0,0,0,0,0,0
2021,"Saint-Siméon","2415058","Total","Total",515,420,180,240,100,0,95,0
2021,"Saint-Siméon","2415058","Total","Household examined for core housing need",515,410,175,240,100,0,95,0
2021,"Saint-Siméon","2415058","Total","In core need",0,0,0,0,0,0,0,0
2021,"Saint-Siméon","2415058","50% or more","Total",20,20,0,0,0,0,0,0
2021,"Saint-Siméon","2415058","50% or more","Household examined for core housing need",20,20,0,0,0,0,0,0
2021,"Saint-Siméon","2415058","50% or more","In core need",0,0,0,0,0,0,0,0
2021,"Baie-Sainte-Catherine","2415065","Total","Total",NA,NA,NA,NA,NA,NA,NA,NA
2021,"Baie-Sainte-Catherine","2415065","Total","Household examined for core housing need",NA,NA,NA,NA,NA,NA,NA,NA
2021,"Baie-Sainte-Catherine","2415065","Total","In core need",NA,NA,NA,NA,NA,NA,NA,NA
2021,"Baie-Sainte-Catherine","2415065","50% or more","Total",NA,NA,NA,NA,NA,NA,NA,NA
2021,"Baie-Sainte-Catherine","2415065","50% or more","Household examined for core housing need",NA,NA,NA,NA,NA,NA,NA,NA
2021,"Baie-Sainte-Catherine","2415065","50% or more","In core need",NA,NA,NA,NA,NA,NA,NA,NA
2021,"Mont-Élie","2415902","Total","Total",NA,NA,NA,NA,NA,NA,NA,NA
2021,"Mont-Élie","2415902","Total","Household examined for core housing need",NA,NA,NA,NA,NA,NA,NA,NA
2021,"Mont-Élie","2415902","Total","In core need",NA,NA,NA,NA,NA,NA,NA,NA
2021,"Mont-Élie","2415902","50% or more","Total",NA,NA,NA,NA,NA,NA,NA,NA
2021,"Mont-Élie","2415902","50% or more","Household examined for core housing need",NA,NA,NA,NA,NA,NA,NA,NA
2021,"Mont-Élie","2415902","50% or more","In core need",NA,NA,NA,NA,NA,NA,NA,NA
2021,"Sagard","2415904","Total","Total",NA,NA,NA,NA,NA,NA,NA,NA
2021,"Sagard","2415904","Total","Household examined for core housing need",NA,NA,NA,NA,NA,NA,NA,NA
2021,"Sagard","2415904","Total","In core need",NA,NA,NA,NA,NA,NA,NA,NA
2021,"Sagard","2415904","50% or more","Total",NA,NA,NA,NA,NA,NA,NA,NA
2021,"Sagard","2415904","50% or more","Household examined for core housing need",NA,NA,NA,NA,NA,NA,NA,NA
2021,"Sagard","2415904","50% or more","In core need",NA,NA,NA,NA,NA,NA,NA,NA
2021,"Charlevoix","2416","Total","Total",6110,4345,2005,2335,1770,145,1625,0
2021,"Charlevoix","2416","Total","Household examined for core housing need",6055,4320,1990,2330,1740,145,1595,0
2021,"Charlevoix","2416","Total","In core need",270,120,75,45,150,0,145,0
2021,"Charlevoix","2416","50% or more","Total",170,90,80,0,80,0,75,0
2021,"Charlevoix","2416","50% or more","Household examined for core housing need",125,70,65,0,50,0,45,0
2021,"Charlevoix","2416","50% or more","In core need",55,25,20,0,30,0,30,0
2021,"Petite-Rivière-Saint-François","2416005","Total","Total",425,340,175,170,85,0,85,0
2021,"Petite-Rivière-Saint-François","2416005","Total","Household examined for core housing need",425,340,175,170,85,0,85,0
2021,"Petite-Rivière-Saint-François","2416005","Total","In core need",40,0,0,0,25,0,25,0
2021,"Petite-Rivière-Saint-François","2416005","50% or more","Total",0,0,0,0,0,0,0,0
2021,"Petite-Rivière-Saint-François","2416005","50% or more","Household examined for core housing need",0,0,0,0,0,0,0,0
2021,"Petite-Rivière-Saint-François","2416005","50% or more","In core need",0,0,0,0,0,0,0,0
2021,"Baie-Saint-Paul","2416013","Total","Total",3405,2165,990,1175,1240,130,1110,0
2021,"Baie-Saint-Paul","2416013","Total","Household examined for core housing need",3370,2155,980,1170,1215,130,1090,0
2021,"Baie-Saint-Paul","2416013","Total","In core need",80,0,0,0,65,0,60,0
2021,"Baie-Saint-Paul","2416013","50% or more","Total",120,50,40,0,70,0,65,0
2021,"Baie-Saint-Paul","2416013","50% or more","Household examined for core housing need",95,40,35,0,50,0,45,0
2021,"Baie-Saint-Paul","2416013","50% or more","In core need",35,0,0,0,30,0,30,0
2021,"L'Isle-aux-Coudres","2416023","Total","Total",580,465,190,280,115,0,110,0
2021,"L'Isle-aux-Coudres","2416023","Total","Household examined for core housing need",575,465,190,275,115,0,110,0
2021,"L'Isle-aux-Coudres","2416023","Total","In core need",0,0,0,0,0,0,0,0
2021,"L'Isle-aux-Coudres","2416023","50% or more","Total",0,0,0,0,0,0,0,0
2021,"L'Isle-aux-Coudres","2416023","50% or more","Household examined for core housing need",0,0,0,0,0,0,0,0
2021,"L'Isle-aux-Coudres","2416023","50% or more","In core need",0,0,0,0,0,0,0,0
2021,"Les Éboulements","2416048","Total","Total",625,505,265,245,125,0,125,0
2021,"Les Éboulements","2416048","Total","Household examined for core housing need",620,505,265,245,120,0,120,0
2021,"Les Éboulements","2416048","Total","In core need",50,35,25,0,0,0,0,0
2021,"Les Éboulements","2416048","50% or more","Total",20,15,15,0,0,0,0,0
2021,"Les Éboulements","2416048","50% or more","Household examined for core housing need",15,15,15,0,0,0,0,0
2021,"Les Éboulements","2416048","50% or more","In core need",0,0,0,0,0,0,0,0
2021,"Saint-Hilarion","2416050","Total","Total",500,420,205,210,85,0,75,0
2021,"Saint-Hilarion","2416050","Total","Household examined for core housing need",495,410,200,210,80,0,70,0
2021,"Saint-Hilarion","2416050","Total","In core need",40,25,0,0,0,0,0,0
2021,"Saint-Hilarion","2416050","50% or more","Total",0,0,0,0,0,0,0,0
2021,"Saint-Hilarion","2416050","50% or more","Household examined for core housing need",0,0,0,0,0,0,0,0
2021,"Saint-Hilarion","2416050","50% or more","In core need",0,0,0,0,0,0,0,0
2021,"Saint-Urbain","2416055","Total","Total",570,445,185,260,120,0,120,0
2021,"Saint-Urbain","2416055","Total","Household examined for core housing need",570,445,185,260,120,0,120,0
2021,"Saint-Urbain","2416055","Total","In core need",40,20,0,0,20,0,20,0
2021,"Saint-Urbain","2416055","50% or more","Total",0,0,0,0,0,0,0,0
2021,"Saint-Urbain","2416055","50% or more","Household examined for core housing need",0,0,0,0,0,0,0,0
2021,"Saint-Urbain","2416055","50% or more","In core need",0,0,0,0,0,0,0,0
2021,"Lac-Pikauba","2416902","Total","Total",NA,NA,NA,NA,NA,NA,NA,NA
2021,"Lac-Pikauba","2416902","Total","Household examined for core housing need",NA,NA,NA,NA,NA,NA,NA,NA
2021,"Lac-Pikauba","2416902","Total","In core need",NA,NA,NA,NA,NA,NA,NA,NA
2021,"Lac-Pikauba","2416902","50% or more","Total",NA,NA,NA,NA,NA,NA,NA,NA
2021,"Lac-Pikauba","2416902","50% or more","Household examined for core housing need",NA,NA,NA,NA,NA,NA,NA,NA
2021,"Lac-Pikauba","2416902","50% or more","In core need",NA,NA,NA,NA,NA,NA,NA,NA
2021,"L'Islet","2417","Total","Total",8005,6305,2895,3415,1700,210,1485,0
2021,"L'Islet","2417","Total","Household examined for core housing need",7935,6250,2860,3395,1680,210,1465,0
2021,"L'Islet","2417","Total","In core need",295,225,140,85,70,0,70,0
2021,"L'Islet","2417","50% or more","Total",170,110,80,25,65,10,50,0
2021,"L'Islet","2417","50% or more","Household examined for core housing need",125,75,55,20,50,10,35,0
2021,"L'Islet","2417","50% or more","In core need",65,40,25,15,25,0,25,0
2021,"Saint-Omer","2417005","Total","Total",140,120,50,75,25,0,15,0
2021,"Saint-Omer","2417005","Total","Household examined for core housing need",140,120,50,75,25,0,15,0
2021,"Saint-Omer","2417005","Total","In core need",0,0,0,0,0,0,0,0
2021,"Saint-Omer","2417005","50% or more","Total",0,0,0,0,0,0,0,0
2021,"Saint-Omer","2417005","50% or more","Household examined for core housing need",0,0,0,0,0,0,0,0
2021,"Saint-Omer","2417005","50% or more","In core need",0,0,0,0,0,0,0,0
2021,"Saint-Pamphile","2417010","Total","Total",1080,850,340,510,230,45,185,0
2021,"Saint-Pamphile","2417010","Total","Household examined for core housing need",1075,845,335,510,230,45,185,0
2021,"Saint-Pamphile","2417010","Total","In core need",0,0,0,0,0,0,0,0
2021,"Saint-Pamphile","2417010","50% or more","Total",40,20,0,0,25,0,0,0
2021,"Saint-Pamphile","2417010","50% or more","Household examined for core housing need",35,20,0,0,15,0,0,0
2021,"Saint-Pamphile","2417010","50% or more","In core need",0,0,0,0,0,0,0,0
2021,"Saint-Adalbert","2417015","Total","Total",205,170,80,95,35,0,30,0
2021,"Saint-Adalbert","2417015","Total","Household examined for core housing need",200,165,80,90,35,0,30,0
2021,"Saint-Adalbert","2417015","Total","In core need",0,0,0,0,0,0,0,0
2021,"Saint-Adalbert","2417015","50% or more","Total",0,0,0,0,0,0,0,0
2021,"Saint-Adalbert","2417015","50% or more","Household examined for core housing need",0,0,0,0,0,0,0,0
2021,"Saint-Adalbert","2417015","50% or more","In core need",0,0,0,0,0,0,0,0
2021,"Saint-Marcel","2417020","Total","Total",185,175,85,95,0,0,0,0
2021,"Saint-Marcel","2417020","Total","Household examined for core housing need",185,175,85,95,0,0,0,0
2021,"Saint-Marcel","2417020","Total","In core need",0,0,0,0,0,0,0,0
2021,"Saint-Marcel","2417020","50% or more","Total",0,0,0,0,0,0,0,0
2021,"Saint-Marcel","2417020","50% or more","Household examined for core housing need",0,0,0,0,0,0,0,0
2021,"Saint-Marcel","2417020","50% or more","In core need",0,0,0,0,0,0,0,0
2021,"Sainte-Félicité","2417025","Total","Total",165,140,60,80,20,0,15,0
2021,"Sainte-Félicité","2417025","Total","Household examined for core housing need",160,135,55,80,20,0,15,0
2021,"Sainte-Félicité","2417025","Total","In core need",20,20,0,15,0,0,0,0
2021,"Sainte-Félicité","2417025","50% or more","Total",0,0,0,0,0,0,0,0
2021,"Sainte-Félicité","2417025","50% or more","Household examined for core housing need",0,0,0,0,0,0,0,0
2021,"Sainte-Félicité","2417025","50% or more","In core need",0,0,0,0,0,0,0,0
2021,"Sainte-Perpétue","2417030","Total","Total",750,580,290,290,165,20,145,0
2021,"Sainte-Perpétue","2417030","Total","Household examined for core housing need",750,580,290,290,165,20,145,0
2021,"Sainte-Perpétue","2417030","Total","In core need",65,55,35,20,15,0,15,0
2021,"Sainte-Perpétue","2417030","50% or more","Total",0,0,0,0,0,0,0,0
2021,"Sainte-Perpétue","2417030","50% or more","Household examined for core housing need",0,0,0,0,0,0,0,0
2021,"Sainte-Perpétue","2417030","50% or more","In core need",0,0,0,0,0,0,0,0
2021,"Tourville","2417035","Total","Total",275,220,105,115,55,20,40,0
2021,"Tourville","2417035","Total","Household examined for core housing need",265,210,105,105,55,20,40,0
2021,"Tourville","2417035","Total","In core need",35,30,25,0,0,0,0,0
2021,"Tourville","2417035","50% or more","Total",0,0,0,0,0,0,0,0
2021,"Tourville","2417035","50% or more","Household examined for core housing need",0,0,0,0,0,0,0,0
2021,"Tourville","2417035","50% or more","In core need",0,0,0,0,0,0,0,0
2021,"Saint-Damase-de-L'Islet","2417040","Total","Total",280,240,125,115,35,0,35,0
2021,"Saint-Damase-de-L'Islet","2417040","Total","Household examined for core housing need",275,235,120,115,35,0,35,0
2021,"Saint-Damase-de-L'Islet","2417040","Total","In core need",25,20,0,0,0,0,0,0
2021,"Saint-Damase-de-L'Islet","2417040","50% or more","Total",0,0,0,0,0,0,0,0
2021,"Saint-Damase-de-L'Islet","2417040","50% or more","Household examined for core housing need",0,0,0,0,0,0,0,0
2021,"Saint-Damase-de-L'Islet","2417040","50% or more","In core need",0,0,0,0,0,0,0,0
2021,"Saint-Cyrille-de-Lessard","2417045","Total","Total",380,320,145,180,60,0,60,0
2021,"Saint-Cyrille-de-Lessard","2417045","Total","Household examined for core housing need",380,315,135,180,60,0,60,0
2021,"Saint-Cyrille-de-Lessard","2417045","Total","In core need",15,15,0,0,0,0,0,0
2021,"Saint-Cyrille-de-Lessard","2417045","50% or more","Total",0,0,0,0,0,0,0,0
2021,"Saint-Cyrille-de-Lessard","2417045","50% or more","Household examined for core housing need",0,0,0,0,0,0,0,0
2021,"Saint-Cyrille-de-Lessard","2417045","50% or more","In core need",0,0,0,0,0,0,0,0
