"year","geo","dguid","age","type","value"
2021,"Manitoba","46","0 to 14","hutterite colonies",3860
2021,"Manitoba","46","0 to 14","other",20
2021,"Manitoba","46","15 to 19","total",1605
2021,"Manitoba","46","15 to 19","health care and related",200
2021,"Manitoba","46","15 to 19","hospitals",0
2021,"Manitoba","46","15 to 19","nursing homes",0
2021,"Manitoba","46","15 to 19","senior residences",0
2021,"Manitoba","46","15 to 19","mix of nursing home and senior residences",0
2021,"Manitoba","46","15 to 19","residential care facilities",200
2021,"Manitoba","46","15 to 19","correctional facilities",135
2021,"Manitoba","46","15 to 19","shelters",40
2021,"Manitoba","46","15 to 19","service collective",115
2021,"Manitoba","46","15 to 19","lodging and rooming houses",15
2021,"Manitoba","46","15 to 19","hotels, motels, and temporary accommodation",25
2021,"Manitoba","46","15 to 19","other service collective",85
2021,"Manitoba","46","15 to 19","religious establishments",0
2021,"Manitoba","46","15 to 19","hutterite colonies",1075
2021,"Manitoba","46","15 to 19","other",25
2021,"Manitoba","46","15 to 17","total",920
2021,"Manitoba","46","15 to 17","health care and related",120
2021,"Manitoba","46","15 to 17","hospitals",0
2021,"Manitoba","46","15 to 17","nursing homes",0
2021,"Manitoba","46","15 to 17","senior residences",0
2021,"Manitoba","46","15 to 17","mix of nursing home and senior residences",0
2021,"Manitoba","46","15 to 17","residential care facilities",120
2021,"Manitoba","46","15 to 17","correctional facilities",75
2021,"Manitoba","46","15 to 17","shelters",30
2021,"Manitoba","46","15 to 17","service collective",45
2021,"Manitoba","46","15 to 17","lodging and rooming houses",0
2021,"Manitoba","46","15 to 17","hotels, motels, and temporary accommodation",10
2021,"Manitoba","46","15 to 17","other service collective",30
2021,"Manitoba","46","15 to 17","religious establishments",0
2021,"Manitoba","46","15 to 17","hutterite colonies",655
2021,"Manitoba","46","15 to 17","other",0
2021,"Manitoba","46","18 to 19","total",685
2021,"Manitoba","46","18 to 19","health care and related",80
2021,"Manitoba","46","18 to 19","hospitals",0
2021,"Manitoba","46","18 to 19","nursing homes",0
2021,"Manitoba","46","18 to 19","senior residences",0
2021,"Manitoba","46","18 to 19","mix of nursing home and senior residences",0
2021,"Manitoba","46","18 to 19","residential care facilities",80
2021,"Manitoba","46","18 to 19","correctional facilities",65
2021,"Manitoba","46","18 to 19","shelters",10
2021,"Manitoba","46","18 to 19","service collective",75
2021,"Manitoba","46","18 to 19","lodging and rooming houses",10
2021,"Manitoba","46","18 to 19","hotels, motels, and temporary accommodation",15
2021,"Manitoba","46","18 to 19","other service collective",50
2021,"Manitoba","46","18 to 19","religious establishments",0
2021,"Manitoba","46","18 to 19","hutterite colonies",425
2021,"Manitoba","46","18 to 19","other",25
2021,"Manitoba","46","20 to 24","total",1775
2021,"Manitoba","46","20 to 24","health care and related",165
2021,"Manitoba","46","20 to 24","hospitals",10
2021,"Manitoba","46","20 to 24","nursing homes",0
2021,"Manitoba","46","20 to 24","senior residences",0
2021,"Manitoba","46","20 to 24","mix of nursing home and senior residences",0
2021,"Manitoba","46","20 to 24","residential care facilities",155
2021,"Manitoba","46","20 to 24","correctional facilities",410
2021,"Manitoba","46","20 to 24","shelters",10
2021,"Manitoba","46","20 to 24","service collective",215
2021,"Manitoba","46","20 to 24","lodging and rooming houses",40
2021,"Manitoba","46","20 to 24","hotels, motels, and temporary accommodation",75
2021,"Manitoba","46","20 to 24","other service collective",110
2021,"Manitoba","46","20 to 24","religious establishments",0
2021,"Manitoba","46","20 to 24","hutterite colonies",860
2021,"Manitoba","46","20 to 24","other",105
2021,"Manitoba","46","25 to 29","total",1775
2021,"Manitoba","46","25 to 29","health care and related",225
2021,"Manitoba","46","25 to 29","hospitals",20
2021,"Manitoba","46","25 to 29","nursing homes",10
2021,"Manitoba","46","25 to 29","senior residences",5
2021,"Manitoba","46","25 to 29","mix of nursing home and senior residences",0
2021,"Manitoba","46","25 to 29","residential care facilities",195
2021,"Manitoba","46","25 to 29","correctional facilities",565
2021,"Manitoba","46","25 to 29","shelters",10
2021,"Manitoba","46","25 to 29","service collective",180
2021,"Manitoba","46","25 to 29","lodging and rooming houses",60
2021,"Manitoba","46","25 to 29","hotels, motels, and temporary accommodation",70
2021,"Manitoba","46","25 to 29","other service collective",45
2021,"Manitoba","46","25 to 29","religious establishments",0
2021,"Manitoba","46","25 to 29","hutterite colonies",730
2021,"Manitoba","46","25 to 29","other",60
2021,"Manitoba","46","30 to 34","total",1750
2021,"Manitoba","46","30 to 34","health care and related",260
2021,"Manitoba","46","30 to 34","hospitals",15
2021,"Manitoba","46","30 to 34","nursing homes",30
2021,"Manitoba","46","30 to 34","senior residences",0
2021,"Manitoba","46","30 to 34","mix of nursing home and senior residences",5
2021,"Manitoba","46","30 to 34","residential care facilities",205
2021,"Manitoba","46","30 to 34","correctional facilities",535
2021,"Manitoba","46","30 to 34","shelters",5
2021,"Manitoba","46","30 to 34","service collective",165
2021,"Manitoba","46","30 to 34","lodging and rooming houses",70
2021,"Manitoba","46","30 to 34","hotels, motels, and temporary accommodation",75
2021,"Manitoba","46","30 to 34","other service collective",25
2021,"Manitoba","46","30 to 34","religious establishments",0
2021,"Manitoba","46","30 to 34","hutterite colonies",740
2021,"Manitoba","46","30 to 34","other",40
2021,"Manitoba","46","35 to 39","total",1525
2021,"Manitoba","46","35 to 39","health care and related",250
2021,"Manitoba","46","35 to 39","hospitals",15
2021,"Manitoba","46","35 to 39","nursing homes",10
2021,"Manitoba","46","35 to 39","senior residences",0
2021,"Manitoba","46","35 to 39","mix of nursing home and senior residences",0
2021,"Manitoba","46","35 to 39","residential care facilities",220
2021,"Manitoba","46","35 to 39","correctional facilities",405
2021,"Manitoba","46","35 to 39","shelters",15
2021,"Manitoba","46","35 to 39","service collective",150
2021,"Manitoba","46","35 to 39","lodging and rooming houses",45
2021,"Manitoba","46","35 to 39","hotels, motels, and temporary accommodation",90
2021,"Manitoba","46","35 to 39","other service collective",15
2021,"Manitoba","46","35 to 39","religious establishments",5
2021,"Manitoba","46","35 to 39","hutterite colonies",655
2021,"Manitoba","46","35 to 39","other",45
2021,"Manitoba","46","40 to 44","total",1375
2021,"Manitoba","46","40 to 44","health care and related",200
2021,"Manitoba","46","40 to 44","hospitals",15
2021,"Manitoba","46","40 to 44","nursing homes",10
2021,"Manitoba","46","40 to 44","senior residences",0
2021,"Manitoba","46","40 to 44","mix of nursing home and senior residences",0
2021,"Manitoba","46","40 to 44","residential care facilities",170
2021,"Manitoba","46","40 to 44","correctional facilities",325
2021,"Manitoba","46","40 to 44","shelters",0
2021,"Manitoba","46","40 to 44","service collective",225
2021,"Manitoba","46","40 to 44","lodging and rooming houses",115
2021,"Manitoba","46","40 to 44","hotels, motels, and temporary accommodation",90
2021,"Manitoba","46","40 to 44","other service collective",15
2021,"Manitoba","46","40 to 44","religious establishments",5
2021,"Manitoba","46","40 to 44","hutterite colonies",580
2021,"Manitoba","46","40 to 44","other",40
2021,"Manitoba","46","45 to 49","total",1235
2021,"Manitoba","46","45 to 49","health care and related",285
2021,"Manitoba","46","45 to 49","hospitals",15
2021,"Manitoba","46","45 to 49","nursing homes",55
2021,"Manitoba","46","45 to 49","senior residences",0
2021,"Manitoba","46","45 to 49","mix of nursing home and senior residences",5
2021,"Manitoba","46","45 to 49","residential care facilities",210
2021,"Manitoba","46","45 to 49","correctional facilities",175
2021,"Manitoba","46","45 to 49","shelters",10
2021,"Manitoba","46","45 to 49","service collective",175
2021,"Manitoba","46","45 to 49","lodging and rooming houses",55
2021,"Manitoba","46","45 to 49","hotels, motels, and temporary accommodation",95
2021,"Manitoba","46","45 to 49","other service collective",20
2021,"Manitoba","46","45 to 49","religious establishments",0
2021,"Manitoba","46","45 to 49","hutterite colonies",555
2021,"Manitoba","46","45 to 49","other",40
2021,"Manitoba","46","50 to 54","total",1280
2021,"Manitoba","46","50 to 54","health care and related",370
2021,"Manitoba","46","50 to 54","hospitals",20
2021,"Manitoba","46","50 to 54","nursing homes",55
2021,"Manitoba","46","50 to 54","senior residences",15
2021,"Manitoba","46","50 to 54","mix of nursing home and senior residences",0
2021,"Manitoba","46","50 to 54","residential care facilities",275
2021,"Manitoba","46","50 to 54","correctional facilities",70
2021,"Manitoba","46","50 to 54","shelters",0
2021,"Manitoba","46","50 to 54","service collective",230
2021,"Manitoba","46","50 to 54","lodging and rooming houses",95
2021,"Manitoba","46","50 to 54","hotels, motels, and temporary accommodation",125
2021,"Manitoba","46","50 to 54","other service collective",15
2021,"Manitoba","46","50 to 54","religious establishments",10
2021,"Manitoba","46","50 to 54","hutterite colonies",565
2021,"Manitoba","46","50 to 54","other",35
2021,"Manitoba","46","55 to 59","total",1460
2021,"Manitoba","46","55 to 59","health care and related",550
2021,"Manitoba","46","55 to 59","hospitals",30
2021,"Manitoba","46","55 to 59","nursing homes",175
2021,"Manitoba","46","55 to 59","senior residences",25
2021,"Manitoba","46","55 to 59","mix of nursing home and senior residences",5
2021,"Manitoba","46","55 to 59","residential care facilities",310
2021,"Manitoba","46","55 to 59","correctional facilities",70
2021,"Manitoba","46","55 to 59","shelters",0
2021,"Manitoba","46","55 to 59","service collective",325
2021,"Manitoba","46","55 to 59","lodging and rooming houses",120
2021,"Manitoba","46","55 to 59","hotels, motels, and temporary accommodation",175
2021,"Manitoba","46","55 to 59","other service collective",30
2021,"Manitoba","46","55 to 59","religious establishments",5
2021,"Manitoba","46","55 to 59","hutterite colonies",470
2021,"Manitoba","46","55 to 59","other",30
2021,"Manitoba","46","60 to 64","total",1650
2021,"Manitoba","46","60 to 64","health care and related",770
2021,"Manitoba","46","60 to 64","hospitals",20
2021,"Manitoba","46","60 to 64","nursing homes",375
2021,"Manitoba","46","60 to 64","senior residences",70
2021,"Manitoba","46","60 to 64","mix of nursing home and senior residences",10
2021,"Manitoba","46","60 to 64","residential care facilities",290
2021,"Manitoba","46","60 to 64","correctional facilities",35
2021,"Manitoba","46","60 to 64","shelters",5
2021,"Manitoba","46","60 to 64","service collective",360
2021,"Manitoba","46","60 to 64","lodging and rooming houses",160
2021,"Manitoba","46","60 to 64","hotels, motels, and temporary accommodation",165
2021,"Manitoba","46","60 to 64","other service collective",35
2021,"Manitoba","46","60 to 64","religious establishments",10
2021,"Manitoba","46","60 to 64","hutterite colonies",450
2021,"Manitoba","46","60 to 64","other",25
2021,"Manitoba","46","65+","total",15265
2021,"Manitoba","46","65+","health care and related",13435
2021,"Manitoba","46","65+","hospitals",200
2021,"Manitoba","46","65+","nursing homes",8170
2021,"Manitoba","46","65+","senior residences",4280
2021,"Manitoba","46","65+","mix of nursing home and senior residences",415
2021,"Manitoba","46","65+","residential care facilities",370
2021,"Manitoba","46","65+","correctional facilities",25
2021,"Manitoba","46","65+","shelters",5
2021,"Manitoba","46","65+","service collective",570
2021,"Manitoba","46","65+","lodging and rooming houses",150
2021,"Manitoba","46","65+","hotels, motels, and temporary accommodation",370
2021,"Manitoba","46","65+","other service collective",60
2021,"Manitoba","46","65+","religious establishments",20
2021,"Manitoba","46","65+","hutterite colonies",1125
2021,"Manitoba","46","65+","other",90
2021,"Manitoba","46","65 to 69","total",1355
2021,"Manitoba","46","65 to 69","health care and related",690
2021,"Manitoba","46","65 to 69","hospitals",25
2021,"Manitoba","46","65 to 69","nursing homes",365
2021,"Manitoba","46","65 to 69","senior residences",105
2021,"Manitoba","46","65 to 69","mix of nursing home and senior residences",5
2021,"Manitoba","46","65 to 69","residential care facilities",185
2021,"Manitoba","46","65 to 69","correctional facilities",15
2021,"Manitoba","46","65 to 69","shelters",5
2021,"Manitoba","46","65 to 69","service collective",235
2021,"Manitoba","46","65 to 69","lodging and rooming houses",65
2021,"Manitoba","46","65 to 69","hotels, motels, and temporary accommodation",145
2021,"Manitoba","46","65 to 69","other service collective",25
2021,"Manitoba","46","65 to 69","religious establishments",5
2021,"Manitoba","46","65 to 69","hutterite colonies",365
2021,"Manitoba","46","65 to 69","other",45
2021,"Manitoba","46","70 to 74","total",1580
2021,"Manitoba","46","70 to 74","health care and related",1100
2021,"Manitoba","46","70 to 74","hospitals",45
2021,"Manitoba","46","70 to 74","nursing homes",735
2021,"Manitoba","46","70 to 74","senior residences",200
2021,"Manitoba","46","70 to 74","mix of nursing home and senior residences",20
2021,"Manitoba","46","70 to 74","residential care facilities",100
2021,"Manitoba","46","70 to 74","correctional facilities",5
2021,"Manitoba","46","70 to 74","shelters",0
2021,"Manitoba","46","70 to 74","service collective",155
2021,"Manitoba","46","70 to 74","lodging and rooming houses",40
2021,"Manitoba","46","70 to 74","hotels, motels, and temporary accommodation",105
2021,"Manitoba","46","70 to 74","other service collective",15
2021,"Manitoba","46","70 to 74","religious establishments",5
2021,"Manitoba","46","70 to 74","hutterite colonies",295
2021,"Manitoba","46","70 to 74","other",20
2021,"Manitoba","46","75 to 79","total",1640
2021,"Manitoba","46","75 to 79","health care and related",1295
2021,"Manitoba","46","75 to 79","hospitals",35
2021,"Manitoba","46","75 to 79","nursing homes",840
2021,"Manitoba","46","75 to 79","senior residences",350
2021,"Manitoba","46","75 to 79","mix of nursing home and senior residences",25
2021,"Manitoba","46","75 to 79","residential care facilities",45
2021,"Manitoba","46","75 to 79","correctional facilities",5
2021,"Manitoba","46","75 to 79","shelters",0
2021,"Manitoba","46","75 to 79","service collective",75
2021,"Manitoba","46","75 to 79","lodging and rooming houses",15
2021,"Manitoba","46","75 to 79","hotels, motels, and temporary accommodation",50
2021,"Manitoba","46","75 to 79","other service collective",10
2021,"Manitoba","46","75 to 79","religious establishments",5
2021,"Manitoba","46","75 to 79","hutterite colonies",255
2021,"Manitoba","46","75 to 79","other",10
2021,"Manitoba","46","80 to 84","total",2540
2021,"Manitoba","46","80 to 84","health care and related",2335
2021,"Manitoba","46","80 to 84","hospitals",35
2021,"Manitoba","46","80 to 84","nursing homes",1420
2021,"Manitoba","46","80 to 84","senior residences",795
2021,"Manitoba","46","80 to 84","mix of nursing home and senior residences",65
2021,"Manitoba","46","80 to 84","residential care facilities",25
2021,"Manitoba","46","80 to 84","correctional facilities",0
2021,"Manitoba","46","80 to 84","shelters",0
2021,"Manitoba","46","80 to 84","service collective",55
2021,"Manitoba","46","80 to 84","lodging and rooming houses",15
2021,"Manitoba","46","80 to 84","hotels, motels, and temporary accommodation",40
2021,"Manitoba","46","80 to 84","other service collective",5
2021,"Manitoba","46","80 to 84","religious establishments",5
2021,"Manitoba","46","80 to 84","hutterite colonies",140
2021,"Manitoba","46","80 to 84","other",5
2021,"Manitoba","46","85+","total",8150
2021,"Manitoba","46","85+","health care and related",8010
2021,"Manitoba","46","85+","hospitals",65
2021,"Manitoba","46","85+","nursing homes",4805
2021,"Manitoba","46","85+","senior residences",2835
2021,"Manitoba","46","85+","mix of nursing home and senior residences",295
2021,"Manitoba","46","85+","residential care facilities",15
2021,"Manitoba","46","85+","correctional facilities",0
2021,"Manitoba","46","85+","shelters",0
2021,"Manitoba","46","85+","service collective",55
2021,"Manitoba","46","85+","lodging and rooming houses",10
2021,"Manitoba","46","85+","hotels, motels, and temporary accommodation",35
2021,"Manitoba","46","85+","other service collective",10
2021,"Manitoba","46","85+","religious establishments",0
2021,"Manitoba","46","85+","hutterite colonies",80
2021,"Manitoba","46","85+","other",10
2021,"Saskatchewan","47","Total","total",29210
2021,"Saskatchewan","47","Total","health care and related",16255
2021,"Saskatchewan","47","Total","hospitals",305
2021,"Saskatchewan","47","Total","nursing homes",9115
2021,"Saskatchewan","47","Total","senior residences",2980
2021,"Saskatchewan","47","Total","mix of nursing home and senior residences",1280
2021,"Saskatchewan","47","Total","residential care facilities",2570
2021,"Saskatchewan","47","Total","correctional facilities",3000
2021,"Saskatchewan","47","Total","shelters",185
2021,"Saskatchewan","47","Total","service collective",2210
2021,"Saskatchewan","47","Total","lodging and rooming houses",120
2021,"Saskatchewan","47","Total","hotels, motels, and temporary accommodation",770
2021,"Saskatchewan","47","Total","other service collective",1315
2021,"Saskatchewan","47","Total","religious establishments",80
2021,"Saskatchewan","47","Total","hutterite colonies",7400
2021,"Saskatchewan","47","Total","other",85
2021,"Saskatchewan","47","0 to 14","total",2670
2021,"Saskatchewan","47","0 to 14","health care and related",340
2021,"Saskatchewan","47","0 to 14","hospitals",0
2021,"Saskatchewan","47","0 to 14","nursing homes",0
2021,"Saskatchewan","47","0 to 14","senior residences",0
2021,"Saskatchewan","47","0 to 14","mix of nursing home and senior residences",0
2021,"Saskatchewan","47","0 to 14","residential care facilities",340
2021,"Saskatchewan","47","0 to 14","correctional facilities",80
2021,"Saskatchewan","47","0 to 14","shelters",40
2021,"Saskatchewan","47","0 to 14","service collective",75
2021,"Saskatchewan","47","0 to 14","lodging and rooming houses",5
2021,"Saskatchewan","47","0 to 14","hotels, motels, and temporary accommodation",30
2021,"Saskatchewan","47","0 to 14","other service collective",40
2021,"Saskatchewan","47","0 to 14","religious establishments",0
2021,"Saskatchewan","47","0 to 14","hutterite colonies",2125
2021,"Saskatchewan","47","0 to 14","other",0
2021,"Saskatchewan","47","15 to 19","total",1370
2021,"Saskatchewan","47","15 to 19","health care and related",255
2021,"Saskatchewan","47","15 to 19","hospitals",0
2021,"Saskatchewan","47","15 to 19","nursing homes",0
2021,"Saskatchewan","47","15 to 19","senior residences",5
2021,"Saskatchewan","47","15 to 19","mix of nursing home and senior residences",0
2021,"Saskatchewan","47","15 to 19","residential care facilities",250
2021,"Saskatchewan","47","15 to 19","correctional facilities",125
2021,"Saskatchewan","47","15 to 19","shelters",30
2021,"Saskatchewan","47","15 to 19","service collective",305
2021,"Saskatchewan","47","15 to 19","lodging and rooming houses",0
2021,"Saskatchewan","47","15 to 19","hotels, motels, and temporary accommodation",15
2021,"Saskatchewan","47","15 to 19","other service collective",290
2021,"Saskatchewan","47","15 to 19","religious establishments",0
2021,"Saskatchewan","47","15 to 19","hutterite colonies",645
2021,"Saskatchewan","47","15 to 19","other",5
2021,"Saskatchewan","47","15 to 17","total",790
2021,"Saskatchewan","47","15 to 17","health care and related",190
2021,"Saskatchewan","47","15 to 17","hospitals",0
2021,"Saskatchewan","47","15 to 17","nursing homes",0
2021,"Saskatchewan","47","15 to 17","senior residences",0
2021,"Saskatchewan","47","15 to 17","mix of nursing home and senior residences",0
2021,"Saskatchewan","47","15 to 17","residential care facilities",190
2021,"Saskatchewan","47","15 to 17","correctional facilities",45
2021,"Saskatchewan","47","15 to 17","shelters",25
2021,"Saskatchewan","47","15 to 17","service collective",120
2021,"Saskatchewan","47","15 to 17","lodging and rooming houses",0
2021,"Saskatchewan","47","15 to 17","hotels, motels, and temporary accommodation",5
2021,"Saskatchewan","47","15 to 17","other service collective",115
2021,"Saskatchewan","47","15 to 17","religious establishments",0
2021,"Saskatchewan","47","15 to 17","hutterite colonies",405
2021,"Saskatchewan","47","15 to 17","other",0
2021,"Saskatchewan","47","18 to 19","total",575
2021,"Saskatchewan","47","18 to 19","health care and related",60
2021,"Saskatchewan","47","18 to 19","hospitals",0
2021,"Saskatchewan","47","18 to 19","nursing homes",0
2021,"Saskatchewan","47","18 to 19","senior residences",0
2021,"Saskatchewan","47","18 to 19","mix of nursing home and senior residences",0
2021,"Saskatchewan","47","18 to 19","residential care facilities",65
2021,"Saskatchewan","47","18 to 19","correctional facilities",80
2021,"Saskatchewan","47","18 to 19","shelters",5
2021,"Saskatchewan","47","18 to 19","service collective",185
2021,"Saskatchewan","47","18 to 19","lodging and rooming houses",0
2021,"Saskatchewan","47","18 to 19","hotels, motels, and temporary accommodation",5
2021,"Saskatchewan","47","18 to 19","other service collective",180
2021,"Saskatchewan","47","18 to 19","religious establishments",5
2021,"Saskatchewan","47","18 to 19","hutterite colonies",240
2021,"Saskatchewan","47","18 to 19","other",0
2021,"Saskatchewan","47","20 to 24","total",1430
2021,"Saskatchewan","47","20 to 24","health care and related",90
2021,"Saskatchewan","47","20 to 24","hospitals",5
2021,"Saskatchewan","47","20 to 24","nursing homes",0
2021,"Saskatchewan","47","20 to 24","senior residences",0
2021,"Saskatchewan","47","20 to 24","mix of nursing home and senior residences",0
2021,"Saskatchewan","47","20 to 24","residential care facilities",80
2021,"Saskatchewan","47","20 to 24","correctional facilities",435
2021,"Saskatchewan","47","20 to 24","shelters",5
2021,"Saskatchewan","47","20 to 24","service collective",315
2021,"Saskatchewan","47","20 to 24","lodging and rooming houses",5
2021,"Saskatchewan","47","20 to 24","hotels, motels, and temporary accommodation",35
2021,"Saskatchewan","47","20 to 24","other service collective",280
2021,"Saskatchewan","47","20 to 24","religious establishments",5
2021,"Saskatchewan","47","20 to 24","hutterite colonies",565
2021,"Saskatchewan","47","20 to 24","other",10
2021,"Saskatchewan","47","25 to 29","total",1600
2021,"Saskatchewan","47","25 to 29","health care and related",190
2021,"Saskatchewan","47","25 to 29","hospitals",10
2021,"Saskatchewan","47","25 to 29","nursing homes",15
2021,"Saskatchewan","47","25 to 29","senior residences",0
2021,"Saskatchewan","47","25 to 29","mix of nursing home and senior residences",0
2021,"Saskatchewan","47","25 to 29","residential care facilities",170
2021,"Saskatchewan","47","25 to 29","correctional facilities",610
2021,"Saskatchewan","47","25 to 29","shelters",20
2021,"Saskatchewan","47","25 to 29","service collective",155
2021,"Saskatchewan","47","25 to 29","lodging and rooming houses",5
2021,"Saskatchewan","47","25 to 29","hotels, motels, and temporary accommodation",30
2021,"Saskatchewan","47","25 to 29","other service collective",125
2021,"Saskatchewan","47","25 to 29","religious establishments",0
2021,"Saskatchewan","47","25 to 29","hutterite colonies",605
2021,"Saskatchewan","47","25 to 29","other",10
2021,"Saskatchewan","47","30 to 34","total",1475
2021,"Saskatchewan","47","30 to 34","health care and related",215
2021,"Saskatchewan","47","30 to 34","hospitals",5
2021,"Saskatchewan","47","30 to 34","nursing homes",30
2021,"Saskatchewan","47","30 to 34","senior residences",0
2021,"Saskatchewan","47","30 to 34","mix of nursing home and senior residences",0
2021,"Saskatchewan","47","30 to 34","residential care facilities",175
2021,"Saskatchewan","47","30 to 34","correctional facilities",560
2021,"Saskatchewan","47","30 to 34","shelters",35
2021,"Saskatchewan","47","30 to 34","service collective",120
2021,"Saskatchewan","47","30 to 34","lodging and rooming houses",5
2021,"Saskatchewan","47","30 to 34","hotels, motels, and temporary accommodation",45
2021,"Saskatchewan","47","30 to 34","other service collective",65
2021,"Saskatchewan","47","30 to 34","religious establishments",0
2021,"Saskatchewan","47","30 to 34","hutterite colonies",535
2021,"Saskatchewan","47","30 to 34","other",5
2021,"Saskatchewan","47","35 to 39","total",1215
2021,"Saskatchewan","47","35 to 39","health care and related",230
2021,"Saskatchewan","47","35 to 39","hospitals",15
2021,"Saskatchewan","47","35 to 39","nursing homes",30
2021,"Saskatchewan","47","35 to 39","senior residences",0
2021,"Saskatchewan","47","35 to 39","mix of nursing home and senior residences",0
2021,"Saskatchewan","47","35 to 39","residential care facilities",190
2021,"Saskatchewan","47","35 to 39","correctional facilities",435
2021,"Saskatchewan","47","35 to 39","shelters",20
2021,"Saskatchewan","47","35 to 39","service collective",90
2021,"Saskatchewan","47","35 to 39","lodging and rooming houses",10
2021,"Saskatchewan","47","35 to 39","hotels, motels, and temporary accommodation",35
2021,"Saskatchewan","47","35 to 39","other service collective",50
2021,"Saskatchewan","47","35 to 39","religious establishments",0
2021,"Saskatchewan","47","35 to 39","hutterite colonies",435
2021,"Saskatchewan","47","35 to 39","other",0
2021,"Saskatchewan","47","40 to 44","total",1030
2021,"Saskatchewan","47","40 to 44","health care and related",200
2021,"Saskatchewan","47","40 to 44","hospitals",10
2021,"Saskatchewan","47","40 to 44","nursing homes",35
2021,"Saskatchewan","47","40 to 44","senior residences",5
2021,"Saskatchewan","47","40 to 44","mix of nursing home and senior residences",0
2021,"Saskatchewan","47","40 to 44","residential care facilities",145
2021,"Saskatchewan","47","40 to 44","correctional facilities",270
2021,"Saskatchewan","47","40 to 44","shelters",5
2021,"Saskatchewan","47","40 to 44","service collective",135
2021,"Saskatchewan","47","40 to 44","lodging and rooming houses",15
2021,"Saskatchewan","47","40 to 44","hotels, motels, and temporary accommodation",65
2021,"Saskatchewan","47","40 to 44","other service collective",50
2021,"Saskatchewan","47","40 to 44","religious establishments",5
2021,"Saskatchewan","47","40 to 44","hutterite colonies",405
2021,"Saskatchewan","47","40 to 44","other",5
2021,"Saskatchewan","47","45 to 49","total",940
2021,"Saskatchewan","47","45 to 49","health care and related",235
2021,"Saskatchewan","47","45 to 49","hospitals",5
2021,"Saskatchewan","47","45 to 49","nursing homes",75
2021,"Saskatchewan","47","45 to 49","senior residences",5
2021,"Saskatchewan","47","45 to 49","mix of nursing home and senior residences",5
2021,"Saskatchewan","47","45 to 49","residential care facilities",150
2021,"Saskatchewan","47","45 to 49","correctional facilities",175
2021,"Saskatchewan","47","45 to 49","shelters",5
2021,"Saskatchewan","47","45 to 49","service collective",115
2021,"Saskatchewan","47","45 to 49","lodging and rooming houses",20
2021,"Saskatchewan","47","45 to 49","hotels, motels, and temporary accommodation",40
2021,"Saskatchewan","47","45 to 49","other service collective",55
2021,"Saskatchewan","47","45 to 49","religious establishments",5
2021,"Saskatchewan","47","45 to 49","hutterite colonies",395
2021,"Saskatchewan","47","45 to 49","other",10
2021,"Saskatchewan","47","50 to 54","total",955
2021,"Saskatchewan","47","50 to 54","health care and related",300
2021,"Saskatchewan","47","50 to 54","hospitals",5
2021,"Saskatchewan","47","50 to 54","nursing homes",100
2021,"Saskatchewan","47","50 to 54","senior residences",10
2021,"Saskatchewan","47","50 to 54","mix of nursing home and senior residences",10
2021,"Saskatchewan","47","50 to 54","residential care facilities",170
2021,"Saskatchewan","47","50 to 54","correctional facilities",110
2021,"Saskatchewan","47","50 to 54","shelters",25
2021,"Saskatchewan","47","50 to 54","service collective",140
2021,"Saskatchewan","47","50 to 54","lodging and rooming houses",20
2021,"Saskatchewan","47","50 to 54","hotels, motels, and temporary accommodation",65
2021,"Saskatchewan","47","50 to 54","other service collective",60
2021,"Saskatchewan","47","50 to 54","religious establishments",5
2021,"Saskatchewan","47","50 to 54","hutterite colonies",370
2021,"Saskatchewan","47","50 to 54","other",5
2021,"Saskatchewan","47","55 to 59","total",1125
2021,"Saskatchewan","47","55 to 59","health care and related",445
2021,"Saskatchewan","47","55 to 59","hospitals",15
2021,"Saskatchewan","47","55 to 59","nursing homes",200
2021,"Saskatchewan","47","55 to 59","senior residences",25
2021,"Saskatchewan","47","55 to 59","mix of nursing home and senior residences",10
2021,"Saskatchewan","47","55 to 59","residential care facilities",205
2021,"Saskatchewan","47","55 to 59","correctional facilities",90
2021,"Saskatchewan","47","55 to 59","shelters",0
2021,"Saskatchewan","47","55 to 59","service collective",180
2021,"Saskatchewan","47","55 to 59","lodging and rooming houses",10
2021,"Saskatchewan","47","55 to 59","hotels, motels, and temporary accommodation",105
2021,"Saskatchewan","47","55 to 59","other service collective",70
2021,"Saskatchewan","47","55 to 59","religious establishments",5
2021,"Saskatchewan","47","55 to 59","hutterite colonies",385
2021,"Saskatchewan","47","55 to 59","other",10
2021,"Saskatchewan","47","60 to 64","total",1015
2021,"Saskatchewan","47","60 to 64","health care and related",550
2021,"Saskatchewan","47","60 to 64","hospitals",15
2021,"Saskatchewan","47","60 to 64","nursing homes",305
2021,"Saskatchewan","47","60 to 64","senior residences",40
2021,"Saskatchewan","47","60 to 64","mix of nursing home and senior residences",20
2021,"Saskatchewan","47","60 to 64","residential care facilities",165
2021,"Saskatchewan","47","60 to 64","correctional facilities",55
2021,"Saskatchewan","47","60 to 64","shelters",0
2021,"Saskatchewan","47","60 to 64","service collective",155
2021,"Saskatchewan","47","60 to 64","lodging and rooming houses",10
2021,"Saskatchewan","47","60 to 64","hotels, motels, and temporary accommodation",85
2021,"Saskatchewan","47","60 to 64","other service collective",60
2021,"Saskatchewan","47","60 to 64","religious establishments",5
2021,"Saskatchewan","47","60 to 64","hutterite colonies",245
