"year","geo","dguid","age","type","value"
2021,"Saskatchewan","47","60 to 64","other",10
2021,"Saskatchewan","47","65+","total",14395
2021,"Saskatchewan","47","65+","health care and related",13200
2021,"Saskatchewan","47","65+","hospitals",225
2021,"Saskatchewan","47","65+","nursing homes",8325
2021,"Saskatchewan","47","65+","senior residences",2885
2021,"Saskatchewan","47","65+","mix of nursing home and senior residences",1240
2021,"Saskatchewan","47","65+","residential care facilities",525
2021,"Saskatchewan","47","65+","correctional facilities",55
2021,"Saskatchewan","47","65+","shelters",0
2021,"Saskatchewan","47","65+","service collective",410
2021,"Saskatchewan","47","65+","lodging and rooming houses",20
2021,"Saskatchewan","47","65+","hotels, motels, and temporary accommodation",215
2021,"Saskatchewan","47","65+","other service collective",170
2021,"Saskatchewan","47","65+","religious establishments",35
2021,"Saskatchewan","47","65+","hutterite colonies",675
2021,"Saskatchewan","47","65+","other",15
2021,"Saskatchewan","47","65 to 69","total",1065
2021,"Saskatchewan","47","65 to 69","health care and related",665
2021,"Saskatchewan","47","65 to 69","hospitals",25
2021,"Saskatchewan","47","65 to 69","nursing homes",395
2021,"Saskatchewan","47","65 to 69","senior residences",110
2021,"Saskatchewan","47","65 to 69","mix of nursing home and senior residences",20
2021,"Saskatchewan","47","65 to 69","residential care facilities",120
2021,"Saskatchewan","47","65 to 69","correctional facilities",30
2021,"Saskatchewan","47","65 to 69","shelters",0
2021,"Saskatchewan","47","65 to 69","service collective",155
2021,"Saskatchewan","47","65 to 69","lodging and rooming houses",5
2021,"Saskatchewan","47","65 to 69","hotels, motels, and temporary accommodation",95
2021,"Saskatchewan","47","65 to 69","other service collective",55
2021,"Saskatchewan","47","65 to 69","religious establishments",0
2021,"Saskatchewan","47","65 to 69","hutterite colonies",210
2021,"Saskatchewan","47","65 to 69","other",0
2021,"Saskatchewan","47","70 to 74","total",1110
2021,"Saskatchewan","47","70 to 74","health care and related",825
2021,"Saskatchewan","47","70 to 74","hospitals",20
2021,"Saskatchewan","47","70 to 74","nursing homes",525
2021,"Saskatchewan","47","70 to 74","senior residences",140
2021,"Saskatchewan","47","70 to 74","mix of nursing home and senior residences",40
2021,"Saskatchewan","47","70 to 74","residential care facilities",105
2021,"Saskatchewan","47","70 to 74","correctional facilities",15
2021,"Saskatchewan","47","70 to 74","shelters",0
2021,"Saskatchewan","47","70 to 74","service collective",110
2021,"Saskatchewan","47","70 to 74","lodging and rooming houses",0
2021,"Saskatchewan","47","70 to 74","hotels, motels, and temporary accommodation",55
2021,"Saskatchewan","47","70 to 74","other service collective",55
2021,"Saskatchewan","47","70 to 74","religious establishments",10
2021,"Saskatchewan","47","70 to 74","hutterite colonies",145
2021,"Saskatchewan","47","70 to 74","other",5
2021,"Saskatchewan","47","75 to 79","total",1480
2021,"Saskatchewan","47","75 to 79","health care and related",1265
2021,"Saskatchewan","47","75 to 79","hospitals",40
2021,"Saskatchewan","47","75 to 79","nursing homes",855
2021,"Saskatchewan","47","75 to 79","senior residences",210
2021,"Saskatchewan","47","75 to 79","mix of nursing home and senior residences",85
2021,"Saskatchewan","47","75 to 79","residential care facilities",80
2021,"Saskatchewan","47","75 to 79","correctional facilities",5
2021,"Saskatchewan","47","75 to 79","shelters",0
2021,"Saskatchewan","47","75 to 79","service collective",55
2021,"Saskatchewan","47","75 to 79","lodging and rooming houses",10
2021,"Saskatchewan","47","75 to 79","hotels, motels, and temporary accommodation",25
2021,"Saskatchewan","47","75 to 79","other service collective",20
2021,"Saskatchewan","47","75 to 79","religious establishments",10
2021,"Saskatchewan","47","75 to 79","hutterite colonies",140
2021,"Saskatchewan","47","75 to 79","other",5
2021,"Saskatchewan","47","80 to 84","total",2240
2021,"Saskatchewan","47","80 to 84","health care and related",2090
2021,"Saskatchewan","47","80 to 84","hospitals",30
2021,"Saskatchewan","47","80 to 84","nursing homes",1315
2021,"Saskatchewan","47","80 to 84","senior residences",435
2021,"Saskatchewan","47","80 to 84","mix of nursing home and senior residences",240
2021,"Saskatchewan","47","80 to 84","residential care facilities",70
2021,"Saskatchewan","47","80 to 84","correctional facilities",0
2021,"Saskatchewan","47","80 to 84","shelters",0
2021,"Saskatchewan","47","80 to 84","service collective",30
2021,"Saskatchewan","47","80 to 84","lodging and rooming houses",5
2021,"Saskatchewan","47","80 to 84","hotels, motels, and temporary accommodation",20
2021,"Saskatchewan","47","80 to 84","other service collective",15
2021,"Saskatchewan","47","80 to 84","religious establishments",10
2021,"Saskatchewan","47","80 to 84","hutterite colonies",105
2021,"Saskatchewan","47","80 to 84","other",0
2021,"Saskatchewan","47","85+","total",8500
2021,"Saskatchewan","47","85+","health care and related",8355
2021,"Saskatchewan","47","85+","hospitals",115
2021,"Saskatchewan","47","85+","nursing homes",5240
2021,"Saskatchewan","47","85+","senior residences",1995
2021,"Saskatchewan","47","85+","mix of nursing home and senior residences",855
2021,"Saskatchewan","47","85+","residential care facilities",155
2021,"Saskatchewan","47","85+","correctional facilities",0
2021,"Saskatchewan","47","85+","shelters",0
2021,"Saskatchewan","47","85+","service collective",55
2021,"Saskatchewan","47","85+","lodging and rooming houses",0
2021,"Saskatchewan","47","85+","hotels, motels, and temporary accommodation",25
2021,"Saskatchewan","47","85+","other service collective",25
2021,"Saskatchewan","47","85+","religious establishments",10
2021,"Saskatchewan","47","85+","hutterite colonies",80
2021,"Saskatchewan","47","85+","other",0
2021,"Alberta","48","Total","total",84685
2021,"Alberta","48","Total","health care and related",48690
2021,"Alberta","48","Total","hospitals",1640
2021,"Alberta","48","Total","nursing homes",16750
2021,"Alberta","48","Total","senior residences",15005
2021,"Alberta","48","Total","mix of nursing home and senior residences",8735
2021,"Alberta","48","Total","residential care facilities",6565
2021,"Alberta","48","Total","correctional facilities",5255
2021,"Alberta","48","Total","shelters",1860
2021,"Alberta","48","Total","service collective",7435
2021,"Alberta","48","Total","lodging and rooming houses",1715
2021,"Alberta","48","Total","hotels, motels, and temporary accommodation",3305
2021,"Alberta","48","Total","other service collective",2420
2021,"Alberta","48","Total","religious establishments",235
2021,"Alberta","48","Total","hutterite colonies",18685
2021,"Alberta","48","Total","other",2525
2021,"Alberta","48","0 to 14","total",6975
2021,"Alberta","48","0 to 14","health care and related",325
2021,"Alberta","48","0 to 14","hospitals",20
2021,"Alberta","48","0 to 14","nursing homes",0
2021,"Alberta","48","0 to 14","senior residences",10
2021,"Alberta","48","0 to 14","mix of nursing home and senior residences",5
2021,"Alberta","48","0 to 14","residential care facilities",300
2021,"Alberta","48","0 to 14","correctional facilities",0
2021,"Alberta","48","0 to 14","shelters",305
2021,"Alberta","48","0 to 14","service collective",310
2021,"Alberta","48","0 to 14","lodging and rooming houses",70
2021,"Alberta","48","0 to 14","hotels, motels, and temporary accommodation",135
2021,"Alberta","48","0 to 14","other service collective",105
2021,"Alberta","48","0 to 14","religious establishments",15
2021,"Alberta","48","0 to 14","hutterite colonies",5940
2021,"Alberta","48","0 to 14","other",80
2021,"Alberta","48","15 to 19","total",2850
2021,"Alberta","48","15 to 19","health care and related",410
2021,"Alberta","48","15 to 19","hospitals",10
2021,"Alberta","48","15 to 19","nursing homes",15
2021,"Alberta","48","15 to 19","senior residences",10
2021,"Alberta","48","15 to 19","mix of nursing home and senior residences",0
2021,"Alberta","48","15 to 19","residential care facilities",380
2021,"Alberta","48","15 to 19","correctional facilities",105
2021,"Alberta","48","15 to 19","shelters",110
2021,"Alberta","48","15 to 19","service collective",490
2021,"Alberta","48","15 to 19","lodging and rooming houses",25
2021,"Alberta","48","15 to 19","hotels, motels, and temporary accommodation",60
2021,"Alberta","48","15 to 19","other service collective",410
2021,"Alberta","48","15 to 19","religious establishments",0
2021,"Alberta","48","15 to 19","hutterite colonies",1655
2021,"Alberta","48","15 to 19","other",75
2021,"Alberta","48","15 to 17","total",1670
2021,"Alberta","48","15 to 17","health care and related",275
2021,"Alberta","48","15 to 17","hospitals",10
2021,"Alberta","48","15 to 17","nursing homes",15
2021,"Alberta","48","15 to 17","senior residences",0
2021,"Alberta","48","15 to 17","mix of nursing home and senior residences",0
2021,"Alberta","48","15 to 17","residential care facilities",255
2021,"Alberta","48","15 to 17","correctional facilities",30
2021,"Alberta","48","15 to 17","shelters",100
2021,"Alberta","48","15 to 17","service collective",200
2021,"Alberta","48","15 to 17","lodging and rooming houses",5
2021,"Alberta","48","15 to 17","hotels, motels, and temporary accommodation",25
2021,"Alberta","48","15 to 17","other service collective",170
2021,"Alberta","48","15 to 17","religious establishments",0
2021,"Alberta","48","15 to 17","hutterite colonies",1045
2021,"Alberta","48","15 to 17","other",25
2021,"Alberta","48","18 to 19","total",1175
2021,"Alberta","48","18 to 19","health care and related",130
2021,"Alberta","48","18 to 19","hospitals",5
2021,"Alberta","48","18 to 19","nursing homes",0
2021,"Alberta","48","18 to 19","senior residences",10
2021,"Alberta","48","18 to 19","mix of nursing home and senior residences",0
2021,"Alberta","48","18 to 19","residential care facilities",120
2021,"Alberta","48","18 to 19","correctional facilities",70
2021,"Alberta","48","18 to 19","shelters",15
2021,"Alberta","48","18 to 19","service collective",295
2021,"Alberta","48","18 to 19","lodging and rooming houses",20
2021,"Alberta","48","18 to 19","hotels, motels, and temporary accommodation",30
2021,"Alberta","48","18 to 19","other service collective",245
2021,"Alberta","48","18 to 19","religious establishments",0
2021,"Alberta","48","18 to 19","hutterite colonies",610
2021,"Alberta","48","18 to 19","other",50
2021,"Alberta","48","20 to 24","total",3655
2021,"Alberta","48","20 to 24","health care and related",485
2021,"Alberta","48","20 to 24","hospitals",25
2021,"Alberta","48","20 to 24","nursing homes",5
2021,"Alberta","48","20 to 24","senior residences",5
2021,"Alberta","48","20 to 24","mix of nursing home and senior residences",10
2021,"Alberta","48","20 to 24","residential care facilities",435
2021,"Alberta","48","20 to 24","correctional facilities",595
2021,"Alberta","48","20 to 24","shelters",75
2021,"Alberta","48","20 to 24","service collective",640
2021,"Alberta","48","20 to 24","lodging and rooming houses",70
2021,"Alberta","48","20 to 24","hotels, motels, and temporary accommodation",170
2021,"Alberta","48","20 to 24","other service collective",395
2021,"Alberta","48","20 to 24","religious establishments",5
2021,"Alberta","48","20 to 24","hutterite colonies",1465
2021,"Alberta","48","20 to 24","other",395
2021,"Alberta","48","25 to 29","total",4060
2021,"Alberta","48","25 to 29","health care and related",560
2021,"Alberta","48","25 to 29","hospitals",25
2021,"Alberta","48","25 to 29","nursing homes",10
2021,"Alberta","48","25 to 29","senior residences",0
2021,"Alberta","48","25 to 29","mix of nursing home and senior residences",5
2021,"Alberta","48","25 to 29","residential care facilities",520
2021,"Alberta","48","25 to 29","correctional facilities",1055
2021,"Alberta","48","25 to 29","shelters",130
2021,"Alberta","48","25 to 29","service collective",620
2021,"Alberta","48","25 to 29","lodging and rooming houses",185
2021,"Alberta","48","25 to 29","hotels, motels, and temporary accommodation",185
2021,"Alberta","48","25 to 29","other service collective",250
2021,"Alberta","48","25 to 29","religious establishments",5
2021,"Alberta","48","25 to 29","hutterite colonies",1400
2021,"Alberta","48","25 to 29","other",295
2021,"Alberta","48","30 to 34","total",3805
2021,"Alberta","48","30 to 34","health care and related",600
2021,"Alberta","48","30 to 34","hospitals",25
2021,"Alberta","48","30 to 34","nursing homes",30
2021,"Alberta","48","30 to 34","senior residences",15
2021,"Alberta","48","30 to 34","mix of nursing home and senior residences",15
2021,"Alberta","48","30 to 34","residential care facilities",510
2021,"Alberta","48","30 to 34","correctional facilities",1045
2021,"Alberta","48","30 to 34","shelters",155
2021,"Alberta","48","30 to 34","service collective",465
2021,"Alberta","48","30 to 34","lodging and rooming houses",155
2021,"Alberta","48","30 to 34","hotels, motels, and temporary accommodation",195
2021,"Alberta","48","30 to 34","other service collective",110
2021,"Alberta","48","30 to 34","religious establishments",5
2021,"Alberta","48","30 to 34","hutterite colonies",1275
2021,"Alberta","48","30 to 34","other",250
2021,"Alberta","48","35 to 39","total",3700
2021,"Alberta","48","35 to 39","health care and related",675
2021,"Alberta","48","35 to 39","hospitals",45
2021,"Alberta","48","35 to 39","nursing homes",60
2021,"Alberta","48","35 to 39","senior residences",15
2021,"Alberta","48","35 to 39","mix of nursing home and senior residences",5
2021,"Alberta","48","35 to 39","residential care facilities",550
2021,"Alberta","48","35 to 39","correctional facilities",870
2021,"Alberta","48","35 to 39","shelters",200
2021,"Alberta","48","35 to 39","service collective",460
2021,"Alberta","48","35 to 39","lodging and rooming houses",150
2021,"Alberta","48","35 to 39","hotels, motels, and temporary accommodation",220
2021,"Alberta","48","35 to 39","other service collective",90
2021,"Alberta","48","35 to 39","religious establishments",15
2021,"Alberta","48","35 to 39","hutterite colonies",1270
2021,"Alberta","48","35 to 39","other",215
2021,"Alberta","48","40 to 44","total",2995
2021,"Alberta","48","40 to 44","health care and related",680
2021,"Alberta","48","40 to 44","hospitals",35
