"ref_date","geo","dguid","unit_type","value"
"2022-04","Saskatoon, Census metropolitan area (CMA)","725","Apartment - 3 or more bedrooms",1530
"2022-04","Saskatoon, Census metropolitan area (CMA)","725","Room",570
"2022-04","Calgary, Census metropolitan area (CMA)","825","Apartment - No bedroom",1070
"2022-04","Calgary, Census metropolitan area (CMA)","825","Apartment - 1 bedroom",1290
"2022-04","Calgary, Census metropolitan area (CMA)","825","Apartment - 2 bedrooms",1560
"2022-04","Calgary, Census metropolitan area (CMA)","825","Apartment - 3 or more bedrooms",1790
"2022-04","Calgary, Census metropolitan area (CMA)","825","Room",600
"2022-04","Edmonton, Census metropolitan area (CMA)","835","Apartment - No bedroom",880
"2022-04","Edmonton, Census metropolitan area (CMA)","835","Apartment - 1 bedroom",1060
"2022-04","Edmonton, Census metropolitan area (CMA)","835","Apartment - 2 bedrooms",1330
"2022-04","Edmonton, Census metropolitan area (CMA)","835","Apartment - 3 or more bedrooms",1560
"2022-04","Edmonton, Census metropolitan area (CMA)","835","Room",570
"2022-04","Lethbridge, Census metropolitan area (CMA)","810","Apartment - No bedroom",NA
"2022-04","Lethbridge, Census metropolitan area (CMA)","810","Apartment - 1 bedroom",980
"2022-04","Lethbridge, Census metropolitan area (CMA)","810","Apartment - 2 bedrooms",1180
"2022-04","Lethbridge, Census metropolitan area (CMA)","810","Apartment - 3 or more bedrooms",1450
"2022-04","Lethbridge, Census metropolitan area (CMA)","810","Room",560
"2022-04","Red Deer, Census metropolitan area (CMA)","830","Apartment - No bedroom",NA
"2022-04","Red Deer, Census metropolitan area (CMA)","830","Apartment - 1 bedroom",900
"2022-04","Red Deer, Census metropolitan area (CMA)","830","Apartment - 2 bedrooms",1120
"2022-04","Red Deer, Census metropolitan area (CMA)","830","Apartment - 3 or more bedrooms",1320
"2022-04","Red Deer, Census metropolitan area (CMA)","830","Room",540
"2022-04","Abbotsford - Mission, Census metropolitan area (CMA)","932","Apartment - No bedroom",NA
"2022-04","Abbotsford - Mission, Census metropolitan area (CMA)","932","Apartment - 1 bedroom",1400
"2022-04","Abbotsford - Mission, Census metropolitan area (CMA)","932","Apartment - 2 bedrooms",1810
"2022-04","Abbotsford - Mission, Census metropolitan area (CMA)","932","Apartment - 3 or more bedrooms",NA
"2022-04","Abbotsford - Mission, Census metropolitan area (CMA)","932","Room",NA
"2022-04","Chilliwack, Census metropolitan area (CMA)","930","Apartment - No bedroom",NA
"2022-04","Chilliwack, Census metropolitan area (CMA)","930","Apartment - 1 bedroom",1400
"2022-04","Chilliwack, Census metropolitan area (CMA)","930","Apartment - 2 bedrooms",1720
"2022-04","Chilliwack, Census metropolitan area (CMA)","930","Apartment - 3 or more bedrooms",NA
"2022-04","Chilliwack, Census metropolitan area (CMA)","930","Room",NA
"2022-04","Kamloops, Census metropolitan area (CMA)","925","Apartment - No bedroom",NA
"2022-04","Kamloops, Census metropolitan area (CMA)","925","Apartment - 1 bedroom",1410
"2022-04","Kamloops, Census metropolitan area (CMA)","925","Apartment - 2 bedrooms",1790
"2022-04","Kamloops, Census metropolitan area (CMA)","925","Apartment - 3 or more bedrooms",2460
"2022-04","Kamloops, Census metropolitan area (CMA)","925","Room",750
"2022-04","Kelowna, Census metropolitan area (CMA)","915","Apartment - No bedroom",NA
"2022-04","Kelowna, Census metropolitan area (CMA)","915","Apartment - 1 bedroom",1770
"2022-04","Kelowna, Census metropolitan area (CMA)","915","Apartment - 2 bedrooms",2430
"2022-04","Kelowna, Census metropolitan area (CMA)","915","Apartment - 3 or more bedrooms",NA
"2022-04","Kelowna, Census metropolitan area (CMA)","915","Room",900
"2022-04","Nanaimo, Census metropolitan area (CMA)","938","Apartment - No bedroom",NA
"2022-04","Nanaimo, Census metropolitan area (CMA)","938","Apartment - 1 bedroom",1530
"2022-04","Nanaimo, Census metropolitan area (CMA)","938","Apartment - 2 bedrooms",1900
"2022-04","Nanaimo, Census metropolitan area (CMA)","938","Apartment - 3 or more bedrooms",NA
"2022-04","Nanaimo, Census metropolitan area (CMA)","938","Room",750
"2022-04","Vancouver, Census metropolitan area (CMA)","933","Apartment - No bedroom",1870
"2022-04","Vancouver, Census metropolitan area (CMA)","933","Apartment - 1 bedroom",2190
"2022-04","Vancouver, Census metropolitan area (CMA)","933","Apartment - 2 bedrooms",3020
"2022-04","Vancouver, Census metropolitan area (CMA)","933","Apartment - 3 or more bedrooms",4370
"2022-04","Vancouver, Census metropolitan area (CMA)","933","Room",910
"2022-04","Victoria, Census metropolitan area (CMA)","935","Apartment - No bedroom",1540
"2022-04","Victoria, Census metropolitan area (CMA)","935","Apartment - 1 bedroom",2010
"2022-04","Victoria, Census metropolitan area (CMA)","935","Apartment - 2 bedrooms",2630
"2022-04","Victoria, Census metropolitan area (CMA)","935","Apartment - 3 or more bedrooms",3310
"2022-04","Victoria, Census metropolitan area (CMA)","935","Room",870
"2022-07","St. John's, Census metropolitan area (CMA)","001","Apartment - No bedroom",NA
"2022-07","St. John's, Census metropolitan area (CMA)","001","Apartment - 1 bedroom",1000
"2022-07","St. John's, Census metropolitan area (CMA)","001","Apartment - 2 bedrooms",1160
"2022-07","St. John's, Census metropolitan area (CMA)","001","Apartment - 3 or more bedrooms",1670
"2022-07","St. John's, Census metropolitan area (CMA)","001","Room",590
"2022-07","Halifax, Census metropolitan area (CMA)","205","Apartment - No bedroom",1260
"2022-07","Halifax, Census metropolitan area (CMA)","205","Apartment - 1 bedroom",1520
"2022-07","Halifax, Census metropolitan area (CMA)","205","Apartment - 2 bedrooms",1990
"2022-07","Halifax, Census metropolitan area (CMA)","205","Apartment - 3 or more bedrooms",2520
"2022-07","Halifax, Census metropolitan area (CMA)","205","Room",740
"2022-07","Fredericton, Census metropolitan area (CMA)","320","Apartment - No bedroom",NA
"2022-07","Fredericton, Census metropolitan area (CMA)","320","Apartment - 1 bedroom",1120
"2022-07","Fredericton, Census metropolitan area (CMA)","320","Apartment - 2 bedrooms",1350
"2022-07","Fredericton, Census metropolitan area (CMA)","320","Apartment - 3 or more bedrooms",1850
"2022-07","Fredericton, Census metropolitan area (CMA)","320","Room",610
"2022-07","Moncton, Census metropolitan area (CMA)","305","Apartment - No bedroom",NA
"2022-07","Moncton, Census metropolitan area (CMA)","305","Apartment - 1 bedroom",1080
"2022-07","Moncton, Census metropolitan area (CMA)","305","Apartment - 2 bedrooms",1290
"2022-07","Moncton, Census metropolitan area (CMA)","305","Apartment - 3 or more bedrooms",1690
"2022-07","Moncton, Census metropolitan area (CMA)","305","Room",580
"2022-07","Saint John, Census metropolitan area (CMA)","310","Apartment - No bedroom",NA
"2022-07","Saint John, Census metropolitan area (CMA)","310","Apartment - 1 bedroom",1010
"2022-07","Saint John, Census metropolitan area (CMA)","310","Apartment - 2 bedrooms",1230
"2022-07","Saint John, Census metropolitan area (CMA)","310","Apartment - 3 or more bedrooms",1400
"2022-07","Saint John, Census metropolitan area (CMA)","310","Room",510
"2022-07","Drummondville, Census metropolitan area (CMA)","447","Apartment - No bedroom",NA
"2022-07","Drummondville, Census metropolitan area (CMA)","447","Apartment - 1 bedroom",NA
"2022-07","Drummondville, Census metropolitan area (CMA)","447","Apartment - 2 bedrooms",980
"2022-07","Drummondville, Census metropolitan area (CMA)","447","Apartment - 3 or more bedrooms",NA
"2022-07","Drummondville, Census metropolitan area (CMA)","447","Room",460
"2022-07","Montréal, Census metropolitan area (CMA)","462","Apartment - No bedroom",1050
"2022-07","Montréal, Census metropolitan area (CMA)","462","Apartment - 1 bedroom",1330
"2022-07","Montréal, Census metropolitan area (CMA)","462","Apartment - 2 bedrooms",1690
"2022-07","Montréal, Census metropolitan area (CMA)","462","Apartment - 3 or more bedrooms",2010
"2022-07","Montréal, Census metropolitan area (CMA)","462","Room",590
"2022-07","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","505","Apartment - No bedroom",1010
"2022-07","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","505","Apartment - 1 bedroom",1360
"2022-07","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","505","Apartment - 2 bedrooms",1520
"2022-07","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","505","Apartment - 3 or more bedrooms",1640
"2022-07","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","505","Room",620
"2022-07","Québec, Census metropolitan area (CMA)","421","Apartment - No bedroom",870
"2022-07","Québec, Census metropolitan area (CMA)","421","Apartment - 1 bedroom",1000
"2022-07","Québec, Census metropolitan area (CMA)","421","Apartment - 2 bedrooms",1190
"2022-07","Québec, Census metropolitan area (CMA)","421","Apartment - 3 or more bedrooms",NA
"2022-07","Québec, Census metropolitan area (CMA)","421","Room",430
"2022-07","Saguenay, Census metropolitan area (CMA)","408","Apartment - No bedroom",NA
"2022-07","Saguenay, Census metropolitan area (CMA)","408","Apartment - 1 bedroom",NA
"2022-07","Saguenay, Census metropolitan area (CMA)","408","Apartment - 2 bedrooms",NA
"2022-07","Saguenay, Census metropolitan area (CMA)","408","Apartment - 3 or more bedrooms",NA
"2022-07","Saguenay, Census metropolitan area (CMA)","408","Room",410
"2022-07","Sherbrooke, Census metropolitan area (CMA)","433","Apartment - No bedroom",670
"2022-07","Sherbrooke, Census metropolitan area (CMA)","433","Apartment - 1 bedroom",800
"2022-07","Sherbrooke, Census metropolitan area (CMA)","433","Apartment - 2 bedrooms",1060
"2022-07","Sherbrooke, Census metropolitan area (CMA)","433","Apartment - 3 or more bedrooms",1250
"2022-07","Sherbrooke, Census metropolitan area (CMA)","433","Room",420
"2022-07","Trois-Rivières, Census metropolitan area (CMA)","442","Apartment - No bedroom",NA
"2022-07","Trois-Rivières, Census metropolitan area (CMA)","442","Apartment - 1 bedroom",670
"2022-07","Trois-Rivières, Census metropolitan area (CMA)","442","Apartment - 2 bedrooms",NA
"2022-07","Trois-Rivières, Census metropolitan area (CMA)","442","Apartment - 3 or more bedrooms",NA
"2022-07","Trois-Rivières, Census metropolitan area (CMA)","442","Room",460
"2022-07","Barrie, Census metropolitan area (CMA)","568","Apartment - No bedroom",NA
"2022-07","Barrie, Census metropolitan area (CMA)","568","Apartment - 1 bedroom",1740
"2022-07","Barrie, Census metropolitan area (CMA)","568","Apartment - 2 bedrooms",2030
"2022-07","Barrie, Census metropolitan area (CMA)","568","Apartment - 3 or more bedrooms",2390
"2022-07","Barrie, Census metropolitan area (CMA)","568","Room",710
"2022-07","Belleville - Quinte West, Census metropolitan area (CMA)","522","Apartment - No bedroom",NA
"2022-07","Belleville - Quinte West, Census metropolitan area (CMA)","522","Apartment - 1 bedroom",1500
"2022-07","Belleville - Quinte West, Census metropolitan area (CMA)","522","Apartment - 2 bedrooms",1810
"2022-07","Belleville - Quinte West, Census metropolitan area (CMA)","522","Apartment - 3 or more bedrooms",NA
"2022-07","Belleville - Quinte West, Census metropolitan area (CMA)","522","Room",660
"2022-07","Brantford, Census metropolitan area (CMA)","543","Apartment - No bedroom",NA
"2022-07","Brantford, Census metropolitan area (CMA)","543","Apartment - 1 bedroom",1540
"2022-07","Brantford, Census metropolitan area (CMA)","543","Apartment - 2 bedrooms",1770
"2022-07","Brantford, Census metropolitan area (CMA)","543","Apartment - 3 or more bedrooms",2200
"2022-07","Brantford, Census metropolitan area (CMA)","543","Room",670
"2022-07","Greater Sudbury, Census metropolitan area (CMA)","580","Apartment - No bedroom",NA
"2022-07","Greater Sudbury, Census metropolitan area (CMA)","580","Apartment - 1 bedroom",1220
"2022-07","Greater Sudbury, Census metropolitan area (CMA)","580","Apartment - 2 bedrooms",1590
"2022-07","Greater Sudbury, Census metropolitan area (CMA)","580","Apartment - 3 or more bedrooms",1920
"2022-07","Greater Sudbury, Census metropolitan area (CMA)","580","Room",640
"2022-07","Guelph, Census metropolitan area (CMA)","550","Apartment - No bedroom",NA
"2022-07","Guelph, Census metropolitan area (CMA)","550","Apartment - 1 bedroom",1730
"2022-07","Guelph, Census metropolitan area (CMA)","550","Apartment - 2 bedrooms",2050
"2022-07","Guelph, Census metropolitan area (CMA)","550","Apartment - 3 or more bedrooms",2500
"2022-07","Guelph, Census metropolitan area (CMA)","550","Room",750
"2022-07","Hamilton, Census metropolitan area (CMA)","537","Apartment - No bedroom",1270
"2022-07","Hamilton, Census metropolitan area (CMA)","537","Apartment - 1 bedroom",1700
"2022-07","Hamilton, Census metropolitan area (CMA)","537","Apartment - 2 bedrooms",2070
"2022-07","Hamilton, Census metropolitan area (CMA)","537","Apartment - 3 or more bedrooms",2450
"2022-07","Hamilton, Census metropolitan area (CMA)","537","Room",750
"2022-07","Kingston, Census metropolitan area (CMA)","521","Apartment - No bedroom",1300
"2022-07","Kingston, Census metropolitan area (CMA)","521","Apartment - 1 bedroom",1570
"2022-07","Kingston, Census metropolitan area (CMA)","521","Apartment - 2 bedrooms",1930
"2022-07","Kingston, Census metropolitan area (CMA)","521","Apartment - 3 or more bedrooms",NA
"2022-07","Kingston, Census metropolitan area (CMA)","521","Room",750
"2022-07","Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)","541","Apartment - No bedroom",1410
"2022-07","Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)","541","Apartment - 1 bedroom",1740
"2022-07","Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)","541","Apartment - 2 bedrooms",2100
"2022-07","Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)","541","Apartment - 3 or more bedrooms",2450
"2022-07","Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)","541","Room",720
"2022-07","London, Census metropolitan area (CMA)","555","Apartment - No bedroom",1130
"2022-07","London, Census metropolitan area (CMA)","555","Apartment - 1 bedroom",1470
"2022-07","London, Census metropolitan area (CMA)","555","Apartment - 2 bedrooms",1860
"2022-07","London, Census metropolitan area (CMA)","555","Apartment - 3 or more bedrooms",2240
"2022-07","London, Census metropolitan area (CMA)","555","Room",670
"2022-07","Oshawa, Census metropolitan area (CMA)","532","Apartment - No bedroom",1360
"2022-07","Oshawa, Census metropolitan area (CMA)","532","Apartment - 1 bedroom",1610
"2022-07","Oshawa, Census metropolitan area (CMA)","532","Apartment - 2 bedrooms",1930
"2022-07","Oshawa, Census metropolitan area (CMA)","532","Apartment - 3 or more bedrooms",2340
"2022-07","Oshawa, Census metropolitan area (CMA)","532","Room",750
"2022-07","Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)","505","Apartment - No bedroom",1380
"2022-07","Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)","505","Apartment - 1 bedroom",1740
"2022-07","Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)","505","Apartment - 2 bedrooms",2080
"2022-07","Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)","505","Apartment - 3 or more bedrooms",2400
"2022-07","Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)","505","Room",750
"2022-07","Peterborough, Census metropolitan area (CMA)","529","Apartment - No bedroom",NA
"2022-07","Peterborough, Census metropolitan area (CMA)","529","Apartment - 1 bedroom",1510
"2022-07","Peterborough, Census metropolitan area (CMA)","529","Apartment - 2 bedrooms",1880
"2022-07","Peterborough, Census metropolitan area (CMA)","529","Apartment - 3 or more bedrooms",2260
"2022-07","Peterborough, Census metropolitan area (CMA)","529","Room",700
"2022-07","St. Catharines - Niagara, Census metropolitan area (CMA)","539","Apartment - No bedroom",1300
"2022-07","St. Catharines - Niagara, Census metropolitan area (CMA)","539","Apartment - 1 bedroom",1490
"2022-07","St. Catharines - Niagara, Census metropolitan area (CMA)","539","Apartment - 2 bedrooms",1790
"2022-07","St. Catharines - Niagara, Census metropolitan area (CMA)","539","Apartment - 3 or more bedrooms",2110
"2022-07","St. Catharines - Niagara, Census metropolitan area (CMA)","539","Room",630
"2022-07","Thunder Bay, Census metropolitan area (CMA)","595","Apartment - No bedroom",NA
"2022-07","Thunder Bay, Census metropolitan area (CMA)","595","Apartment - 1 bedroom",1110
"2022-07","Thunder Bay, Census metropolitan area (CMA)","595","Apartment - 2 bedrooms",1460
"2022-07","Thunder Bay, Census metropolitan area (CMA)","595","Apartment - 3 or more bedrooms",NA
"2022-07","Thunder Bay, Census metropolitan area (CMA)","595","Room",570
"2022-07","Toronto, Census metropolitan area (CMA)","535","Apartment - No bedroom",1640
"2022-07","Toronto, Census metropolitan area (CMA)","535","Apartment - 1 bedroom",2100
"2022-07","Toronto, Census metropolitan area (CMA)","535","Apartment - 2 bedrooms",2640
"2022-07","Toronto, Census metropolitan area (CMA)","535","Apartment - 3 or more bedrooms",3130
"2022-07","Toronto, Census metropolitan area (CMA)","535","Room",760
"2022-07","Windsor, Census metropolitan area (CMA)","559","Apartment - No bedroom",1170
"2022-07","Windsor, Census metropolitan area (CMA)","559","Apartment - 1 bedroom",1320
"2022-07","Windsor, Census metropolitan area (CMA)","559","Apartment - 2 bedrooms",1640
"2022-07","Windsor, Census metropolitan area (CMA)","559","Apartment - 3 or more bedrooms",1950
"2022-07","Windsor, Census metropolitan area (CMA)","559","Room",560
"2022-07","Winnipeg, Census metropolitan area (CMA)","602","Apartment - No bedroom",880
"2022-07","Winnipeg, Census metropolitan area (CMA)","602","Apartment - 1 bedroom",1080
"2022-07","Winnipeg, Census metropolitan area (CMA)","602","Apartment - 2 bedrooms",1370
"2022-07","Winnipeg, Census metropolitan area (CMA)","602","Apartment - 3 or more bedrooms",1580
"2022-07","Winnipeg, Census metropolitan area (CMA)","602","Room",540
"2022-07","Regina, Census metropolitan area (CMA)","705","Apartment - No bedroom",810
"2022-07","Regina, Census metropolitan area (CMA)","705","Apartment - 1 bedroom",970
"2022-07","Regina, Census metropolitan area (CMA)","705","Apartment - 2 bedrooms",1200
"2022-07","Regina, Census metropolitan area (CMA)","705","Apartment - 3 or more bedrooms",1550
"2022-07","Regina, Census metropolitan area (CMA)","705","Room",540
"2022-07","Saskatoon, Census metropolitan area (CMA)","725","Apartment - No bedroom",880
"2022-07","Saskatoon, Census metropolitan area (CMA)","725","Apartment - 1 bedroom",1050
"2022-07","Saskatoon, Census metropolitan area (CMA)","725","Apartment - 2 bedrooms",1310
"2022-07","Saskatoon, Census metropolitan area (CMA)","725","Apartment - 3 or more bedrooms",1610
"2022-07","Saskatoon, Census metropolitan area (CMA)","725","Room",580
"2022-07","Calgary, Census metropolitan area (CMA)","825","Apartment - No bedroom",1130
"2022-07","Calgary, Census metropolitan area (CMA)","825","Apartment - 1 bedroom",1370
"2022-07","Calgary, Census metropolitan area (CMA)","825","Apartment - 2 bedrooms",1700
"2022-07","Calgary, Census metropolitan area (CMA)","825","Apartment - 3 or more bedrooms",1900
"2022-07","Calgary, Census metropolitan area (CMA)","825","Room",640
"2022-07","Edmonton, Census metropolitan area (CMA)","835","Apartment - No bedroom",910
"2022-07","Edmonton, Census metropolitan area (CMA)","835","Apartment - 1 bedroom",1080
"2022-07","Edmonton, Census metropolitan area (CMA)","835","Apartment - 2 bedrooms",1380
"2022-07","Edmonton, Census metropolitan area (CMA)","835","Apartment - 3 or more bedrooms",1610
"2022-07","Edmonton, Census metropolitan area (CMA)","835","Room",590
"2022-07","Lethbridge, Census metropolitan area (CMA)","810","Apartment - No bedroom",NA
"2022-07","Lethbridge, Census metropolitan area (CMA)","810","Apartment - 1 bedroom",990
"2022-07","Lethbridge, Census metropolitan area (CMA)","810","Apartment - 2 bedrooms",1210
"2022-07","Lethbridge, Census metropolitan area (CMA)","810","Apartment - 3 or more bedrooms",1460
"2022-07","Lethbridge, Census metropolitan area (CMA)","810","Room",590
"2022-07","Red Deer, Census metropolitan area (CMA)","830","Apartment - No bedroom",NA
"2022-07","Red Deer, Census metropolitan area (CMA)","830","Apartment - 1 bedroom",880
"2022-07","Red Deer, Census metropolitan area (CMA)","830","Apartment - 2 bedrooms",1100
"2022-07","Red Deer, Census metropolitan area (CMA)","830","Apartment - 3 or more bedrooms",1340
"2022-07","Red Deer, Census metropolitan area (CMA)","830","Room",580
"2022-07","Abbotsford - Mission, Census metropolitan area (CMA)","932","Apartment - No bedroom",NA
"2022-07","Abbotsford - Mission, Census metropolitan area (CMA)","932","Apartment - 1 bedroom",1460
"2022-07","Abbotsford - Mission, Census metropolitan area (CMA)","932","Apartment - 2 bedrooms",1760
"2022-07","Abbotsford - Mission, Census metropolitan area (CMA)","932","Apartment - 3 or more bedrooms",NA
"2022-07","Abbotsford - Mission, Census metropolitan area (CMA)","932","Room",NA
"2022-07","Chilliwack, Census metropolitan area (CMA)","930","Apartment - No bedroom",NA
"2022-07","Chilliwack, Census metropolitan area (CMA)","930","Apartment - 1 bedroom",1390
"2022-07","Chilliwack, Census metropolitan area (CMA)","930","Apartment - 2 bedrooms",1710
"2022-07","Chilliwack, Census metropolitan area (CMA)","930","Apartment - 3 or more bedrooms",NA
"2022-07","Chilliwack, Census metropolitan area (CMA)","930","Room",NA
"2022-07","Kamloops, Census metropolitan area (CMA)","925","Apartment - No bedroom",NA
"2022-07","Kamloops, Census metropolitan area (CMA)","925","Apartment - 1 bedroom",1400
"2022-07","Kamloops, Census metropolitan area (CMA)","925","Apartment - 2 bedrooms",1870
"2022-07","Kamloops, Census metropolitan area (CMA)","925","Apartment - 3 or more bedrooms",2430
"2022-07","Kamloops, Census metropolitan area (CMA)","925","Room",840
"2022-07","Kelowna, Census metropolitan area (CMA)","915","Apartment - No bedroom",NA
"2022-07","Kelowna, Census metropolitan area (CMA)","915","Apartment - 1 bedroom",1900
"2022-07","Kelowna, Census metropolitan area (CMA)","915","Apartment - 2 bedrooms",2720
"2022-07","Kelowna, Census metropolitan area (CMA)","915","Apartment - 3 or more bedrooms",NA
"2022-07","Kelowna, Census metropolitan area (CMA)","915","Room",940
"2022-07","Nanaimo, Census metropolitan area (CMA)","938","Apartment - No bedroom",NA
"2022-07","Nanaimo, Census metropolitan area (CMA)","938","Apartment - 1 bedroom",1600
"2022-07","Nanaimo, Census metropolitan area (CMA)","938","Apartment - 2 bedrooms",1990
"2022-07","Nanaimo, Census metropolitan area (CMA)","938","Apartment - 3 or more bedrooms",NA
"2022-07","Nanaimo, Census metropolitan area (CMA)","938","Room",790
"2022-07","Vancouver, Census metropolitan area (CMA)","933","Apartment - No bedroom",2020
"2022-07","Vancouver, Census metropolitan area (CMA)","933","Apartment - 1 bedroom",2400
"2022-07","Vancouver, Census metropolitan area (CMA)","933","Apartment - 2 bedrooms",3350
"2022-07","Vancouver, Census metropolitan area (CMA)","933","Apartment - 3 or more bedrooms",4680
"2022-07","Vancouver, Census metropolitan area (CMA)","933","Room",1140
"2022-07","Victoria, Census metropolitan area (CMA)","935","Apartment - No bedroom",1730
"2022-07","Victoria, Census metropolitan area (CMA)","935","Apartment - 1 bedroom",2030
"2022-07","Victoria, Census metropolitan area (CMA)","935","Apartment - 2 bedrooms",2640
"2022-07","Victoria, Census metropolitan area (CMA)","935","Apartment - 3 or more bedrooms",3530
"2022-07","Victoria, Census metropolitan area (CMA)","935","Room",920
"2022-10","St. John's, Census metropolitan area (CMA)","001","Apartment - No bedroom",NA
"2022-10","St. John's, Census metropolitan area (CMA)","001","Apartment - 1 bedroom",1040
"2022-10","St. John's, Census metropolitan area (CMA)","001","Apartment - 2 bedrooms",1210
"2022-10","St. John's, Census metropolitan area (CMA)","001","Apartment - 3 or more bedrooms",1540
"2022-10","St. John's, Census metropolitan area (CMA)","001","Room",580
"2022-10","Halifax, Census metropolitan area (CMA)","205","Apartment - No bedroom",1330
"2022-10","Halifax, Census metropolitan area (CMA)","205","Apartment - 1 bedroom",1650
"2022-10","Halifax, Census metropolitan area (CMA)","205","Apartment - 2 bedrooms",2050
"2022-10","Halifax, Census metropolitan area (CMA)","205","Apartment - 3 or more bedrooms",2520
"2022-10","Halifax, Census metropolitan area (CMA)","205","Room",750
"2022-10","Fredericton, Census metropolitan area (CMA)","320","Apartment - No bedroom",NA
"2022-10","Fredericton, Census metropolitan area (CMA)","320","Apartment - 1 bedroom",1130
"2022-10","Fredericton, Census metropolitan area (CMA)","320","Apartment - 2 bedrooms",1430
"2022-10","Fredericton, Census metropolitan area (CMA)","320","Apartment - 3 or more bedrooms",1780
"2022-10","Fredericton, Census metropolitan area (CMA)","320","Room",590
"2022-10","Moncton, Census metropolitan area (CMA)","305","Apartment - No bedroom",NA
"2022-10","Moncton, Census metropolitan area (CMA)","305","Apartment - 1 bedroom",1100
"2022-10","Moncton, Census metropolitan area (CMA)","305","Apartment - 2 bedrooms",1290
"2022-10","Moncton, Census metropolitan area (CMA)","305","Apartment - 3 or more bedrooms",1660
"2022-10","Moncton, Census metropolitan area (CMA)","305","Room",600
"2022-10","Saint John, Census metropolitan area (CMA)","310","Apartment - No bedroom",NA
"2022-10","Saint John, Census metropolitan area (CMA)","310","Apartment - 1 bedroom",1010
"2022-10","Saint John, Census metropolitan area (CMA)","310","Apartment - 2 bedrooms",1260
"2022-10","Saint John, Census metropolitan area (CMA)","310","Apartment - 3 or more bedrooms",1480
"2022-10","Saint John, Census metropolitan area (CMA)","310","Room",560
"2022-10","Drummondville, Census metropolitan area (CMA)","447","Apartment - No bedroom",NA
"2022-10","Drummondville, Census metropolitan area (CMA)","447","Apartment - 1 bedroom",NA
"2022-10","Drummondville, Census metropolitan area (CMA)","447","Apartment - 2 bedrooms",980
"2022-10","Drummondville, Census metropolitan area (CMA)","447","Apartment - 3 or more bedrooms",NA
"2022-10","Drummondville, Census metropolitan area (CMA)","447","Room",470
"2022-10","Montréal, Census metropolitan area (CMA)","462","Apartment - No bedroom",1090
"2022-10","Montréal, Census metropolitan area (CMA)","462","Apartment - 1 bedroom",1370
"2022-10","Montréal, Census metropolitan area (CMA)","462","Apartment - 2 bedrooms",1750
"2022-10","Montréal, Census metropolitan area (CMA)","462","Apartment - 3 or more bedrooms",2040
"2022-10","Montréal, Census metropolitan area (CMA)","462","Room",600
"2022-10","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","505","Apartment - No bedroom",1070
"2022-10","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","505","Apartment - 1 bedroom",1370
"2022-10","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","505","Apartment - 2 bedrooms",1540
"2022-10","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","505","Apartment - 3 or more bedrooms",1670
"2022-10","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","505","Room",660
"2022-10","Québec, Census metropolitan area (CMA)","421","Apartment - No bedroom",910
"2022-10","Québec, Census metropolitan area (CMA)","421","Apartment - 1 bedroom",1060
"2022-10","Québec, Census metropolitan area (CMA)","421","Apartment - 2 bedrooms",1250
"2022-10","Québec, Census metropolitan area (CMA)","421","Apartment - 3 or more bedrooms",NA
"2022-10","Québec, Census metropolitan area (CMA)","421","Room",440
"2022-10","Saguenay, Census metropolitan area (CMA)","408","Apartment - No bedroom",NA
"2022-10","Saguenay, Census metropolitan area (CMA)","408","Apartment - 1 bedroom",NA
"2022-10","Saguenay, Census metropolitan area (CMA)","408","Apartment - 2 bedrooms",NA
"2022-10","Saguenay, Census metropolitan area (CMA)","408","Apartment - 3 or more bedrooms",NA
"2022-10","Saguenay, Census metropolitan area (CMA)","408","Room",390
"2022-10","Sherbrooke, Census metropolitan area (CMA)","433","Apartment - No bedroom",640
"2022-10","Sherbrooke, Census metropolitan area (CMA)","433","Apartment - 1 bedroom",890
"2022-10","Sherbrooke, Census metropolitan area (CMA)","433","Apartment - 2 bedrooms",1160
"2022-10","Sherbrooke, Census metropolitan area (CMA)","433","Apartment - 3 or more bedrooms",1420
"2022-10","Sherbrooke, Census metropolitan area (CMA)","433","Room",420
"2022-10","Trois-Rivières, Census metropolitan area (CMA)","442","Apartment - No bedroom",NA
"2022-10","Trois-Rivières, Census metropolitan area (CMA)","442","Apartment - 1 bedroom",710
