"ref_date","geo","dguid","unit_type","value"
"2020-10","Peterborough, Census metropolitan area (CMA)","529","Room",580
"2020-10","St. Catharines - Niagara, Census metropolitan area (CMA)","539","Apartment - No bedroom",970
"2020-10","St. Catharines - Niagara, Census metropolitan area (CMA)","539","Apartment - 1 bedroom",1190
"2020-10","St. Catharines - Niagara, Census metropolitan area (CMA)","539","Apartment - 2 bedrooms",1430
"2020-10","St. Catharines - Niagara, Census metropolitan area (CMA)","539","Apartment - 3 or more bedrooms",1730
"2020-10","St. Catharines - Niagara, Census metropolitan area (CMA)","539","Room",510
"2020-10","Thunder Bay, Census metropolitan area (CMA)","595","Apartment - No bedroom",NA
"2020-10","Thunder Bay, Census metropolitan area (CMA)","595","Apartment - 1 bedroom",960
"2020-10","Thunder Bay, Census metropolitan area (CMA)","595","Apartment - 2 bedrooms",1240
"2020-10","Thunder Bay, Census metropolitan area (CMA)","595","Apartment - 3 or more bedrooms",NA
"2020-10","Thunder Bay, Census metropolitan area (CMA)","595","Room",500
"2020-10","Toronto, Census metropolitan area (CMA)","535","Apartment - No bedroom",1400
"2020-10","Toronto, Census metropolitan area (CMA)","535","Apartment - 1 bedroom",1750
"2020-10","Toronto, Census metropolitan area (CMA)","535","Apartment - 2 bedrooms",2190
"2020-10","Toronto, Census metropolitan area (CMA)","535","Apartment - 3 or more bedrooms",2600
"2020-10","Toronto, Census metropolitan area (CMA)","535","Room",680
"2020-10","Windsor, Census metropolitan area (CMA)","559","Apartment - No bedroom",900
"2020-10","Windsor, Census metropolitan area (CMA)","559","Apartment - 1 bedroom",1120
"2020-10","Windsor, Census metropolitan area (CMA)","559","Apartment - 2 bedrooms",1440
"2020-10","Windsor, Census metropolitan area (CMA)","559","Apartment - 3 or more bedrooms",1610
"2020-10","Windsor, Census metropolitan area (CMA)","559","Room",450
"2020-10","Winnipeg, Census metropolitan area (CMA)","602","Apartment - No bedroom",810
"2020-10","Winnipeg, Census metropolitan area (CMA)","602","Apartment - 1 bedroom",1020
"2020-10","Winnipeg, Census metropolitan area (CMA)","602","Apartment - 2 bedrooms",1290
"2020-10","Winnipeg, Census metropolitan area (CMA)","602","Apartment - 3 or more bedrooms",1440
"2020-10","Winnipeg, Census metropolitan area (CMA)","602","Room",530
"2020-10","Regina, Census metropolitan area (CMA)","705","Apartment - No bedroom",770
"2020-10","Regina, Census metropolitan area (CMA)","705","Apartment - 1 bedroom",910
"2020-10","Regina, Census metropolitan area (CMA)","705","Apartment - 2 bedrooms",1110
