"dguid","var","1per","2per","3per","4per","5per"
4603067,"mbm",26220,37090,45420,52450,58640
4603067,"living_income",35760,50570,61940,71520,79970
4603072,"mbm",24780,35050,42920,49560,55410
4603072,"living_income",33820,47840,58590,67650,75630
4603074,"mbm",25190,35630,43640,50390,56340
4603074,"living_income",34260,48450,59340,68520,76610
4604034,"mbm",24290,34350,42070,48580,54310
4604034,"living_income",33100,46810,57330,66200,74020
4604040,"mbm",23230,32860,40240,46460,51950
4604040,"living_income",31560,44640,54670,63130,70580
4604064,"mbm",23200,32810,40180,46390,51870
4604064,"living_income",31530,44590,54610,63060,70500
4605025,"mbm",24070,34030,41680,48130,53810
4605025,"living_income",32790,46370,56790,65580,73320
4605032,"mbm",24040,34000,41650,48090,53760
4605032,"living_income",32740,46300,56700,65470,73200
4605038,"mbm",23530,33280,40750,47060,52610
4605038,"living_income",32010,45270,55440,64020,71580
4605062,"mbm",23570,33340,40830,47150,52710
4605062,"living_income",32100,45400,55600,64210,71780
4606023,"mbm",23210,32820,40200,46420,51900
4606023,"living_income",31580,44650,54690,63150,70600
4606031,"mbm",23560,33330,40820,47130,52690
4606031,"living_income",32140,45450,55670,64280,71870
4606034,"mbm",25080,35470,43450,50170,56090
4606034,"living_income",34240,48420,59300,68470,76550
4607046,"mbm",24160,34170,41850,48320,54030
4607046,"living_income",33010,46680,57170,66020,73810
4607052,"mbm",25140,35550,43540,50270,56210
4607052,"living_income",34300,48510,59410,68600,76700
4607060,"mbm",23020,32560,39880,46050,51480
4607060,"living_income",31420,44440,54430,62840,70260
4607062,"mbm",26390,37320,45710,52780,59000
4607062,"living_income",36110,51070,62550,72220,80750
4607066,"mbm",23650,33450,40970,47310,52890
4607066,"living_income",32300,45680,55940,64600,72220
4607068,"mbm",25910,36650,44880,51830,57940
4607068,"living_income",35400,50060,61310,70800,79150
4607076,"mbm",24180,34200,41880,48360,54070
4607076,"living_income",33000,46660,57150,65990,73780
4608032,"mbm",22700,32100,39310,45400,50750
4608032,"living_income",30880,43660,53480,61750,69040
4608046,"mbm",24450,34580,42350,48910,54680
4608046,"living_income",33340,47140,57740,66670,74540
4608060,"mbm",24480,34620,42400,48960,54730
4608060,"living_income",33300,47100,57680,66600,74460
4608069,"mbm",19270,27260,33380,38550,43090
4608069,"living_income",25870,36580,44800,51730,57840
4609018,"mbm",23540,33290,40780,47090,52640
4609018,"living_income",32190,45520,55750,64380,71970
4609024,"mbm",23310,32970,40380,46630,52130
4609024,"living_income",31920,45140,55290,63840,71380
4609029,"mbm",25000,35360,43310,50010,55910
4609029,"living_income",34250,48440,59320,68500,76580
4610035,"mbm",25060,35450,43410,50130,56050
4610035,"living_income",34340,48560,59470,68670,76780
4610043,"mbm",25990,36760,45020,51990,58120
4610043,"living_income",35530,50250,61540,71070,79450
4611040,"mbm",26240,37120,45460,52490,58680
4611040,"living_income",36000,50910,62360,72000,80500
4611042,"mbm",23170,32770,40140,46350,51820
4611042,"living_income",31780,44950,55050,63570,71070
4612047,"mbm",24140,34140,41810,48280,53980
4612047,"living_income",33080,46780,57290,66150,73960
4612054,"mbm",25170,35590,43590,50330,56270
4612054,"living_income",34470,48750,59710,68940,77080
4612056,"mbm",25190,35620,43630,50380,56320
4612056,"living_income",34380,48630,59560,68770,76890
4613032,"mbm",23000,32520,39830,46000,51420
4613032,"living_income",31370,44360,54330,62730,70140
4613037,"mbm",26410,37350,45740,52820,59050
4613037,"living_income",36170,51160,62650,72350,80890
4613043,"mbm",25030,35400,43350,50060,55970
4613043,"living_income",34130,48270,59120,68270,76330
4613047,"mbm",29270,41400,50710,58550,65460
4613047,"living_income",39900,56420,69100,79790,89210
4613056,"mbm",25270,35740,43770,50540,56510
4613056,"living_income",34420,48670,59610,68830,76950
4614015,"mbm",22680,32070,39280,45350,50710
4614015,"living_income",30930,43740,53570,61850,69160
4614031,"mbm",25060,35440,43400,50120,56030
4614031,"living_income",34310,48510,59420,68610,76710
4614036,"mbm",23890,33790,41390,47790,53430
4614036,"living_income",32690,46230,56620,65370,73090
4614039,"mbm",24770,35040,42910,49550,55400
4614039,"living_income",33930,47990,58770,67870,75880
4614042,"mbm",25550,36130,44250,51090,57130
4614042,"living_income",34840,49260,60340,69670,77890
4615020,"mbm",24900,35220,43140,49810,55690
4615020,"living_income",34060,48160,58990,68110,76150
4615032,"mbm",23970,33900,41520,47940,53600
4615032,"living_income",32660,46190,56580,65330,73040
4615070,"mbm",22820,32270,39520,45640,51030
4615070,"living_income",31000,43840,53690,61990,69310
4615075,"mbm",25530,36100,44220,51060,57080
4615075,"living_income",34860,49300,60380,69720,77950
4615092,"mbm",24270,34320,42030,48530,54260
4615092,"living_income",32990,46650,57140,65970,73760
4616020,"mbm",22490,31810,38950,44980,50290
4616020,"living_income",30570,43240,52950,61150,68360
4616030,"mbm",23230,32850,40240,46460,51940
4616030,"living_income",31650,44760,54810,63290,70760
4616048,"mbm",24710,34950,42800,49430,55260
4616048,"living_income",33580,47490,58160,67160,75090
4617026,"mbm",23360,33040,40460,46720,52240
4617026,"living_income",31640,44750,54810,63290,70760
4617041,"mbm",24740,34990,42850,49480,55330
4617041,"living_income",33660,47600,58290,67310,75260
4617048,"mbm",22700,32100,39310,45390,50750
4617048,"living_income",30910,43710,53530,61810,69110
4617050,"mbm",25960,36720,44970,51930,58050
4617050,"living_income",35410,50070,61320,70810,79170
4617054,"mbm",24720,34960,42810,49440,55270
4617054,"living_income",33630,47550,58240,67250,75190
4617058,"mbm",26890,38030,46580,53780,60130
4617058,"living_income",36700,51900,63560,73400,82060
4617072,"mbm",24930,35250,43180,49860,55740
4617072,"living_income",33850,47870,58630,67700,75690
4617075,"mbm",24090,34070,41720,48180,53870
4617075,"living_income",32780,46360,56780,65570,73300
4618031,"mbm",25180,35610,43610,50350,56300
4618031,"living_income",34360,48600,59520,68730,76840
4618034,"mbm",25710,36360,44530,51420,57490
4618034,"living_income",35040,49560,60700,70090,78360
4618040,"mbm",23170,32760,40130,46330,51800
4618040,"living_income",31470,44500,54500,62930,70360
4618044,"mbm",24000,33940,41570,48000,53660
4618044,"living_income",32660,46190,56580,65330,73040
4618056,"mbm",24370,34460,42200,48730,54480
4618056,"living_income",33060,46760,57260,66120,73930
4618060,"mbm",23450,33160,40620,46900,52440
4618060,"living_income",31790,44960,55060,63580,71090
4618068,"mbm",23820,33690,41260,47640,53260
4618068,"living_income",32340,45740,56010,64680,72310
4618074,"mbm",27910,39470,48330,55810,62400
4618074,"living_income",38210,54040,66190,76430,85450
4618076,"mbm",24990,35340,43280,49980,55880
4618076,"living_income",34090,48210,59040,68180,76220
4619045,"mbm",22230,31440,38510,44470,49720
4619045,"living_income",30090,42560,52120,60180,67290
4619050,"mbm",21340,30180,36970,42690,47720
4619050,"living_income",28660,40540,49650,57330,64090
4619054,"mbm",24210,34230,41920,48410,54120
4619054,"living_income",32260,45620,55870,64510,72130
4619056,"mbm",20020,28310,34680,40040,44770
4619056,"living_income",26860,37980,46520,53710,60050
4619059,"mbm",19620,27740,33980,39230,43860
4619059,"living_income",26340,37260,45630,52690,58910
4620042,"mbm",22930,32430,39720,45860,51280
4620042,"living_income",31170,44080,53990,62340,69700
4620048,"mbm",25690,36330,44490,51380,57440
4620048,"living_income",35020,49530,60660,70040,78310
4620051,"mbm",23300,32960,40360,46610,52110
4620051,"living_income",31700,44830,54910,63400,70880
4621034,"mbm",20150,28500,34910,40310,45070
4621034,"living_income",27290,38600,47270,54590,61030
4621043,"mbm",19210,27170,33270,38420,42950
4621043,"living_income",25840,36550,44760,51690,57790
4621045,"mbm",24330,34400,42140,48650,54400
4621045,"living_income",33240,47010,57570,66480,74320
4621052,"mbm",22220,31430,38490,44450,49700
4621052,"living_income",30300,42850,52480,60600,67750
4621064,"mbm",23680,33490,41020,47360,52950
4621064,"living_income",32290,45670,55930,64580,72210
4621071,"mbm",21140,29900,36620,42290,47280
4621071,"living_income",28790,40720,49870,57590,64380
4621078,"mbm",20530,29040,35570,41070,45910
4621078,"living_income",27880,39430,48290,55760,62340
4622026,"mbm",24990,35340,43280,49980,55870
4622026,"living_income",34230,48410,59290,68460,76540
4622046,"mbm",21480,30380,37200,42960,48030
4622046,"living_income",29170,41260,50530,58350,65240
4622049,"mbm",20100,28430,34820,40210,44950
4622049,"living_income",27000,38190,46770,54010,60380
4622051,"mbm",19660,27800,34050,39310,43950
4622051,"living_income",26440,37390,45790,52870,59110
4622052,"mbm",18950,26800,32820,37900,42370
4622052,"living_income",25500,36060,44160,50990,57010
4622058,"mbm",19090,27000,33070,38180,42690
4622058,"living_income",25680,36310,44480,51360,57420
4622059,"mbm",19320,27320,33470,38640,43200
4622059,"living_income",25970,36730,44990,51950,58080
4622800,"mbm",19720,27880,34150,39430,44090
4622800,"living_income",26450,37400,45810,52890,59130
4622801,"mbm",18940,26790,32810,37880,42350
4622801,"living_income",25460,36010,44100,50920,56930
4623022,"mbm",18420,26040,31900,36830,41180
4623022,"living_income",24970,35310,43250,49940,55840
4623047,"mbm",24970,35320,43250,49950,55840
4623047,"living_income",34050,48160,58980,68110,76150
4623056,"mbm",23580,33350,40850,47170,52730
4623056,"living_income",32150,45470,55690,64300,71890
5901003,"mbm",23420,33110,40560,46830,52360
5901003,"living_income",40760,57640,70590,81510,91130
5901006,"mbm",24500,34650,42440,49010,54790
5901006,"living_income",42850,60590,74210,85690,95810
5901012,"mbm",26550,37550,45990,53110,59370
5901012,"living_income",46830,66220,81110,93660,104710
5901017,"mbm",23060,32610,39930,46110,51560
5901017,"living_income",39830,56330,68990,79660,89060
5901019,"mbm",24210,34240,41940,48430,54150
5901019,"living_income",41960,59340,72670,83910,93820
5901022,"mbm",26360,37280,45660,52720,58950
5901022,"living_income",46030,65100,79730,92060,102930
5901028,"mbm",25640,36260,44410,51290,57340
5901028,"living_income",44640,63130,77310,89270,99810
5901035,"mbm",23040,32590,39910,46090,51530
5901035,"living_income",39830,56330,68990,79660,89070
5901037,"mbm",21550,30480,37330,43110,48190
5901037,"living_income",36620,51790,63430,73250,81890
5901039,"mbm",28300,40020,49020,56600,63280
5901039,"living_income",49930,70610,86470,99850,111640
5901040,"mbm",25300,35780,43820,50590,56570
5901040,"living_income",43960,62160,76130,87910,98290
5901043,"mbm",26250,37120,45470,52500,58700
5901043,"living_income",45610,64510,79010,91230,102000
5901046,"mbm",23550,33300,40780,47090,52650
5901046,"living_income",40590,57400,70300,81170,90750
5901806,"mbm",24070,34040,41690,48140,53820
5901806,"living_income",41230,58300,71400,82450,92180
5903004,"mbm",27170,38420,47050,54330,60750
5903004,"living_income",47020,66490,81440,94030,105130
5903010,"mbm",24610,34810,42630,49230,55040
5903010,"living_income",42050,59470,72830,84100,94030
5903011,"mbm",30270,42810,52430,60540,67690
5903011,"living_income",52950,74880,91710,105890,118390
5903013,"mbm",24780,35050,42920,49560,55410
5903013,"living_income",42600,60240,73780,85200,95250
5903015,"mbm",29900,42290,51790,59810,66870
5903015,"living_income",52830,74710,91510,105660,118130
5903017,"mbm",26480,37440,45860,52950,59200
5903017,"living_income",45920,64940,79540,91840,102680
5903023,"mbm",26870,38000,46550,53750,60090
5903023,"living_income",46320,65510,80240,92650,103580
5903032,"mbm",27640,39080,47870,55270,61800
5903032,"living_income",47340,66940,81990,94670,105850
5903039,"mbm",25300,35770,43810,50590,56560
5903039,"living_income",43200,61100,74830,86410,96610
5903041,"mbm",26430,37380,45780,52860,59100
5903041,"living_income",45940,64970,79580,91890,102730
5903043,"mbm",25370,35880,43950,50750,56740
5903043,"living_income",44240,62560,76620,88470,98910
5903045,"mbm",26850,37970,46510,53700,60040
5903045,"living_income",47010,66490,81430,94030,105120
5903047,"mbm",27500,38900,47640,55010,61500
5903047,"living_income",47880,67710,82930,95760,107060
5903050,"mbm",26800,37900,46410,53590,59920
5903050,"living_income",46490,65740,80520,92970,103950
5903052,"mbm",26010,36790,45060,52030,58170
5903052,"living_income",44750,63280,77510,89500,100060
5903056,"mbm",24880,35190,43090,49760,55630
5903056,"living_income",43110,60970,74680,86230,96410
5903058,"mbm",25050,35430,43390,50100,56020
5903058,"living_income",43700,61800,75690,87400,97710
5903060,"mbm",24520,34670,42460,49030,54820
5903060,"living_income",41930,59290,72620,83860,93750
5905005,"mbm",24680,34900,42750,49360,55190
5905005,"living_income",42780,60500,74100,85560,95660
5905014,"mbm",26360,37280,45660,52730,58950
5905014,"living_income",45740,64690,79230,91480,102280
5905018,"mbm",25580,36170,44300,51160,57200
5905018,"living_income",44680,63180,77380,89350,99900
5905023,"mbm",25860,36570,44790,51720,57820
5905023,"living_income",45320,64090,78490,90640,101340
5905032,"mbm",26570,37570,46020,53140,59410
5905032,"living_income",45940,64970,79580,91890,102730
5905050,"mbm",24240,34280,41980,48480,54200
5905050,"living_income",41540,58750,71960,83090,92900
5905052,"mbm",25650,36270,44420,51290,57350
5905052,"living_income",44400,62790,76900,88800,99280
5905054,"mbm",28080,39710,48630,56150,62780
5905054,"living_income",48870,69110,84640,97730,109270
5907005,"mbm",25860,36570,44790,51720,57820
5907005,"living_income",44720,63240,77460,89440,1e+05
5907009,"mbm",27650,39100,47890,55300,61830
5907009,"living_income",47760,67550,82730,95530,106800
5907014,"mbm",26860,37980,46520,53710,60050
5907014,"living_income",46750,66120,80980,93510,104550
5907022,"mbm",23980,33910,41530,47950,53610
5907022,"living_income",41400,58550,71710,82800,92570
5907024,"mbm",26730,37800,46300,53460,59770
5907024,"living_income",46390,65600,80350,92780,103730
5907026,"mbm",27770,39270,48100,55540,62090
5907026,"living_income",48480,68560,83970,96960,108400
5907028,"mbm",25240,35700,43720,50490,56450
5907028,"living_income",43580,61630,75480,87160,97440
5907035,"mbm",27170,38430,47060,54340,60760
5907035,"living_income",47690,67440,82600,95380,106630
5907041,"mbm",28790,40710,49860,57580,64370
5907041,"living_income",50540,71480,87540,101080,113010
5907047,"mbm",24840,35130,43020,49680,55540
5907047,"living_income",42990,60800,74470,85990,96140
5907048,"mbm",24830,35110,43000,49650,55510
5907048,"living_income",43220,61120,74850,86430,96630
5907049,"mbm",24650,34850,42690,49290,55110
5907049,"living_income",42860,60610,74230,85720,95830
5907053,"mbm",25310,35790,43830,50620,56590
5907053,"living_income",43020,60830,74510,86030,96190
5907055,"mbm",24610,34800,42630,49220,55030
5907055,"living_income",42420,60000,73480,84850,94860
5907802,"mbm",22490,31800,38950,44980,50280
5907802,"living_income",38270,54120,66290,76540,85580
5907803,"mbm",21930,31010,37980,43860,49030
5907803,"living_income",37050,52400,64180,74100,82850
5909009,"mbm",25920,36650,44890,51830,57950
5909009,"living_income",45450,64280,78720,90900,101630
5909014,"mbm",23670,33480,41000,47340,52930
5909014,"living_income",40430,57170,70020,80860,90400
5909016,"mbm",24370,34470,42210,48750,54500
5909016,"living_income",42350,59890,73350,84700,94700
5909020,"mbm",27750,39240,48060,55490,62040
5909020,"living_income",49390,69850,85550,98790,110450
5909027,"mbm",24800,35070,42950,49600,55450
5909027,"living_income",43430,61430,75230,86870,97120
5909032,"mbm",25290,35770,43800,50580,56550
5909032,"living_income",44460,62880,77010,88930,99420
5909034,"mbm",23910,33810,41410,47820,53460
5909034,"living_income",42060,59490,72850,84120,94050
5909035,"mbm",22450,31760,38890,44910,50210
5909035,"living_income",38910,55030,67390,77820,87010
5909052,"mbm",27260,38550,47210,54510,60950
5909052,"living_income",48480,68570,83980,96970,108410
5909056,"mbm",27770,39280,48100,55540,62100
5909056,"living_income",49580,70120,85870,99160,110860
5909060,"mbm",28110,39760,48690,56220,62860
5909060,"living_income",49970,70670,86560,99950,111740
5909062,"mbm",22700,32100,39310,45390,50750
5909062,"living_income",39350,55650,68150,78700,87990
5909821,"mbm",21540,30460,37300,43070,48160
5909821,"living_income",36110,51070,62550,72230,80750
5909830,"mbm",22890,32370,39650,45780,51190
5909830,"living_income",39480,55830,68380,78950,88270
5915001,"mbm",27760,39260,48080,55520,62070
5915001,"living_income",49290,69710,85380,98590,110220
5915002,"mbm",29160,41240,50510,58320,65210
5915002,"living_income",51590,72960,89360,103190,115370
5915004,"mbm",28410,40180,49210,56820,63530
5915004,"living_income",50460,71360,87400,100920,112830
5915007,"mbm",28540,40360,49440,57080,63820
5915007,"living_income",50280,71110,87090,100570,112440
5915011,"mbm",26850,37970,46500,53690,60030
5915011,"living_income",47500,67180,82270,95000,106210
5915015,"mbm",29220,41330,50620,58450,65350
5915015,"living_income",51760,73190,89640,103510,115730
5915020,"mbm",35700,50480,61830,71390,79820
5915020,"living_income",64120,90680,111060,128240,143380
5915022,"mbm",28610,40460,49550,57210,63970
5915022,"living_income",50600,71560,87640,101200,113140
5915025,"mbm",28350,40100,49110,56710,63400
5915025,"living_income",50120,70880,86810,100240,112070
5915029,"mbm",28940,40930,50130,57880,64720
5915029,"living_income",51260,72490,88780,102520,114620
5915034,"mbm",28840,40790,49950,57680,64490
5915034,"living_income",51220,72440,88720,102440,114530
5915038,"mbm",27520,38920,47670,55040,61540
5915038,"living_income",49210,69590,85230,98420,110030
5915039,"mbm",27730,39210,48020,55450,62000
5915039,"living_income",49160,69520,85150,98320,109930
5915043,"mbm",27090,38310,46920,54180,60580
5915043,"living_income",48050,67950,83230,96100,107450
5915046,"mbm",27530,38930,47680,55050,61550
5915046,"living_income",48980,69260,84830,97950,109520
5915051,"mbm",29540,41770,51160,59070,66040
5915051,"living_income",52500,74240,90930,104990,117390
5915055,"mbm",31080,43950,53830,62160,69490
5915055,"living_income",55790,78890,96620,111570,124740
5915062,"mbm",26580,37580,46030,53150,59420
5915062,"living_income",47000,66460,81400,93990,105090
5915065,"mbm",27500,38890,47630,55000,61500
5915065,"living_income",49050,69370,84960,98100,109680
5915070,"mbm",27650,39110,47900,55310,61840
5915070,"living_income",49040,69360,84950,98090,109670
5915075,"mbm",28210,39890,48860,56420,63080
5915075,"living_income",50150,70920,86860,100290,112130
5915802,"mbm",30900,43690,53510,61790,69090
5915802,"living_income",55350,78280,95870,110710,123770
5915803,"mbm",23890,33790,41390,47790,53430
5915803,"living_income",41690,58960,72210,83380,93220
5915806,"mbm",28380,40140,49160,56760,63460
5915806,"living_income",50430,71310,87340,100850,112760
5915807,"mbm",19300,27300,33430,38600,43160
5915807,"living_income",32220,45570,55810,64450,72050
5915808,"mbm",31000,43840,53690,62000,69320
5915808,"living_income",54680,77330,94710,109360,122270
5917005,"mbm",22950,32450,39750,45890,51310
5917005,"living_income",39950,56500,69200,79910,89340
5917010,"mbm",26450,37400,45810,52890,59140
5917010,"living_income",46260,65420,80130,92520,103440
5917015,"mbm",26090,36890,45180,52170,58330
5917015,"living_income",45960,64990,79600,91920,102760
5917021,"mbm",27050,38260,46860,54110,60500
5917021,"living_income",47730,67510,82680,95470,106740
5917027,"mbm",26010,36780,45050,52020,58160
5917027,"living_income",45410,64220,78660,90830,101550
5917029,"mbm",24570,34750,42560,49140,54940
5917029,"living_income",42260,59760,73190,84510,94490
5917030,"mbm",25330,35820,43870,50660,56640
5917030,"living_income",44510,62950,77100,89020,99530
5917034,"mbm",29590,41840,51250,59180,66160
5917034,"living_income",52220,73850,90450,104440,116770
5917040,"mbm",28430,40210,49250,56870,63580
5917040,"living_income",50150,70930,86870,100300,112140
5917041,"mbm",27400,38750,47460,54800,61260
5917041,"living_income",48530,68630,84050,97060,108510
5917042,"mbm",27190,38450,47090,54380,60800
5917042,"living_income",48140,68080,83380,96280,107650
5917044,"mbm",29580,41840,51240,59170,66150
5917044,"living_income",52710,74550,91300,105430,117870
5917047,"mbm",27720,39200,48000,55430,61970
5917047,"living_income",49100,69440,85050,98200,109800
5917049,"mbm",26120,36940,45240,52240,58400
5917049,"living_income",46210,65350,80030,92420,103320
5917052,"mbm",28920,40900,50090,57840,64670
5917052,"living_income",51360,72640,88960,102730,114850
5917054,"mbm",27720,39210,48020,55450,61990
5917054,"living_income",49010,69310,84880,98020,109590
5917803,"mbm",22210,31400,38460,44410,49650
5917803,"living_income",37370,52860,64740,74750,83570
5917812,"mbm",27640,39090,47880,55280,61810
5917812,"living_income",48130,68070,83370,96270,107630
5919008,"mbm",28240,39940,48910,56480,63150
5919008,"living_income",49160,69520,85140,98310,109910
5919012,"mbm",31760,44910,55000,63510,71010
5919012,"living_income",55010,77800,95280,110020,123010
5919013,"mbm",27500,38890,47630,55000,61500
5919013,"living_income",47970,67830,83080,95930,107250
5919015,"mbm",25450,36000,44090,50910,56920
5919015,"living_income",43770,61900,75810,87530,97870
5919016,"mbm",30310,42860,52490,60610,67770
5919016,"living_income",52880,74780,91590,105760,118240
5919017,"mbm",27600,39040,47810,55210,61730
5919017,"living_income",48050,67950,83230,96100,107440
5919021,"mbm",28080,39710,48630,56160,62790
5919021,"living_income",48910,69160,84710,97810,109360
5919033,"mbm",29050,41090,50320,58110,64960
5919033,"living_income",50670,71650,87760,101330,113290
5919035,"mbm",29050,41080,50310,58090,64950
5919035,"living_income",50510,71430,87480,101010,112940
5919043,"mbm",26290,37180,45540,52580,58790
5919043,"living_income",45730,64670,79200,91450,102250
5919046,"mbm",28740,40650,49780,57480,64270
5919046,"living_income",50600,71570,87650,101210,113150
5919049,"mbm",25200,35640,43660,50410,56360
5919049,"living_income",43490,61500,75320,86970,97240
5919051,"mbm",27970,39550,48440,55930,62530
5919051,"living_income",48740,68920,84410,97470,108980
5919804,"mbm",21760,30770,37690,43520,48660
5919804,"living_income",35710,50500,61850,71420,79850
5919822,"mbm",22060,31200,38220,44130,49340
5919822,"living_income",36950,52260,64000,73910,82630
5921007,"mbm",28000,39600,48500,56000,62610
5921007,"living_income",49630,70190,85970,99260,110980
5921008,"mbm",24640,34840,42670,49270,55090
5921008,"living_income",43320,61260,75020,86630,96860
5921010,"mbm",25540,36110,44230,51070,57100
5921010,"living_income",44940,63550,77840,89880,100490
5921014,"mbm",24100,34090,41750,48210,53900
5921014,"living_income",41640,58890,72120,83280,93110
5921016,"mbm",26520,37510,45940,53050,59310
5921016,"living_income",47060,66550,81510,94120,105230
5921018,"mbm",26520,37500,45930,53040,59300
5921018,"living_income",46540,65820,80610,93080,104070
5921023,"mbm",23560,33320,40810,47130,52690
5921023,"living_income",40920,57860,70870,81830,91490
5921030,"mbm",23220,32840,40210,46440,51920
5921030,"living_income",40470,57240,70100,80940,90500
5921032,"mbm",25950,36690,44940,51890,58020
5921032,"living_income",45470,64310,78760,90940,101680
5921034,"mbm",23490,33210,40680,46970,52510
5921034,"living_income",40890,57830,70820,81780,91430
5921036,"mbm",25410,35930,44010,50810,56810
5921036,"living_income",44400,62790,76900,88790,99270
5921804,"mbm",18550,26240,32130,37100,41480
5921804,"living_income",30930,43740,53570,61860,69160
5923008,"mbm",28090,39720,48650,56170,62800
5923008,"living_income",48970,69250,84820,97940,109500
5923019,"mbm",29760,42080,51540,59510,66540
5923019,"living_income",52780,74640,91410,105550,118010
5923025,"mbm",29910,42300,51810,59820,66890
5923025,"living_income",53120,75120,92000,106240,118780
5923035,"mbm",23790,33650,41210,47590,53200
5923035,"living_income",41070,58080,71140,82140,91840
5923037,"mbm",24600,34780,42600,49190,55000
5923037,"living_income",42530,60150,73670,85060,95110
5923039,"mbm",24700,34930,42780,49400,55230
5923039,"living_income",42620,60270,73810,85230,95290
5923049,"mbm",26310,37200,45560,52610,58820
5923049,"living_income",45670,64590,79100,91340,102120
5923807,"mbm",20480,28960,35470,40960,45800
5923807,"living_income",33760,47740,58470,67520,75480
5923808,"mbm",21960,31050,38030,43920,49100
5923808,"living_income",37140,52520,64330,74280,83040
5924025,"mbm",23330,32990,40410,46660,52170
5924025,"living_income",39750,56220,68860,79510,88890
5924034,"mbm",27570,38990,47750,55140,61650
5924034,"living_income",48390,68440,83820,96780,108210
5924042,"mbm",25880,36600,44820,51750,57860
5924042,"living_income",45250,63990,78380,90500,101180
5924054,"mbm",23920,33820,41420,47830,53480
5924054,"living_income",40720,57590,70530,81440,91060
5926005,"mbm",26670,37710,46190,53330,59630
5926005,"living_income",46260,65420,80120,92510,103430
5926010,"mbm",29570,41820,51220,59140,66120
5926010,"living_income",51660,73060,89480,103320,115520
5926014,"mbm",30300,42850,52480,60590,67750
5926014,"living_income",53480,75630,92620,106950,119580
5926021,"mbm",26510,37490,45920,53030,59280
5926021,"living_income",45610,64500,79000,91220,101990
5926022,"mbm",24960,35300,43230,49920,55810
5926022,"living_income",43040,60860,74540,86070,96230
5926024,"mbm",27090,38310,46910,54170,60570
5926024,"living_income",47160,66690,81680,94310,105440
5927008,"mbm",27370,38700,47400,54730,61190
5927008,"living_income",47690,67440,82600,95370,106630
5927010,"mbm",24310,34380,42110,48630,54370
5927010,"living_income",41490,58670,71860,82980,92770
5927012,"mbm",24100,34090,41750,48200,53890
5927012,"living_income",41230,58310,71410,82460,92190
5927016,"mbm",25380,35900,43970,50770,56760
5927016,"living_income",43720,61830,75730,87450,97770
5927802,"mbm",22600,31960,39140,45200,50530
5927802,"living_income",38220,54050,66200,76440,85470
5929005,"mbm",30800,43560,53350,61610,68880
5929005,"living_income",54540,77130,94460,109080,121950
5929011,"mbm",27750,39240,48060,55490,62050
5929011,"living_income",48610,68750,84200,97230,108700
5929018,"mbm",25110,35520,43500,50230,56150
5929018,"living_income",43160,61030,74750,86320,96500
5929022,"mbm",26170,37010,45330,52350,58520
5929022,"living_income",45550,64410,78890,91100,101850
5929024,"mbm",26480,37440,45860,52950,59210
5929024,"living_income",46340,65530,80260,92680,103620
5929026,"mbm",27030,38230,46820,54070,60450
5929026,"living_income",47490,67160,82250,94980,106190
5929028,"mbm",26870,38000,46540,53740,60090
5929028,"living_income",47040,66520,81470,94070,105180
5929803,"mbm",24270,34320,42030,48540,54260
5929803,"living_income",40910,57860,70860,81820,91480
5931006,"mbm",29360,41530,50860,58730,65660
5931006,"living_income",52400,74110,90770,104810,117180
5931012,"mbm",29990,42410,51950,59980,67060
5931012,"living_income",53510,75670,92680,107020,119650
5931017,"mbm",27590,39020,47790,55180,61690
5931017,"living_income",48670,68820,84290,97330,108820
5931020,"mbm",30150,42640,52230,60310,67420
5931020,"living_income",53810,76110,93210,107630,120330
5931026,"mbm",23960,33890,41510,47930,53590
5931026,"living_income",40960,57930,70950,81920,91590
5931032,"mbm",24400,34510,42260,48800,54560
5931032,"living_income",41570,58790,72000,83140,92960
5931843,"mbm",21230,30030,36780,42470,47480
5931843,"living_income",35170,49740,60920,70350,78650
5933006,"mbm",28560,40390,49470,57120,63860
5933006,"living_income",49580,70120,85880,99170,110870
5933008,"mbm",24490,34640,42420,48990,54770
5933008,"living_income",41820,59150,72440,83650,93520
5933019,"mbm",25430,35960,44040,50860,56860
5933019,"living_income",43170,61050,74770,86340,96530
5933035,"mbm",27960,39540,48420,55910,62510
5933035,"living_income",48260,68250,83590,96530,107920
5933039,"mbm",26550,37540,45980,53100,59360
5933039,"living_income",46320,65500,80230,92640,103570
5933042,"mbm",28390,40150,49180,56790,63490
5933042,"living_income",49750,70360,86170,99500,111250
5933044,"mbm",27320,38630,47320,54630,61080
5933044,"living_income",47760,67540,82720,95520,106790
5933045,"mbm",32240,45590,55840,64470,72080
5933045,"living_income",57230,80930,99120,114450,127960
5933054,"mbm",27260,38550,47210,54510,60950
5933054,"living_income",46630,65940,80760,93250,104260
5933060,"mbm",25640,36260,44410,51280,57330
5933060,"living_income",44170,62460,76500,88330,98760
5933067,"mbm",28330,40070,49070,56660,63350
5933067,"living_income",49060,69380,84980,98120,109710
5933068,"mbm",25240,35690,43720,50480,56440
5933068,"living_income",42820,60550,74160,85630,95740
5933072,"mbm",27910,39470,48340,55820,62410
5933072,"living_income",48250,68230,83560,96490,107880
5933074,"mbm",27050,38250,46840,54090,60470
5933074,"living_income",46470,65720,80490,92940,103910
5933801,"mbm",24090,34070,41720,48180,53870
5933801,"living_income",40130,56750,69500,80260,89730
