"munic","pr","scoremat","scoresoc","scoremat_can","scoresoc_can","scoremat_pr","scoresoc_pr"
4807004,"48",0,0,2,4,2,3
4807006,"48",0.0500079968743992,0.0190149164839387,4,5,4,5
4807008,"48",-0.0119988165309807,-0.0661983725789453,1,1,1,1
4807011,"48",-0.0111828387678293,-0.0203280417246488,1,2,1,2
4807012,"48",-0.0147563819170579,0.0534837977592182,1,5,1,5
4807014,"48",0.0260942166703211,0.0267083957654957,4,5,4,5
4807016,"48",-0.0978087569296205,0.196128823589255,1,5,1,5
4807019,"48",-0.0163885217832739,-0.0228512015233042,1,2,1,2
4807021,"48",0.0299624940610692,0.0297874128447395,4,5,4,5
4807026,"48",-0.000135041009744211,0.0119691070697596,2,5,2,4
4807027,"48",0.00576549570758108,-0.0462173294474629,3,1,3,1
4807028,"48",0.010648970492488,-0.084766001670135,3,1,3,1
4807029,"48",0.0224163699423003,0.0510477637326905,4,5,4,5
4807031,"48",-0.0157800236806711,-0.0257374825358615,1,2,1,2
4807032,"48",0.014884501068154,0.0639865594914509,3,5,4,5
4807036,"48",-0.0125320705765375,0.0068548583756009,1,4,1,4
4807038,"48",0.0694917346200383,-0.0715109021086857,5,1,5,1
4807039,"48",0.00254770537832474,0.00977623601018393,3,5,3,4
4807042,"48",-0.0304605157960098,0.0391039448365874,1,5,1,5
4807044,"48",-0.0203214701733271,0.0259266944251012,1,5,1,5
4807046,"48",0.0858168692615502,-0.00218462941020218,5,3,5,3
4807048,"48",-0.0114352668840715,-0.000247661037536585,1,3,1,3
4807049,"48",-0.0327243649326272,-0.0217270936371345,1,2,1,2
4807051,"48",-0.010728972482252,0.0113176715032242,1,5,2,4
4807052,"48",0.000519349324394555,0.00512325822712208,2,4,3,4
4807054,"48",-0.00568473717179657,0.012903745055936,2,5,2,4
4807056,"48",-0.0312655294243646,0.0172837514218994,1,5,1,4
4808001,"48",-0.014437144827726,-0.021676005302265,1,2,1,2
4808002,"48",-0.0278399079436633,0.0188733275022551,1,5,1,5
4808004,"48",0.0192057189765657,0.0343770561445928,3,5,4,5
4808005,"48",0.0376900292568785,-0.0719887066300959,4,1,4,1
4808006,"48",0.0358879864762931,0.0309307411359517,4,5,4,5
4808008,"48",0.00731290147693298,0.00799393477395838,3,4,3,4
4808009,"48",0.00358954152772972,0.0115423531584113,3,5,3,4
4808011,"48",0.00257484529119111,0.0157576077740741,3,5,3,4
4808012,"48",-0.000117310117259766,0.0193552904554818,2,5,2,5
4808013,"48",-0.0233216979370812,-0.037855285684418,1,1,1,1
4808022,"48",-0.0112519766102191,-0.0273316180563518,1,2,1,2
4808023,"48",-0.104585154062122,-0.0667235397820338,1,1,1,1
4808024,"48",0.0291983367300709,0.0224731115870722,4,5,4,5
4808025,"48",-0.0368784251834375,-0.117611597985543,1,1,1,1
4808026,"48",0.0415220687867756,0.0150161847681338,4,5,4,4
4808027,"48",-0.00193498698032012,-0.0107351502138694,2,3,2,2
4808028,"48",0.0344331973921697,-0.0366905303307228,4,1,4,1
4808029,"48",0.00757578114460718,0.00579787043916511,3,4,3,4
4808031,"48",-0.00168806214241007,0.00366711560292025,2,4,2,4
4808032,"48",0.00407944313446642,0.00121439150802651,3,4,3,3
4808034,"48",0.0452780096578693,0.0254703730813009,4,5,4,5
4808038,"48",-0.0030664984635832,-0.0397825011205517,2,1,2,1
4808039,"48",0.0108894635802383,0.0285618374075155,3,5,3,5
4808042,"48",0.0550456743110061,-0.0324192161395433,4,1,4,2
4808044,"48",0.0241226817591465,0.00973151238041792,4,5,4,4
4808811,"48",0.153884807400258,-0.000578846647910656,5,3,5,3
4808812,"48",0,0,2,4,2,3
4808813,"48",0.155630082584727,-0.00560810956619977,5,3,5,3
4809002,"48",0.00526145524755827,-0.0223512895797771,3,2,3,2
4809005,"48",0,0,2,4,2,3
4809010,"48",0.0782908770588139,0.0668862710182098,5,5,5,5
4809015,"48",0.00393166853554163,0.0299047247449005,3,5,3,5
4809806,"48",0.158689339995757,-0.0288619146308569,5,2,5,2
4809809,"48",0.119048320776083,0.00133702734389683,5,4,5,3
4809810,"48",NA,NA,NA,NA,NA,NA
4810001,"48",-0.00963018731005793,-0.0255770945103393,1,2,2,2
4810002,"48",0.0224505263055742,0.0112245176446417,4,5,4,4
4810003,"48",-0.00229780388120317,-0.0104501479666488,2,3,2,2
4810006,"48",-0.0043503830574861,-0.0194839280149894,2,2,2,2
4810009,"48",0.0453984074294221,0.000760557563197733,4,4,4,3
4810011,"48",0.00251637114417092,0.0121717270978234,3,5,3,4
4810012,"48",0.0202633327753994,0.0117155549308799,3,5,4,4
4810014,"48",0.00404986172753031,0.0172084302392936,3,5,3,4
4810016,"48",-0.000946942333890478,-0.0176909387909694,2,2,2,2
4810018,"48",0.0131866882538917,0.018094536936602,3,5,4,4
4810019,"48",0.0197301769018773,0.0223272322632225,3,5,4,5
4810021,"48",0.064586157732013,0.0399925513278161,5,5,5,5
4810022,"48",-0.0290800693484492,0.0522787368249411,1,5,1,5
4810026,"48",-0.00790587504645171,-0.019287137572271,2,2,2,2
4810028,"48",0.0152381752393921,0.0185842308503791,3,5,4,5
4810031,"48",0.105642625971888,0.0412024310090126,5,5,5,5
4810034,"48",0.0157309849085954,0.0233079868993575,3,5,4,5
4810036,"48",-0.0203264426348335,-0.0401395052363641,1,1,1,1
4810038,"48",0.0862959126536943,-0.019527215624715,5,2,5,2
4810039,"48",-0.0146086694903752,0.00243402733066473,1,4,1,3
4810041,"48",0.00790084514726028,-0.00386755718901489,3,3,3,3
4810042,"48",-0.0108956485843776,0.0181011039225446,1,5,1,4
4810044,"48",-0.000885354991423306,0.0258780517384799,2,5,2,5
4810048,"48",0.0331199136071141,-0.0327410390501239,4,1,4,2
4810051,"48",0.108333957430979,0.00847211037705591,5,4,5,4
4810052,"48",0.0863673315151298,-0.0255537550266133,5,2,5,2
4810058,"48",-0.00341015744532247,-0.0211739218415711,2,2,2,2
4810059,"48",0.0164788976690668,0.0111765156437406,3,5,4,4
4810061,"48",-0.000874000629334877,0.0205143307652005,2,5,2,5
4810062,"48",0.0346452578833738,0.0306088952071091,4,5,4,5
4810064,"48",0.00479462767421499,0.0069283744899676,3,4,3,4
4810066,"48",0.0116238151960433,-0.00521558505951417,3,3,4,3
4810068,"48",NA,NA,NA,NA,NA,NA
4810805,"48",0.105194618213066,0.0299184956500881,5,5,5,5
4811001,"48",-0.00066040765465115,-0.0273304307492213,2,2,2,2
4811002,"48",0.028074977738431,0.0255806653026945,4,5,4,5
4811003,"48",0,0,2,4,2,3
4811004,"48",0,0,2,4,2,3
4811005,"48",0,0,2,4,2,3
4811006,"48",0.0110334787397075,-0.0279811737288279,3,2,4,2
4811007,"48",0,0,2,4,2,3
4811008,"48",-0.0293440362068921,0.056334848327891,1,5,1,5
4811009,"48",-0.0472275527171208,-0.0651663615505835,1,1,1,1
4811011,"48",0.0264010983143177,0.00862925674803852,4,4,4,4
4811012,"48",-0.0144458348457253,-0.0334399049636882,1,1,1,1
4811013,"48",-0.0223688165284489,-0.0279131378850313,1,2,1,2
4811016,"48",-0.00533561293600763,0.00946356333510207,2,5,2,4
4811018,"48",0.00477927499630335,-0.00048514851759574,3,3,3,3
4811019,"48",0.0102209227185349,0.0222141226663116,3,5,3,5
4811020,"48",0,0,2,4,2,3
4811021,"48",0.00344478748620824,0.0379336619420606,3,5,3,5
4811022,"48",0,0,2,4,2,3
4811023,"48",-0.0377904798527679,-0.0681070897709917,1,1,1,1
4811024,"48",0.0563981620551724,0.0272541555701351,4,5,5,5
4811026,"48",0.0366548338991747,0.0522562361435083,4,5,4,5
4811031,"48",0.00863565021605773,0.0140890412031356,3,5,3,4
4811032,"48",0.0104726593690116,-0.019103076283511,3,2,3,2
4811034,"48",-0.0125389360498887,-0.0332094422035917,1,1,1,2
4811038,"48",-0.0456473216367935,0.0619377428810192,1,5,1,5
4811039,"48",0,0,2,4,2,3
4811041,"48",0,0,2,4,2,3
4811042,"48",0,0,2,4,2,3
4811044,"48",0,0,2,4,2,3
4811046,"48",-0.00424338480449937,-0.0221239740378768,2,2,2,2
4811048,"48",-0.000535110826469432,0.00942028181600906,2,5,2,4
4811049,"48",-0.0084097899286262,0.00580870870316852,2,4,2,4
4811052,"48",-0.0287956668680148,-0.01741641989717,1,2,1,2
4811056,"48",-0.020805143084745,0.00549993722804893,1,4,1,4
4811059,"48",-0.0230624773456387,-0.0342831326571107,1,1,1,1
4811061,"48",0.000710865931631913,0.0038488166735885,2,4,3,4
4811062,"48",-0.0272209671831074,-0.0107748156301986,1,3,1,2
4811064,"48",0.00417118703079936,0.00281080345742615,3,4,3,3
4811065,"48",0.023906523951996,0.0167402722811629,4,5,4,4
4811066,"48",0.0149510355055793,-0.00813388137403852,3,3,4,3
4811068,"48",-0.00350062196924569,-0.00529560870466837,2,3,2,3
4811069,"48",0.0102640282376815,-0.00391901975466635,3,3,3,3
4811801,"48",0.145764795556047,-0.0484340229541769,5,1,5,1
4811802,"48",0.18178236066376,-0.0236371420137296,5,2,5,2
4811803,"48",0.182959394412177,-0.0560620685536176,5,1,5,1
4811804,"48",0.101656346075376,-0.00345493955087908,5,3,5,3
4811805,"48",0.110785550914483,-0.0146128136207555,5,2,5,2
4811806,"48",0.156999856818649,-0.0308738034270905,5,2,5,2
4811807,"48",0,0,2,4,2,3
4812002,"48",-0.0148054049485282,0.0116063941922655,1,5,1,4
4812004,"48",0.00207439786301521,-0.030932506238644,3,2,3,2
4812009,"48",0.0105528862331321,0.0184277387148605,3,5,3,5
4812011,"48",-0.104298402109929,-0.0686808171418735,1,1,1,1
4812012,"48",0.0245718416916782,0.013366441600977,4,5,4,4
4812013,"48",-0.0379626129449512,-0.134079056525512,1,1,1,1
4812014,"48",-0.00654054446827876,-0.0307038742639816,2,2,2,2
4812016,"48",-0.00367137869607387,0.0214724391713405,2,5,2,5
4812018,"48",-0.00127358761467624,0.014241626987068,2,5,2,4
4812020,"48",-0.0245121252371039,0.0486318800384034,1,5,1,5
4812022,"48",0.0526388736565786,-0.0144841446434393,4,2,4,2
4812024,"48",-0.00119087499785033,0.0100642876418077,2,5,2,4
4812026,"48",-0.0111827455931164,0.0243859930434955,1,5,1,5
4812029,"48",0.000986243864823385,0.00923920567547115,2,4,3,4
4812037,"48",0.0112818950145014,-0.0154721158104193,3,2,4,2
4812038,"48",0,0,2,4,3,3
4812802,"48",0.155658348343775,-0.0430866648461245,5,1,5,1
4812804,"48",0.117914008400365,-0.0486027353276525,5,1,5,1
4812806,"48",NA,NA,NA,NA,NA,NA
4812808,"48",0.0892531922237932,-0.0247241058947998,5,2,5,2
4812810,"48",0.13459204191623,0.000199718615301934,5,4,5,3
4812811,"48",0.132127147669382,-0.0344714087264187,5,1,5,1
4812813,"48",0.148849124271415,-0.140049874896287,5,1,5,1
4812815,"48",0.18402635140886,-0.099760116105755,5,1,5,1
4812828,"48",0.133211620329209,-0.0698637476896879,5,1,5,1
4812840,"48",0.157718131248541,-0.121716121967102,5,1,5,1
4813001,"48",0.0108714881580356,-0.019566855422855,3,2,3,2
4813002,"48",0.0240443331530349,0.00888266370537129,4,4,4,4
4813003,"48",0,0,2,4,3,3
4813005,"48",0.0718787721389168,0.0391900334162364,5,5,5,5
4813006,"48",-0.00110310732363119,0.0306073427580776,2,5,2,5
4813007,"48",0,0,2,4,3,3
4813008,"48",-0.0337465987643822,0.011448718259388,1,5,1,4
4813009,"48",0,0,2,4,3,3
4813010,"48",-0.0331373875768439,0.0367936771227449,1,5,1,5
4813011,"48",0.0152824838716241,-0.0389845776765642,3,1,4,1
4813012,"48",-0.00812536468804576,0.0133384493502036,2,5,2,4
4813013,"48",-0.0397397411161702,-0.110700775273668,1,1,1,1
4813014,"48",0.026763540581303,0.00273311502668174,4,4,4,3
4813015,"48",-0.0291203424053071,0.0506000261085035,1,5,1,5
4813016,"48",-0.0124533048433868,0.0397272264764067,1,5,1,5
4813017,"48",-0.0256017125832135,0.0454254059757378,1,5,1,5
4813018,"48",0.0015885270118686,-0.0419566857503006,3,1,3,1
4813019,"48",0.0148949901714261,0.0149452071843177,3,5,4,4
4813028,"48",0.0021330435887946,-0.0274559242471295,3,2,3,2
4813029,"48",-0.00141207940844977,-0.0332683772752902,2,1,2,2
4813030,"48",0.00775179053297199,0.012316748113104,3,5,3,4
4813031,"48",0.02084038986254,0.0175991485929708,3,5,4,4
4813032,"48",0.000724761117528578,0.0388857511106207,2,5,3,5
4813033,"48",0,0,2,4,3,3
4813036,"48",0.00291263729906691,0.00143649665583135,3,4,3,3
4813044,"48",-0.00930046293826641,-0.0136600415211352,1,2,2,2
4813045,"48",-0.03704575531068,-0.0806456813323491,1,1,1,1
4813046,"48",0.00264321796791306,0.0359142045769043,3,5,3,5
4813047,"48",-0.0320730173719296,-0.0843659887598001,1,1,1,1
4813048,"48",-0.00685819005929935,0.0355256541953728,2,5,2,5
4813049,"48",0.0346068271236311,-0.000476997684002052,4,3,4,3
4813051,"48",-0.0943153038362564,0.0847398813640372,1,5,1,5
4813053,"48",0.0203486911898713,-0.0702193808755291,3,1,4,1
4813055,"48",-0.0487974055933538,-0.0771187179773127,1,1,1,1
4813057,"48",-0.0624809026670042,-0.0891250538212139,1,1,1,1
4813061,"48",-0.0271813971030505,-0.0499301170112391,1,1,1,1
4813811,"48",0.18885266534924,-0.0255599218143278,5,2,5,2
4813829,"48",0,0,2,4,3,3
4813830,"48",NA,NA,NA,NA,NA,NA
4814003,"48",0.0134946584924725,-0.0157164292599678,3,2,4,2
4814019,"48",0.00468684223410825,0.000620210865895826,3,4,3,3
4814024,"48",0.00301236066732443,0.0210580703610758,3,5,3,5
4814028,"48",NA,NA,NA,NA,NA,NA
4815007,"48",-0.00668948908701934,0.0044669221362427,2,4,2,4
4815013,"48",0,0,2,4,3,3
4815015,"48",-0.0183577296286148,-0.0175907448849543,1,2,1,2
4815023,"48",-0.043941075784944,-0.00452627833214689,1,3,1,3
4815027,"48",0,0,2,4,3,3
4815030,"48",0,0,2,4,3,3
4815032,"48",0,0,2,4,3,3
4815033,"48",-0.0273470642836351,0.00699346491499951,1,4,1,4
4815035,"48",-0.0338527387821327,0.00422641216927549,1,4,1,4
4815037,"48",NA,NA,NA,NA,NA,NA
4815045,"48",-0.0914942278958754,-0.032804183731452,1,1,1,2
4815802,"48",NA,NA,NA,NA,NA,NA
4815815,"48",NA,NA,NA,NA,NA,NA
4816037,"48",-0.0385665729857955,-0.00250680372825651,1,3,1,3
4816051,"48",0.157227357156562,-0.12449054852606,5,1,5,1
4816810,"48",0.0767317290644857,0.0292537740142755,5,5,5,5
4816817,"48",0.178604355572765,0.00433873078125389,5,4,5,4
4816821,"48",0.116383015114463,0.0450379626483684,5,5,5,5
4816822,"48",0.169191240145617,-0.0860605269630308,5,1,5,1
4816849,"48",NA,NA,NA,NA,NA,NA
4816850,"48",0.124827089364494,-0.0444431142176184,5,1,5,1
4816852,"48",0.174917406073245,-0.121452177849147,5,1,5,1
4816860,"48",NA,NA,NA,NA,NA,NA
4816861,"48",NA,NA,NA,NA,NA,NA
4817021,"48",0.00324300992991758,0.0192004829681798,3,5,3,5
4817024,"48",0.052831434751909,-0.000259708484555875,4,3,4,3
4817026,"48",-0.00201106010795363,-0.0358218836526269,2,1,2,1
4817027,"48",0.0494576128391906,-0.00969069116338578,4,3,4,2
4817029,"48",0.0120255863197838,-0.00726221129328723,3,3,4,3
4817031,"48",0.0943752564274879,-0.0321447241965965,5,1,5,2
4817033,"48",0.0110331134805227,-0.0156967962141201,3,2,3,2
4817039,"48",0.0186933411630583,0.0769818018931404,3,5,4,5
4817062,"48",0.0469691859448717,-0.0567399344258239,4,1,4,1
4817064,"48",0.05215079760624,0.0204490776447723,4,5,4,5
4817076,"48",0.0272629395599568,-0.0243659810407972,4,2,4,2
4817078,"48",0.00491385839718999,0.0181186070904967,3,5,3,5
4817093,"48",0.00381023246070529,0.003436458966648,3,4,3,4
4817095,"48",0.0629476469448925,-0.097642588127846,5,1,5,1
4817097,"48",-0.0329270692726451,0.0340294062231705,1,5,1,5
4817817,"48",0.222286487491066,-0.135035344903788,5,1,5,1
4817818,"48",0.0960845451103469,-0.0668213865371684,5,1,5,1
4817819,"48",0.103540041526267,0.0177103896680407,5,5,5,4
4817821,"48",0.176450027266353,-0.0100919649714205,5,3,5,2
4817822,"48",0.171558695473182,-0.0344444543846784,5,1,5,1
4817823,"48",0.114860772766786,-0.0473513726863284,5,1,5,1
4817824,"48",0.173624413115252,-0.0141267107488893,5,2,5,2
4817825,"48",NA,NA,NA,NA,NA,NA
4817826,"48",0,0,2,4,3,3
4817827,"48",0.230236737413553,-0.157860182124152,5,1,5,1
4817828,"48",0.140429958996141,0.0106630071379555,5,5,5,4
4817829,"48",0.11671327803299,-0.00559259086261523,5,3,5,3
4817830,"48",0,0,2,4,3,3
4817831,"48",0.140174641512722,-0.049456720852657,5,1,5,1
4817832,"48",0,0,2,4,3,3
4817833,"48",0,0,2,4,3,3
4817834,"48",NA,NA,NA,NA,NA,NA
4817835,"48",0.224811567166373,-0.0746527620583668,5,1,5,1
4817836,"48",-0.01186548456544,0.165003520287564,1,5,1,5
4817837,"48",0.0652495181631284,-0.0393965667757743,5,1,5,1
4817838,"48",0.105924386413528,-0.0506337712367,5,1,5,1
4817840,"48",0.180286020128454,-0.0492967170613088,5,1,5,1
4817841,"48",0,0,2,4,3,3
4817842,"48",0.184271746633995,-0.0496972616823295,5,1,5,1
4817843,"48",0.166030499440663,-0.102388872216575,5,1,5,1
4817845,"48",0.17046238191808,-0.052807925148517,5,1,5,1
4817848,"48",0.133850099137801,0.0458337545485616,5,5,5,5
4817849,"48",0.211513361662668,-0.0224338712298208,5,2,5,2
4817850,"48",0,0,2,4,3,3
4817853,"48",0.152160958284547,-0.0876576910063493,5,1,5,1
4817854,"48",NA,NA,NA,NA,NA,NA
4817855,"48",0.00927232991203354,0.022049001291083,3,5,3,5
4817856,"48",0.173140161434372,-0.0301960146171225,5,2,5,2
4817857,"48",0.240428625981255,-0.0700802387231191,5,1,5,1
4817859,"48",0.210822145463764,-0.127899241932019,5,1,5,1
4817860,"48",0.125736117352482,-0.115175726693451,5,1,5,1
4817865,"48",0.158752069857429,-0.113941539806034,5,1,5,1
4818002,"48",-0.0126668763447253,0.00826508958060109,1,4,1,4
4818015,"48",0.00698876697801845,-0.0134162945529486,3,2,3,2
4818018,"48",0.0123234646357434,0.0300047387664147,3,5,4,5
4818816,"48",0.141572670068729,0.0101333130604033,5,5,5,4
4818818,"48",0,0,2,4,3,3
4819006,"48",-0.013944759264015,-0.0315450223962948,1,1,1,2
4819008,"48",0,0,2,4,3,3
4819009,"48",0.0163978901268099,0.00750195004915118,3,4,4,4
4819011,"48",0.0129831562508039,0.010192531037893,3,5,4,4
4819012,"48",-0.00446808689949919,0.015155324865557,2,5,2,4
4819014,"48",0.00752145424042115,0.00564253139248752,3,4,3,4
4819038,"48",-0.00703718516458976,0.0128246518899758,2,5,2,4
4819041,"48",-0.014310050839004,-0.0457503611964403,1,1,1,1
4819042,"48",0.0359850693304234,-0.0299873348694001,4,2,4,2
4819044,"48",-0.029445477640257,0.046700507006363,1,5,1,5
4819046,"48",0.00997733716764824,0.0227346007677637,3,5,3,5
4819048,"48",0.0453220970701486,0.0173953211981331,4,5,4,4
4819049,"48",0.00653552963320464,-0.00752485772484266,3,3,3,3
4819054,"48",0.00464068736319094,-0.0013127688159621,3,3,3,3
4819056,"48",0.0268750029666984,0.0340491106294961,4,5,4,5
4819058,"48",0.0104442485006076,0.0195710388187567,3,5,3,5
4819059,"48",-0.0126571682693448,-0.0241578229007601,1,2,1,2
4819066,"48",0.0006745125173491,-0.0425228245570946,2,1,3,1
4819068,"48",0.00201966496371675,-0.00743677584194736,3,3,3,3
4819071,"48",-3.49385157540973e-06,-0.0130162223567332,2,2,2,2
4819072,"48",0.0586333583209475,0.0175824559675644,5,5,5,4
4819074,"48",0.016372911701348,0.0180411968069314,3,5,4,4
4819815,"48",0.105876724859174,0.0397935141748761,5,5,5,5
4819826,"48",0.0950237789322778,-0.0385433466029053,5,1,5,1
5901003,"59",-0.0278448280980405,0.00386352850940772,1,4,1,4
5901006,"59",-0.0255769005768883,0.0228195754628509,1,5,1,5
5901012,"59",-0.0447479085679235,0.000774518744189345,1,4,1,4
5901017,"59",-0.0267930417835974,-0.0143597583751116,1,2,1,2
5901019,"59",0.000243902858645086,-0.0184867550606435,2,2,3,2
5901022,"59",-0.00572127237464776,0.00894080328289789,2,4,2,4
5901028,"59",-0.0197017010864526,0.0160420949382397,1,5,1,5
5901035,"59",-0.0179294568501543,-0.0224929274521071,1,2,1,2
5901037,"59",-0.011852975670222,-0.0112406417393517,1,3,1,2
5901039,"59",-0.0189415899380232,0.0100343690553923,1,5,1,4
5901040,"59",-0.0254309075217396,0.0144514369548748,1,5,1,5
5901043,"59",0.0424229348601337,-0.0116154514587133,4,3,4,2
5901046,"59",-0.0341868413838736,-0.00924654939083781,1,3,1,2
5901048,"59",0.00204403695317415,0.00542784787503132,3,4,3,4
5901801,"59",0.10819140973968,-0.0561326338751375,5,1,5,1
5901802,"59",NA,NA,NA,NA,NA,NA
5901803,"59",0.0387505341734773,-0.0434645586637489,4,1,4,1
5901804,"59",0.0658076681845543,-0.0388459462104923,5,1,4,1
5901805,"59",0,0,2,4,2,3
5901806,"59",0.00892928165569119,0.0192278226145251,3,5,3,5
5901808,"59",0,0,2,4,2,3
5903004,"59",0.00635760890671132,0.0198769847829816,3,5,3,5
5903010,"59",0.00979981987999716,-0.00810883944028471,3,3,3,2
5903011,"59",0.0262855561481719,0.0268408757340535,4,5,4,5
5903013,"59",0.0343858812978734,-0.0113051463879708,4,3,4,2
5903015,"59",-0.017001942840684,0.0320227198446507,1,5,1,5
5903017,"59",0.0142961510695966,-0.0202485899545535,3,2,3,2
5903019,"59",0.0969475130215924,0.0166817501431692,5,5,5,5
5903023,"59",0.00106059366848157,0.0249989395629077,2,5,3,5
5903027,"59",-0.0193400618130361,0.017972630020963,1,5,1,5
5903032,"59",0.065359965404225,0.0292721892268714,5,5,4,5
5903039,"59",0.0254886122773719,0.0109711967212032,4,5,4,4
5903041,"59",0.00849679799781579,0.0014147040360372,3,4,3,4
5903043,"59",-0.024468046854678,-0.00703061039963752,1,3,1,2
5903045,"59",-0.000685148668787409,0.013677062622959,2,5,2,5
5903047,"59",0.0289318393482658,0.0107511144728523,4,5,4,4
5903050,"59",-0.0033104597131559,0.0170169134312866,2,5,2,5
5903052,"59",0.01906350934216,0.0130174161051373,3,5,3,4
5903056,"59",0.000984976771459141,0.00213962470571702,2,4,3,4
5903058,"59",-0.00703603385168721,-0.00471261270368827,2,3,1,3
5903060,"59",0.0341927077165433,-0.0189568974172822,4,2,4,2
5903807,"59",-0.0184748357381271,0.00764852462216091,1,4,1,4
5905005,"59",-0.00983707220505967,0.0118812271682236,1,5,1,4
5905009,"59",-0.0157896043040287,-0.000677293891275325,1,3,1,3
5905014,"59",-0.000741779572554453,0.0427625528222011,2,5,2,5
5905018,"59",-0.0114383967864789,0.0165571272313885,1,5,1,5
5905023,"59",-0.0365108513211612,0.00932373271997401,1,5,1,4
5905026,"59",-0.0352750317663964,-0.00788373506102578,1,3,1,2
5905030,"59",0.00494962990426955,-0.010078875272852,3,3,3,2
5905032,"59",0.016842472948357,0.0232644052741672,3,5,3,5
5905037,"59",0.0161626299747178,0.00998346520146936,3,5,3,4
5905042,"59",0.0623164118864146,0.0199457058053439,5,5,4,5
5905050,"59",0.00314349896807134,-0.00732837406331013,3,3,3,2
5905052,"59",0.0135244125913278,-0.0146848443436626,3,2,3,2
5905054,"59",0.0110896200368544,0.0125624985766804,3,5,3,4
5907005,"59",0.00408967339834089,0.00273301614856529,3,4,3,4
5907009,"59",0.0338055157286554,0.00178378361712112,4,4,4,4
5907014,"59",0.0134407059452979,0.00260853955637259,3,4,3,4
5907022,"59",0.00461598110154099,-0.0195388026396823,3,2,3,2
5907024,"59",0.0084041389722851,0.0206685080684558,3,5,3,5
5907026,"59",0.0287055695812979,0.00890128483235364,4,4,4,4
5907028,"59",0.0221291703577984,-0.0153939059005469,4,2,4,2
5907035,"59",7.1489982808544e-05,-0.00802134110218265,2,3,3,2
5907041,"59",-0.0015152813076616,0.0253253240360232,2,5,2,5
5907047,"59",-0.00632719980641172,-0.008025151725376,2,3,1,2
5907048,"59",-0.0139607657054455,-0.0419746046809554,1,1,1,1
5907049,"59",-0.02489427589773,-0.00804633814679571,1,3,1,2
5907051,"59",-0.0320237926710747,-0.0482170584791769,1,1,1,1
5907053,"59",0.0432261032401936,0.0017839731559299,4,4,4,4
5907055,"59",0.0341416588073617,-0.0151082029827593,4,2,4,2
5907801,"59",0.0520567357700405,-0.180998837561428,4,1,4,1
5907802,"59",0.0612831352364825,-0.041116092667467,5,1,4,1
5907803,"59",0.0484968781149636,-0.0196350864466046,4,2,4,2
5907805,"59",0.0709002443715391,0.0107816818001654,5,5,4,4
5907806,"59",0,0,2,4,2,3
5907807,"59",0.104977006239504,0.0277036403360677,5,5,5,5
5907808,"59",0,0,2,4,2,3
5907809,"59",0.13853010628112,-0.0438672133841227,5,1,5,1
5907850,"59",0,0,2,4,2,3
5909009,"59",0.0194030043097446,0.00270660435907037,3,4,3,4
5909014,"59",0.096936846212092,0.0216029438365916,5,5,5,5
5909016,"59",0.034753930730423,0.00518470371945347,4,4,4,4
5909020,"59",0.000533161798684603,0.00271174900421096,2,4,3,4
5909027,"59",-0.000711961774884646,0.00135401759899184,2,4,2,4
5909032,"59",-0.000273477213661202,0.00230070507857963,2,4,2,4
5909034,"59",-0.00359263065712243,-0.0334929374155463,2,1,2,1
5909035,"59",-0.0205272388550352,0.00478711671434218,1,4,1,4
5909036,"59",0.00865964638679554,0.00296875497659398,3,4,3,4
5909048,"59",-0.000171675213296915,-0.00946812536658186,2,3,2,2
5909052,"59",0.0103875130092561,-0.0168395938851351,3,2,3,2
5909056,"59",0.0106095674623198,-0.00408212437397097,3,3,3,3
5909060,"59",0.00044451743873062,0.0141543069010437,2,5,3,5
5909062,"59",0.0457867918792427,-0.00892277978507435,4,3,4,2
5909804,"59",0.0895041247016619,-0.0218554701482723,5,2,5,2
5909805,"59",NA,NA,NA,NA,NA,NA
5909806,"59",0.0946479558243787,-9.79622280909343e-05,5,3,5,3
5909807,"59",0.108500979644607,-0.0123638593337064,5,3,5,2
5909808,"59",0,0,2,4,2,3
5909809,"59",NA,NA,NA,NA,NA,NA
5909810,"59",0.0586334762313851,-0.178091474465354,5,1,4,1
5909812,"59",0.0955571034768129,-0.0958968360381005,5,1,5,1
5909814,"59",0,0,2,4,2,3
5909815,"59",NA,NA,NA,NA,NA,NA
5909816,"59",0,0,2,4,2,3
5909817,"59",0,0,2,4,2,3
5909818,"59",0,0,2,4,2,3
5909819,"59",0,0,2,4,2,3
5909821,"59",0.084040997616323,0.0178090317507958,5,5,5,5
5909824,"59",0.0741316297483014,-0.0285369638939727,5,2,4,1
5909825,"59",NA,NA,NA,NA,NA,NA
5909826,"59",0.105689519933146,-0.0497863002665143,5,1,5,1
5909827,"59",0.111504848915229,-0.00352845241130769,5,3,5,3
5909830,"59",0.0313391851394944,-0.0295228642117131,4,2,4,1
5909831,"59",0.154914984116228,-0.115720820837103,5,1,5,1
5909832,"59",0.0950716199489509,0.00310128904089964,5,4,5,4
5909833,"59",0,0,2,4,2,3
5909834,"59",0,0,2,4,2,3
5909835,"59",0.090810876112217,-0.137224720320425,5,1,5,1
5909836,"59",NA,NA,NA,NA,NA,NA
5909837,"59",0.0750199298587172,0.0162585479118667,5,5,4,5
5909838,"59",0,0,2,4,2,3
5909839,"59",0.0811088011695426,-0.0429320172250922,5,1,4,1
